y,x,osmid,ref,highway,geometry
47.5146097,19.0588317,277286,,,POINT (19.0588317 47.5146097)
47.514618,19.0435418,277298,,,POINT (19.0435418 47.514618)
47.4590859,19.2272337,9516794,,,POINT (19.2272337 47.4590859)
47.4772053,19.245216,9519262,,,POINT (19.245216 47.4772053)
47.4783814,19.0429163,16729630,,,POINT (19.0429163 47.4783814)
47.4852176,19.052364,18590962,,,POINT (19.052364 47.4852176)
47.4726014,19.0472623,21513392,,,POINT (19.0472623 47.4726014)
47.4738121,19.0478466,21513910,,,POINT (19.0478466 47.4738121)
47.3933805,19.1697635,26672273,17,motorway_junction,POINT (19.1697635 47.3933805)
47.5056007,19.0910637,26732468,,traffic_signals,POINT (19.0910637 47.5056007)
47.5078474,19.0871734,26732470,,,POINT (19.0871734 47.5078474)
47.3960267,19.1674287,26743044,,,POINT (19.1674287 47.3960267)
47.433073,19.2621478,26757958,,,POINT (19.2621478 47.433073)
47.5079539,19.0941699,26842131,,,POINT (19.0941699 47.5079539)
47.4914526,19.2600328,26866206,,,POINT (19.2600328 47.4914526)
47.4882667,19.2592279,26866208,,,POINT (19.2592279 47.4882667)
47.4866605,19.255856,26866236,,,POINT (19.255856 47.4866605)
47.4869839,19.258908,26866246,,,POINT (19.258908 47.4869839)
47.4876223,19.2590667,26866249,,,POINT (19.2590667 47.4876223)
47.4888908,19.2593866,26866251,,,POINT (19.2593866 47.4888908)
47.4908188,19.2598732,26866258,,,POINT (19.2598732 47.4908188)
47.4925827,19.2513472,26866289,,,POINT (19.2513472 47.4925827)
47.4881396,19.2449769,26866326,,,POINT (19.2449769 47.4881396)
47.4877712,19.246705,26866330,,,POINT (19.246705 47.4877712)
47.4873116,19.2498702,26866332,,,POINT (19.2498702 47.4873116)
47.489627,19.2439365,26866384,,,POINT (19.2439365 47.489627)
47.4890517,19.2442229,26866385,,,POINT (19.2442229 47.4890517)
47.4838486,19.2189133,26883277,,,POINT (19.2189133 47.4838486)
47.4821143,19.2199627,26883322,,,POINT (19.2199627 47.4821143)
47.4840854,19.2779249,26883398,,,POINT (19.2779249 47.4840854)
47.4968227,19.2648825,26883601,,,POINT (19.2648825 47.4968227)
47.4851982,19.2168341,26883618,,,POINT (19.2168341 47.4851982)
47.4855137,19.2199155,26883622,,,POINT (19.2199155 47.4855137)
47.4804618,19.2276939,26883632,,,POINT (19.2276939 47.4804618)
47.4831301,19.2355268,26883739,,,POINT (19.2355268 47.4831301)
47.4817391,19.2340963,26883741,,,POINT (19.2340963 47.4817391)
47.4814494,19.2355554,26883742,,,POINT (19.2355554 47.4814494)
47.4811575,19.237034,26883743,,,POINT (19.237034 47.4811575)
47.4742173,19.2542082,26883847,,,POINT (19.2542082 47.4742173)
47.4758427,19.2492645,26883849,,,POINT (19.2492645 47.4758427)
47.4730447,19.2459277,26883856,,,POINT (19.2459277 47.4730447)
