u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,ref,bridge,access,width,tunnel,junction,area
21638011,370042353,0,5190200,2,Lungomare Duca degli Abruzzi,tertiary,30,False,136.743,"LINESTRING (12.264032 41.7337426, 12.2625256 41.7342412)",,,,,,,,
25388123,1180803327,0,4245352,4,Via dei Fori Imperiali,service,30,False,8.356,"LINESTRING (12.4873686 41.8931103, 12.4872859 41.8931534)",,,,,,,,
25388123,366569122,0,102290908,4,Via dei Fori Imperiali,service,30,False,13.139,"LINESTRING (12.4873686 41.8931103, 12.4874917 41.8930357)",,,,,,,,
25388124,356932030,0,203150441,6,Via dei Fori Imperiali,service,30,False,9.493,"LINESTRING (12.484127 41.8949372, 12.4840385 41.8949915)",,,,,,,,
25388124,266321663,0,203150441,6,Via dei Fori Imperiali,service,30,False,21.107,"LINESTRING (12.484127 41.8949372, 12.4843323 41.8948246)",,,,,,,,
25388406,1180803318,0,4245352,4,Via dei Fori Imperiali,service,30,False,37.235,"LINESTRING (12.4867867 41.8934422, 12.4871474 41.8932421)",,,,,,,,
25388406,1180803314,0,102290910,2,Via dei Fori Imperiali,service,30,True,9.7,"LINESTRING (12.4867867 41.8934422, 12.4867931 41.8933551)",,,,,,,,
25388406,385767730,0,102290915,6,Via dei Fori Imperiali,service,30,False,53.357,"LINESTRING (12.4867867 41.8934422, 12.4862721 41.8937312)",,,,,,,,
25388429,1774196314,0,203150441,6,Via dei Fori Imperiali,service,30,False,22.875,"LINESTRING (12.4838895 41.8951473, 12.4837173 41.8953082)",,,,,,,,
25388429,364857902,0,203150441,6,Via dei Fori Imperiali,service,30,False,14.631,"LINESTRING (12.4838895 41.8951473, 12.483978 41.8950334)",,,,,,,,
25418922,2141800773,0,23328037,2,Via di Santa Maria Maggiore,tertiary,30,False,21.472,"LINESTRING (12.4960073 41.8973743, 12.4957563 41.8973255)",,,,,,,,
25419073,364857869,0,22979103,2,Via del Corso,unclassified,30,False,9.905,"LINESTRING (12.4822238 41.8966841, 12.4821556 41.8967573)",,,,,,,,
25419080,1249896455,0,108565606,2,Via del Corso,unclassified,30,False,40.882,"LINESTRING (12.4812471 41.8989704, 12.4811137 41.8993244)",,,,,,,,
25419080,1257320703,0,108565606,2,Via del Corso,unclassified,30,False,4.816,"LINESTRING (12.4812471 41.8989704, 12.4812642 41.898929)",,,,,,,,
32630949,7807845514,0,203150441,6,Via dei Fori Imperiali,service,30,False,10.727,"LINESTRING (12.4835075 41.8954624, 12.4836053 41.8953991)",,,,,,,,
32633041,1397229759,0,28867489,1,Via delle Botteghe Oscure,tertiary,30,True,7.498,"LINESTRING (12.477426 41.8948629, 12.4775163 41.8948683)",,,,,,,,
32641659,2026351155,0,192078287,3,Viale San Paolo del Brasile,service,30,True,85.972,"LINESTRING (12.4859995 41.9116435, 12.4866631 41.9110486)",,,,,,,,
32641661,3832352342,0,25694084,2,Viale Fiorello la Guardia,service,30,False,25.054,"LINESTRING (12.4831333 41.9131897, 12.4833947 41.913076)",,,,,,,,
32641661,3152582661,0,25694084,2,Viale Fiorello la Guardia,service,30,False,19.388,"LINESTRING (12.4831333 41.9131897, 12.4829291 41.9132752)",,,,,,,,
32641662,819036585,0,25694084,2,Viale Fiorello la Guardia,service,30,False,21.719,"LINESTRING (12.482304 41.9134493, 12.4825559 41.9133944)",,,,,,,,
32641662,32641663,0,25694084,2,Viale Fiorello la Guardia,service,30,False,83.399,"LINESTRING (12.482304 41.9134493, 12.4813445 41.9136789)",,,,,,,,
32641663,32641662,0,25694084,2,Viale Fiorello la Guardia,service,30,False,83.399,"LINESTRING (12.4813445 41.9136789, 12.482304 41.9134493)",,,,,,,,
32641663,1424138531,0,25694084,2,Viale Fiorello la Guardia,service,30,False,6.764,"LINESTRING (12.4813445 41.9136789, 12.4812673 41.9136989)",,,,,,,,
32641664,2026432204,0,25694084,2,Viale Fiorello la Guardia,service,30,False,13.666,"LINESTRING (12.4803127 41.9137646, 12.4804775 41.9137727)",,,,,,,,
32641664,1191808033,0,25694088,,Piazzale del Fiocco,service,30,False,19.404,"LINESTRING (12.4803127 41.9137646, 12.4802988 41.9139388)",,,,,,,,
32641664,1791368214,0,122681315,2,Viale Giorgio Washington,service,30,False,11.286,"LINESTRING (12.4803127 41.9137646, 12.4801816 41.9137366)",,,,,,,,
32641665,1791368214,0,122681315,2,Viale Giorgio Washington,service,30,False,13.614,"LINESTRING (12.4800446 41.9136688, 12.4801816 41.9137366)",,,,,,,,
32641665,32641666,0,122681315,2,Viale Giorgio Washington,service,30,False,50.67,"LINESTRING (12.4800446 41.9136688, 12.4795229 41.9134302)",,,,,,,,
32641666,32641665,0,122681315,2,Viale Giorgio Washington,service,30,False,50.67,"LINESTRING (12.4795229 41.9134302, 12.4800446 41.9136688)",,,,,,,,
32641666,1420156840,0,122681315,2,Viale Giorgio Washington,service,30,False,56.512,"LINESTRING (12.4795229 41.9134302, 12.4789642 41.9131379)",,,,,,,,
32641667,1396502529,0,4951467,2,Viale Giorgio Washington,service,30,False,21.125,"LINESTRING (12.4767555 41.9120789, 12.4769772 41.9121731)",,,,,,,,
32641668,1420156836,0,122681315,2,Viale Giorgio Washington,service,30,False,21.933,"LINESTRING (12.4778452 41.9126029, 12.4780689 41.9127087)",,,,,,,,
32641668,257908518,0,122681315,2,Viale Giorgio Washington,service,30,False,52.255,"LINESTRING (12.4778452 41.9126029, 12.4773165 41.9123459)",,,,,,,,
32649899,305294852,0,190830802,,Vicolo Moroni,service,30,False,30.25,"LINESTRING (12.468657 41.8921554, 12.4683563 41.8920008)",alley,,,,,,,
32649899,7799198256,0,190830802,,Vicolo Moroni,service,30,False,20.445,"LINESTRING (12.468657 41.8921554, 12.4688883 41.8922199)",alley,,,,,,,
32649901,32649902,0,28214069,1,Via di Santa Dorotea,residential,30,True,39.131,"LINESTRING (12.4682193 41.8920152, 12.4677471 41.8919983)",,,,,,,,
32649902,3739059093,0,22951592,1,Via della Scala,residential,30,True,80.86,"LINESTRING (12.4677471 41.8919983, 12.4680897 41.8913173)",,,,,,,,
32649902,305290081,0,27350842,2,Via Garibaldi,residential,30,False,23.708,"LINESTRING (12.4677471 41.8919983, 12.4675024 41.8918875)",,,,,,,,
32649902,2141616620,0,204149302,1,Via di Porta Settimiana,residential,30,True,24.398,"LINESTRING (12.4677471 41.8919983, 12.4676289 41.8921993)",,,,,,,,
32649904,305291994,0,33654269,1,Via della Scala,residential,30,True,77.628,"LINESTRING (12.4682913 41.8910001, 12.4687216 41.8903798)",,,,,,,,
32649904,3739059087,0,297113979,1,Vicolo della Scala,residential,30,False,12.258,"LINESTRING (12.4682913 41.8910001, 12.4681695 41.8909374)",,,,,,,,
32649905,32649906,0,4951284,2,Piazza di Sant'Egidio,residential,30,False,52.244,"LINESTRING (12.4689986 41.8901893, 12.4691963 41.8897431)",,,,,,,,
32649905,2737611220,0,33654268,2,Piazza di Sant'Egidio,residential,30,False,3.96,"LINESTRING (12.4689986 41.8901893, 12.4690343 41.890213)",,,,,,,,
32649905,385011799,0,164595130,2,Piazza di Sant'Egidio,residential,30,False,15.151,"LINESTRING (12.4689986 41.8901893, 12.4688188 41.8902148)",,,,,,,,
32649906,32649905,0,4951284,2,Piazza di Sant'Egidio,residential,30,False,52.244,"LINESTRING (12.4691963 41.8897431, 12.4689986 41.8901893)",,,,,,,,
32649906,2737611215,0,33654265,1,Via della Paglia,residential,30,True,6.55,"LINESTRING (12.4691963 41.8897431, 12.4691249 41.8897177)",,,,,,,,
32649914,1529963631,0,22951419,,Via degli Stefaneschi,residential,30,False,2.224,"LINESTRING (12.4746604 41.8894163, 12.4746631 41.8894362)",,,,,,,,
32649915,3738996317,0,33684471,1,Via della Lungaretta,residential,30,True,16.77,"LINESTRING (12.4759117 41.8893139, 12.4757151 41.8893503)",,,,,,,,
32649917,2142007246,0,121033225,1,Piazza in Piscinula,residential,30,True,8.546,"LINESTRING (12.4770401 41.8893022, 12.4769437 41.8892747)",,,,,,,,
32650014,247289226,0,23751830,1,Via Luciano Manara,residential,30,True,78.151,"LINESTRING (12.4703803 41.8879394, 12.4713238 41.8879146)",,,,,,,,
32650014,247289227,0,190598715,1,Via Luciano Manara,residential,30,True,106.532,"LINESTRING (12.4703803 41.8879394, 12.4690942 41.8879739)",,,,,,,,
32650370,305309566,0,22951389,1,Via Giulio Cesare Santini,residential,30,True,27.192,"LINESTRING (12.4748794 41.8882907, 12.4745708 41.8883745)",,,,,,,,
32650370,1001119035,0,121033199,1,Via della Luce,residential,30,True,48.275,"LINESTRING (12.4748794 41.8882907, 12.4752444 41.8886293)",,,,,,,,
32650377,305309322,0,27806157,,Vicolo del Buco,service,30,True,23.568,"LINESTRING (12.4755381 41.8888976, 12.4753036 41.8890178)",alley,,,,,,,
32650377,2137502606,0,121033199,1,Via della Luce,residential,30,True,4.868,"LINESTRING (12.4755381 41.8888976, 12.4755891 41.8889194)",,,,,,,,
32650391,3077613119,0,124077478,1,Via dei Fienili,service,30,True,5.321,"LINESTRING (12.4826591 41.8908992, 12.4826042 41.8909241)",alley,,,,,,,
32650534,745499380,0,128522822,,Via di Villa Ruffo,service,30,False,5.874,"LINESTRING (12.4765274 41.9123135, 12.4764588 41.9123271)",,,,,,,,
32650534,745499293,0,128522822,,Via di Villa Ruffo,service,30,False,4.285,"LINESTRING (12.4765274 41.9123135, 12.4765784 41.9123202)",,,,,,,,
32650609,303990447,0,4951382,1,Via della Croce,service,20,True,4.664,"LINESTRING (12.4812079 41.9065435, 12.4811544 41.9065303)",alley,,,,,,,
32650951,2012440383,0,190598716,1,Via Titta Scarpetta,residential,30,True,9.687,"LINESTRING (12.4775826 41.889422, 12.4775687 41.8893355)",,,,,,,,
32653256,293806533,0,203960287,1,Via Vittoria,service,20,True,72.387,"LINESTRING (12.4780884 41.9065412, 12.4789254 41.9067303)",alley,,,,,,,
38226041,254293636,0,163741637,3,Via Cristoforo Colombo,primary,30,True,20.779,"LINESTRING (12.4980104 41.8596726, 12.4981314 41.8598363)",,,,,,,,
38226050,254293637,0,163741637,3,Via Cristoforo Colombo,primary,30,True,26.649,"LINESTRING (12.498223 41.8600159, 12.4983092 41.8602468)",,,,,,,,
38226053,1179066993,0,142373633,3,Via Cristoforo Colombo,primary,30,True,73.26,"LINESTRING (12.4983258 41.8609743, 12.4981312 41.861617)",,,,,,,,
38226069,303876714,0,48635370,3,Via Cristoforo Colombo,primary,30,True,14.31,"LINESTRING (12.4965265 41.8670559, 12.4964933 41.8671822)",,,,,,,,
38362778,300217174,0,27347030,1,Via la Nebbia,residential,30,True,19.233,"LINESTRING (12.4264523 41.926914, 12.4262255 41.926876)",,,,,,,,
83656611,1577472385,0,128524822,2,Piazza Cavour,residential,30,False,8.935,"LINESTRING (12.4684306 41.9053914, 12.4684939 41.9053263)",,,,,,,,
83664221,4228378754,0,125407892,1,Via Germanico,residential,30,True,88.858,"LINESTRING (12.4597203 41.908191, 12.4607387 41.9084443)",,,,,,,,
93810148,7780814398,0,366796436,3,Piazza del Colosseo,service,30,False,6.815,"LINESTRING (12.4926074 41.8910764, 12.4926807 41.8910485)",,,,,,,,
93810148,1437110348,0,366796436,3,Piazza del Colosseo,service,30,False,16.464,"LINESTRING (12.4926074 41.8910764, 12.4924128 41.891107)",,,,,,,,
93810149,246138850,0,10639983,1,Via Labicana,secondary,30,True,14.191,"LINESTRING (12.4969695 41.8900054, 12.4971344 41.8899705)",,,,,,,,
93810150,2364408847,0,122185773,1,Via Labicana,secondary,30,True,20.0,"LINESTRING (12.5018459 41.8891074, 12.5020868 41.8890936)",,,,,,,,
100971777,305313783,0,11350613,1,Via dei Genovesi,residential,30,True,37.747,"LINESTRING (12.4772838 41.8876371, 12.4768606 41.8877635)",,,,,,,,
100971777,2129614307,0,27806529,,Via di Santa Cecilia,pedestrian,30,False,41.948,"LINESTRING (12.4772838 41.8876371, 12.47702 41.887315)",,,,,,,,
100971777,1491995177,0,236877086,1,Via dei Vascellari,pedestrian,30,False,31.479,"LINESTRING (12.4772838 41.8876371, 12.4775112 41.887864)",,,,,,,,
101010992,5615949459,0,23591593,1,Via Labicana,residential,30,True,12.474,"LINESTRING (12.4983846 41.889721, 12.4985169 41.8896673)",,,,,,,,
101010992,5615949460,0,122185773,1,Via Labicana,secondary,30,True,10.899,"LINESTRING (12.4983846 41.889721, 12.4985133 41.8897003)",,,,,,,,
122540924,773166107,0,163608361,15,Diramazione Roma Sud,motorway,30,True,158.461,"LINESTRING (12.6528238 41.8331748, 12.6510879 41.8337731)",,A1,,,,,,
122571273,1107496222,0,23694979,1,Via Panisperna,tertiary,30,True,44.358,"LINESTRING (12.4948943 41.8971714, 12.4943725 41.8970804)",,,,,,,,
122571273,2141800768,0,204165875,2,Via di Santa Maria Maggiore,tertiary,30,False,33.891,"LINESTRING (12.4948943 41.8971714, 12.4952945 41.8972359)",,,,,,,,
129966991,6318311239,0,61796904,1,Via di Castel Romano,unclassified,10,False,10.739,"LINESTRING (12.4420488 41.7086218, 12.441953 41.7085569)",,,,,,,,
129966991,6318311238,0,61796904,1,Via di Castel Romano,unclassified,10,False,10.568,"LINESTRING (12.4420488 41.7086218, 12.4421352 41.7086916)",,,,,,,,
129966993,6318311236,0,61796904,1,Via di Castel Romano,unclassified,10,False,11.782,"LINESTRING (12.4416561 41.7083919, 12.4415295 41.708344)",,,,,,,,
129966993,6318311240,0,61796904,1,Via di Castel Romano,unclassified,10,False,9.636,"LINESTRING (12.4416561 41.7083919, 12.4417553 41.7084369)",,,,,,,,
129966995,6318311235,0,61796904,1,Via di Castel Romano,unclassified,10,False,9.395,"LINESTRING (12.4412122 41.7082652, 12.4411005 41.7082516)",,,,,,,,
129966995,6318311234,0,61796904,1,Via di Castel Romano,unclassified,10,False,8.823,"LINESTRING (12.4412122 41.7082652, 12.4413154 41.7082842)",,,,,,,,
129966996,129966998,0,61796904,1,Via di Castel Romano,unclassified,10,False,98.633,"LINESTRING (12.439715 41.7081851, 12.4385281 41.708144)",,,,,,,,
129966996,769955458,0,61796904,1,Via di Castel Romano,unclassified,10,False,76.762,"LINESTRING (12.439715 41.7081851, 12.4406387 41.7082174)",,,,,,,,
129966998,129966999,0,61796904,1,Via di Castel Romano,unclassified,10,False,99.313,"LINESTRING (12.4385281 41.708144, 12.4373332 41.7080998)",,,,,,,,
129966998,129966996,0,61796904,1,Via di Castel Romano,unclassified,10,False,98.633,"LINESTRING (12.4385281 41.708144, 12.439715 41.7081851)",,,,,,,,
129966999,129967000,0,61796904,1,Via di Castel Romano,unclassified,10,False,189.814,"LINESTRING (12.4373332 41.7080998, 12.4350489 41.7080235)",,,,,,,,
129966999,129966998,0,61796904,1,Via di Castel Romano,unclassified,10,False,99.313,"LINESTRING (12.4373332 41.7080998, 12.4385281 41.708144)",,,,,,,,
129967000,129967001,0,61796904,1,Via di Castel Romano,unclassified,10,False,299.582,"LINESTRING (12.4350489 41.7080235, 12.4314454 41.7078763)",,,,,,,,
129967000,129966999,0,61796904,1,Via di Castel Romano,unclassified,10,False,189.814,"LINESTRING (12.4350489 41.7080235, 12.4373332 41.7080998)",,,,,,,,
129967001,129967002,0,61796904,1,Via di Castel Romano,unclassified,10,False,62.0,"LINESTRING (12.4314454 41.7078763, 12.4306991 41.7078543)",,,,,,,,
129967001,129967000,0,61796904,1,Via di Castel Romano,unclassified,10,False,299.582,"LINESTRING (12.4314454 41.7078763, 12.4350489 41.7080235)",,,,,,,,
129967002,6318288283,0,61796904,1,Via di Castel Romano,unclassified,10,False,72.244,"LINESTRING (12.4306991 41.7078543, 12.4298293 41.7078328)",,,,,,,,
129967002,129967001,0,61796904,1,Via di Castel Romano,unclassified,10,False,62.0,"LINESTRING (12.4306991 41.7078543, 12.4314454 41.7078763)",,,,,,,,
129967003,6318288282,0,61796904,1,Via di Castel Romano,unclassified,10,False,9.735,"LINESTRING (12.429729 41.7078262, 12.4296125 41.7078162)",,,,,,,,
129967003,6318288283,0,61796904,1,Via di Castel Romano,unclassified,10,False,8.358,"LINESTRING (12.429729 41.7078262, 12.4298293 41.7078328)",,,,,,,,
129967006,6318310988,0,61796904,1,Via di Castel Romano,unclassified,10,False,6.7,"LINESTRING (12.428963 41.7076913, 12.4288874 41.7076702)",,,,,,,,
129967006,6318310985,0,61796904,1,Via di Castel Romano,unclassified,10,False,11.042,"LINESTRING (12.428963 41.7076913, 12.4290886 41.707724)",,,,,,,,
129967007,129967008,0,61796904,1,Via di Castel Romano,unclassified,10,False,163.16,"LINESTRING (12.4285769 41.7075573, 12.4268931 41.7068004)",,,,,,,,
129967007,6318310989,0,61796904,1,Via di Castel Romano,unclassified,10,False,6.293,"LINESTRING (12.4285769 41.7075573, 12.4286427 41.7075854)",,,,,,,,
129967008,129967007,0,61796904,1,Via di Castel Romano,unclassified,10,False,163.16,"LINESTRING (12.4268931 41.7068004, 12.4285769 41.7075573)",,,,,,,,
130572804,7135914256,0,241007452,2,Via Trionfale,tertiary,30,False,6.694,"LINESTRING (12.4498585 41.9150242, 12.4498088 41.9150717)",,,,,,,,
130572804,7135914257,0,241007452,2,Via Trionfale,tertiary,30,False,7.167,"LINESTRING (12.4498585 41.9150242, 12.4499157 41.9149758)",,,,,,,,
130572813,7135914236,0,191602063,2,Via Trionfale,tertiary,30,False,6.239,"LINESTRING (12.4496811 41.9166098, 12.4496765 41.9166658)",,,,,,,,
130572813,7135914235,0,191602063,2,Via Trionfale,tertiary,30,False,7.092,"LINESTRING (12.4496811 41.9166098, 12.4496769 41.9165461)",,,,,,,,
130572822,7135914241,0,191602063,2,Via Trionfale,tertiary,30,False,3.46,"LINESTRING (12.4493518 41.9173218, 12.4493435 41.9173523)",,,,,,,,
130572822,7135914242,0,191602063,2,Via Trionfale,tertiary,30,False,4.801,"LINESTRING (12.4493518 41.9173218, 12.4493719 41.9172813)",,,,,,,,
130572829,324643968,0,124199245,2,Via Trionfale,tertiary,30,False,11.56,"LINESTRING (12.450404 41.917936, 12.4505125 41.9180015)",,,,,,,,
130572829,1086085054,0,124199245,2,Via Trionfale,tertiary,30,False,24.519,"LINESTRING (12.450404 41.917936, 12.4501626 41.9178081)",,,,,,,,
130572837,1086085079,0,124199245,2,Via Trionfale,tertiary,30,False,7.988,"LINESTRING (12.4505506 41.9182783, 12.4504604 41.9183039)",,,,,,,,
130572837,324643973,0,124199245,2,Via Trionfale,tertiary,30,False,5.23,"LINESTRING (12.4505506 41.9182783, 12.4505832 41.918238)",,,,,,,,
130572843,1086085042,0,93613044,1,Via Trionfale,tertiary,30,True,12.087,"LINESTRING (12.4490559 41.917848, 12.4489103 41.9178568)",,,,,,,,
130572843,1086085001,0,185108625,2,Via Trionfale,tertiary,30,False,27.279,"LINESTRING (12.4490559 41.917848, 12.4493751 41.9179094)",,,,,,,,
130572846,1086085095,0,93613040,1,Via Trionfale,tertiary,30,True,5.298,"LINESTRING (12.4486246 41.9178979, 12.448657 41.9178568)",,,,,,,,
130572861,1086084970,0,124199246,1,Via Trionfale,tertiary,30,False,16.259,"LINESTRING (12.4497392 41.9183582, 12.4498991 41.9184432)",,,,,,,,
130572861,324643642,0,373571319,1,Via Trionfale,tertiary,30,False,13.488,"LINESTRING (12.4497392 41.9183582, 12.4495902 41.918309)",,,,,,,,
130572867,1086085124,0,124199246,1,Via Trionfale,tertiary,30,False,12.303,"LINESTRING (12.4500026 41.9188724, 12.4500648 41.9187719)",,,,,,,,
130572867,330462291,0,124199246,1,Via Trionfale,tertiary,30,False,20.256,"LINESTRING (12.4500026 41.9188724, 12.4498417 41.9190097)",,,,,,,,
130572878,1086085056,0,124199246,1,Via Trionfale,tertiary,30,False,21.418,"LINESTRING (12.4491313 41.9195495, 12.4493212 41.9194186)",,,,,,,,
130572878,1086084997,0,124199246,1,Via Trionfale,tertiary,30,False,17.015,"LINESTRING (12.4491313 41.9195495, 12.4489588 41.9196328)",,,,,,,,
130572887,5220453771,0,124199246,1,Via Trionfale,tertiary,30,False,5.865,"LINESTRING (12.4481471 41.9199836, 12.448187 41.91994)",,,,,,,,
130572887,1086085045,0,124199246,1,Via Trionfale,tertiary,30,False,19.299,"LINESTRING (12.4481471 41.9199836, 12.448076 41.9201489)",,,,,,,,
130572898,330462713,0,124199246,1,Via Trionfale,tertiary,30,False,37.523,"LINESTRING (12.4479409 41.9207638, 12.4480056 41.9204298)",,,,,,,,
130572898,764699098,0,124199246,1,Via Trionfale,tertiary,30,False,52.825,"LINESTRING (12.4479409 41.9207638, 12.4479046 41.9212381)",,,,,,,,
130572928,1610202373,0,33608349,2,Via Trionfale,secondary,30,True,12.872,"LINESTRING (12.4438215 41.9311237, 12.4439337 41.9310435)",,,,,,,,
130572936,2207562760,0,33608349,2,Via Trionfale,secondary,30,True,15.711,"LINESTRING (12.4418878 41.932368, 12.4420458 41.9322896)",,,,,,,,
130577515,984776111,0,130651921,2,Via Trionfale,primary,30,False,23.954,"LINESTRING (12.4123865 41.9508342, 12.4123664 41.9510491)",,,,,,,,
130577515,984776047,0,130651921,2,Via Trionfale,primary,30,False,14.771,"LINESTRING (12.4123865 41.9508342, 12.4124108 41.9507026)",,,,,,,,
130577656,966224609,0,188141688,2,Via Trionfale,primary,30,True,47.616,"LINESTRING (12.408378 41.9720134, 12.4082253 41.9724263)",,,,,,,,
130577661,130577672,0,188141688,2,Via Trionfale,primary,30,True,29.432,"LINESTRING (12.4080032 41.9730325, 12.4079337 41.9732921)",,,,,,,,
130577672,984776109,0,188141688,2,Via Trionfale,primary,30,True,46.733,"LINESTRING (12.4079337 41.9732921, 12.4078913 41.9737112)",,,,,,,,
130577681,244063968,0,188141688,2,Via Trionfale,primary,30,True,36.064,"LINESTRING (12.4079513 41.977568, 12.4080078 41.9778896)",,,,,,,,
130577690,5781188994,0,356360112,2,Via Trionfale,primary,30,True,9.971,"LINESTRING (12.4083795 41.9791617, 12.4083919 41.9792509)",,,,,,,,
130577696,5317130112,0,356360112,2,Via Trionfale,primary,30,True,13.0,"LINESTRING (12.4084987 41.9807224, 12.408484 41.9808388)",,,,,,,,
130582472,731190267,0,129377312,2,Via della Camilluccia,secondary,30,True,11.642,"LINESTRING (12.4461523 41.9297988, 12.4461178 41.9299003)",,,,,,,,
130582492,331556669,0,129377312,2,Via della Camilluccia,secondary,30,True,51.302,"LINESTRING (12.4451214 41.9309645, 12.4448665 41.9313851)",,,,,,,,
130613122,4708754347,0,48834906,1,Via Germanico,residential,30,True,12.963,"LINESTRING (12.4556712 41.9072187, 12.4558207 41.9072535)",,,,,,,,
130686947,153566521,0,48834906,1,Via Germanico,residential,30,True,100.826,"LINESTRING (12.4567304 41.9074656, 12.4578931 41.9077366)",,,,,,,,
139106555,471641508,0,144097893,2,Piazza Adriana,primary,30,True,4.64,"LINESTRING (12.466255 41.9054461, 12.4662 41.9054542)",,,,,,,,
139106561,4230222487,0,118709895,4,Via Cola di Rienzo,secondary,30,False,9.768,"LINESTRING (12.4651049 41.9079462, 12.4649932 41.9079178)",,,,,,,,
153303036,1334521495,0,15449659,1,Via Ulpiano,residential,30,True,13.331,"LINESTRING (12.4710835 41.9052307, 12.4711252 41.9051149)",,,,,,,,
153566521,153566543,0,125407892,1,Via Germanico,residential,30,True,72.096,"LINESTRING (12.4578931 41.9077366, 12.4587194 41.9079421)",,,,,,,,
153566543,83664221,0,125407892,1,Via Germanico,residential,30,True,87.329,"LINESTRING (12.4587194 41.9079421, 12.4597203 41.908191)",,,,,,,,
153566599,4228378755,0,125407892,1,Via Germanico,residential,30,True,6.752,"LINESTRING (12.4608317 41.9084675, 12.4609091 41.9084867)",,,,,,,,
153566639,4230915292,0,125407892,1,Via Germanico,residential,30,True,13.243,"LINESTRING (12.4622124 41.9088108, 12.4623642 41.9088485)",,,,,,,,
153566665,2265022357,0,125407892,1,Via Germanico,residential,30,True,58.763,"LINESTRING (12.4633544 41.9090948, 12.4640279 41.9092623)",,,,,,,,
153591713,4228363209,0,118709096,4,Via Cola di Rienzo,secondary,30,False,88.559,"LINESTRING (12.463948 41.9076518, 12.4629311 41.9074037)",,,,,,,,
153591713,4230176677,0,118709895,4,Via Cola di Rienzo,secondary,30,False,9.237,"LINESTRING (12.463948 41.9076518, 12.4640536 41.9076787)",,,,,,,,
153591738,3135817937,0,24178945,1,Via Pietro della Valle,residential,30,True,8.928,"LINESTRING (12.4647959 41.9056367, 12.4647853 41.9055568)",,,,,,,,
153615743,4487752116,0,102159345,3,Via Cristoforo Colombo,primary,30,True,7.684,"LINESTRING (12.4880813 41.8525311, 12.4881498 41.8525777)",,,,,,,,
153615784,330727435,0,102159408,3,Via Cristoforo Colombo,primary,30,True,55.19,"LINESTRING (12.4906971 41.8543876, 12.4911725 41.8547354)",,,,,,,,
153615827,6401980932,0,626379019,1,Viale Leonardo da Vinci,tertiary,30,True,11.275,"LINESTRING (12.4807434 41.8578273, 12.4807442 41.8577259)",,,,,,,,
153615838,7608912613,0,58521757,3,Via Cristoforo Colombo,primary,30,True,12.222,"LINESTRING (12.4929129 41.8559698, 12.4930225 41.8560434)",,,,,,,,
153615895,2687693536,0,124643465,1,Viale Leonardo da Vinci,tertiary,30,True,35.755,"LINESTRING (12.4809541 41.8584075, 12.4808957 41.8587261)",,,,,,,,
153615943,267500047,0,124195093,2,Via Alessandra Macinghi Strozzi,tertiary,30,False,28.421,"LINESTRING (12.489978 41.8595554, 12.4896431 41.8594996)",,,,,,,,
153615943,3834118932,0,134406800,2,Via Alessandra Macinghi Strozzi,tertiary,30,False,8.486,"LINESTRING (12.489978 41.8595554, 12.4900771 41.8595748)",,,,,,,,
153626215,805845139,0,66601510,3,Via Cristoforo Colombo,primary,30,True,14.428,"LINESTRING (12.4975132 41.8637428, 12.497475 41.8638694)",,,,,,,,
208456626,688615041,0,109167758,1,Viale delle Milizie,residential,30,True,15.617,"LINESTRING (12.4581172 41.9113409, 12.4579357 41.9113024)",,,,,,,,
208740804,6307391618,0,98610016,2,Via Ettore Fieramosca,tertiary,30,False,53.235,"LINESTRING (12.5313732 41.8965191, 12.5318894 41.8968047)",,,,,,,,
208740804,1140836945,0,98611375,1,Via Ettore Fieramosca,tertiary,30,True,47.667,"LINESTRING (12.5313732 41.8965191, 12.5308866 41.8962898)",,,,,,,,
208740813,6307391620,0,98610016,2,Via Ettore Fieramosca,tertiary,30,False,5.82,"LINESTRING (12.5321309 41.8969219, 12.5320701 41.8968956)",,,,,,,,
208740813,295782320,0,98610016,2,Via Ettore Fieramosca,tertiary,30,False,8.62,"LINESTRING (12.5321309 41.8969219, 12.5322219 41.8969596)",,,,,,,,
219457308,308431546,0,374834187,2,Via di Lunghezzina,tertiary,30,False,248.398,"LINESTRING (12.7271935 41.911182, 12.7253938 41.9129699)",,,,,,,,
224166819,745990127,0,61129563,2,Via Trionfale,tertiary,30,False,19.7,"LINESTRING (12.4511672 41.9138423, 12.451022 41.9139827)",,,,,,,,
224244904,6976385705,0,20869260,2,Viale dei Cavalieri di Vittorio Veneto,secondary,30,True,2.772,"LINESTRING (12.4517854 41.9198582, 12.4517609 41.9198412)",,,,,,,,
224244910,6989511329,0,93613035,2,Viale dei Cavalieri di Vittorio Veneto,secondary,30,True,63.13,"LINESTRING (12.4516701 41.9197364, 12.4513748 41.9192129)",,,yes,,,,,
224244916,6989511328,0,184288158,2,Viale dei Cavalieri di Vittorio Veneto,secondary,30,True,4.56,"LINESTRING (12.4513479 41.9191751, 12.451315 41.9191422)",,,,,,,,
224244921,6989511349,0,184288158,2,Viale dei Cavalieri di Vittorio Veneto,secondary,30,True,3.038,"LINESTRING (12.4511951 41.9190719, 12.4511612 41.9190614)",,,,,,,,
