u,v,key,osmid,bridge,oneway,name,highway,length,geometry,lanes,maxspeed,access,width,junction,tunnel,ref
13877051,3456753071,0,13920356,,True,Santa Isabel,secondary,6.426,"LINESTRING (-70.6583649 -33.4525299, -70.6582973 -33.4525173)",3,,,,,,
13877051,13884915,0,189256411,,True,Manuel Rodríguez Sur,primary,10.653,"LINESTRING (-70.6583649 -33.4525299, -70.65839099999999 -33.4524366)",3,,,,,,
13877056,2613446625,0,441213439,,True,,motorway_link,61.714,"LINESTRING (-70.6564566 -33.4710977, -70.6563379 -33.4716438)",1,,,,,,
13877056,369960434,0,549786065,,True,Autopista Central,motorway,40.126,"LINESTRING (-70.6564566 -33.4710977, -70.65634660000001 -33.4714467)",3,80,,,,,5
13877058,4773507091,0,39874505,,True,Autopista Central,motorway,21.406,"LINESTRING (-70.6546464 -33.4743206, -70.6546123 -33.474511)",3,80,,,,,5
13877067,146351360,0,44061467,,True,Autopista Central,motorway,51.944,"LINESTRING (-70.654464 -33.474588, -70.65452569999999 -33.4741237)",3,80,,,,,5
13877068,330384317,0,44061467,,True,Autopista Central,motorway,57.65,"LINESTRING (-70.6546397 -33.4737042, -70.654865 -33.473221)",3,80,,,,,5
13877069,613339456,0,39874504,,True,Autopista Central,motorway,30.704,"LINESTRING (-70.6559781 -33.4715731, -70.65609480000001 -33.4713147)",3,80,,,,,5
13877453,1714886269,0,193600004,,True,Avenida Manuel Antonio Matta,primary,75.641,"LINESTRING (-70.63127350000001 -33.4558896, -70.63048430000001 -33.4557187)",3,60,,,,,
13877453,1070152558,0,448721017,,True,Santa Elena,tertiary,9.349,"LINESTRING (-70.63127350000001 -33.4558896, -70.63129410000001 -33.4558073)",2,,,,,,
13879275,2212112626,0,23402309,,True,Plaza Ercilla,primary,76.175,"LINESTRING (-70.6602706 -33.4579924, -70.6603092 -33.4573081)",,60,,,,,
13879278,4399357633,0,626756849,,True,Avenida Tupper,primary,8.512,"LINESTRING (-70.65737439999999 -33.4587195, -70.6573645 -33.4586434)",3,60,,,,,
13882157,6096912167,0,448721017,,True,Santa Elena,tertiary,116.226,"LINESTRING (-70.62789720000001 -33.4675354, -70.6282046 -33.4665221)",2,,,,,,
13882157,4457029547,0,448721021,,True,Ñuble,secondary,14.79,"LINESTRING (-70.62789720000001 -33.4675354, -70.62773780000001 -33.4675324)",2,,,,,,
13882200,663085322,0,360557905,,True,Guacolda,residential,81.272,"LINESTRING (-70.6723868 -33.4636727, -70.67153039999999 -33.4635185)",,,,,,,
13882200,265689836,0,449739791,,True,Bascuñán Guerrero,tertiary,124.581,"LINESTRING (-70.6723868 -33.4636727, -70.67264179999999 -33.4625727)",3,,,,,,
13882202,3921015598,0,8000752,,True,Avenida Almirante Blanco Encalada,primary,139.39,"LINESTRING (-70.6736162 -33.4585552, -70.67211639999999 -33.4584793)",3,,,,,,
13882202,150930592,0,742680092,,True,Bascuñán Guerrero,tertiary,17.843,"LINESTRING (-70.6736162 -33.4585552, -70.67365479999999 -33.458398)",3,,,,,,
13884905,2527923526,0,23401969,,True,Fábrica,residential,122.552,"LINESTRING (-70.6572328 -33.4700963, -70.6571653 -33.471197)",,,,,,,
13884905,253366602,0,646130590,,True,Avenida General Rondizzoni,primary,52.146,"LINESTRING (-70.6572328 -33.4700963, -70.6566708 -33.4700844)",2,,,,,,
13884914,369954484,0,32841147,,True,Manuel Rodríguez,primary,8.862,"LINESTRING (-70.65773009999999 -33.454556, -70.6577637 -33.4544814)",,60,,,,,
13884926,4393732601,0,121815663,,True,Avenida Libertador Bernardo O'Higgins,primary,56.814,"LINESTRING (-70.6353474 -33.4371531, -70.63592920000001 -33.4373123)",3,,,,,,
13884934,5597542087,0,41165750,,True,Merced,secondary,6.905,"LINESTRING (-70.63533289999999 -33.4368273, -70.63540519999999 -33.436842)",2,,,,,,
13884934,4393843183,0,207815701,,True,Avenida Vicuña Mackenna,primary,10.807,"LINESTRING (-70.63533289999999 -33.4368273, -70.6353569 -33.4367322)",6,,,,,,
13885183,5916965025,0,626756846,,True,Avenida Tupper,primary,15.408,"LINESTRING (-70.657579 -33.458756, -70.6576299 -33.4588879)",3,60,,,,,
13885186,13885187,0,442283836,,True,Avenida Viel,primary,363.978,"LINESTRING (-70.6574016 -33.4606922, -70.6570902 -33.4639552)",2,60,,,,,
13885187,2613446601,0,442283836,,True,Avenida Viel,primary,21.966,"LINESTRING (-70.6570902 -33.4639552, -70.6570316 -33.4641466)",2,60,,,,,
13885191,3034736535,0,626756846,,True,Avenida Tupper,primary,6.677,"LINESTRING (-70.6576594 -33.4583545, -70.6576168 -33.4584029)",3,60,,,,,
13885192,5300250129,0,339635488,,True,Tupper,tertiary,26.808,"LINESTRING (-70.66044530000001 -33.458396, -70.6601568 -33.4583822)",2,60,,,,,
14083360,4399291422,0,555319206,,True,Plaza Ercilla,primary,3.142,"LINESTRING (-70.6603678 -33.4582683, -70.660347 -33.4582906)",,60,,,,,
14083363,4399435405,0,608208129,,True,Plaza Ercilla,primary,4.54,"LINESTRING (-70.6602611 -33.4570728, -70.66025019999999 -33.457033)",,60,,,,,
14083369,4399386084,0,442511193,,True,Avenida Almirante Blanco Encalada,primary,30.342,"LINESTRING (-70.66053909999999 -33.4566674, -70.66086439999999 -33.4566957)",3,60,,,,,
14083372,1223293804,0,179550004,,True,Avenida Almirante Blanco Encalada,primary,4.064,"LINESTRING (-70.66091710000001 -33.4568976, -70.6608737 -33.4568926)",,60,,,,,
14095459,626082061,0,23200801,,True,Unión Americana,secondary,16.636,"LINESTRING (-70.674286 -33.4495288, -70.67423909999999 -33.4496732)",2,,,,,,
14095459,264248420,0,726515493,,True,Avenida Libertador Bernardo O'Higgins,primary,130.643,"LINESTRING (-70.674286 -33.4495288, -70.6756477 -33.449828)",4,,,,,,
14113105,4390198640,0,23321634,,True,,primary_link,21.258,"LINESTRING (-70.6444899 -33.4424673, -70.64426349999999 -33.442438)",,,,,,,
14113105,1639391745,0,121815695,,True,Avenida Libertador Bernardo O'Higgins,primary,29.289,"LINESTRING (-70.6444899 -33.4424673, -70.64419150000001 -33.4423814)",4,,,,,,
14113108,386131,0,121815695,,True,Avenida Libertador Bernardo O'Higgins,primary,36.225,"LINESTRING (-70.6426779 -33.4417503, -70.64236560000001 -33.4415548)",4,,,,,,
14139545,6097156629,0,14421611,,True,José Miguel Carrera,residential,53.699,"LINESTRING (-70.66290720000001 -33.4536572, -70.662978 -33.4531779)",2,,,,,,
14139545,141061181,0,331303477,,True,Toesca,secondary,132.073,"LINESTRING (-70.66290720000001 -33.4536572, -70.66152959999999 -33.4533577)",3,60,,,,,
14525600,5419412031,0,629534341,,True,Amunátegui,tertiary,69.839,"LINESTRING (-70.6560898 -33.4424456, -70.6562443 -33.4418309)",2,,,,,,
14525600,619984940,0,664052974,,True,Moneda,unclassified,52.055,"LINESTRING (-70.6560898 -33.4424456, -70.6566464 -33.4425043)",,,,,,,
14528319,386400,0,8000033,,True,Morandé,tertiary,43.931,"LINESTRING (-70.6529006 -33.4446127, -70.6529886 -33.4442245)",2,,yes,,,,
14528319,5927868356,0,223300795,,True,Avenida Libertador Bernardo O'Higgins,primary,42.559,"LINESTRING (-70.6529006 -33.4446127, -70.6524593 -33.4445083)",4,,,,,,
14528421,609286291,0,442936359,,True,Sazié,secondary,104.99,"LINESTRING (-70.6697673 -33.4515907, -70.67085710000001 -33.4518451)",2,,,,,,
14528421,4455373375,0,447744766,,True,Avenida España,residential,77.518,"LINESTRING (-70.6697673 -33.4515907, -70.6696077 -33.452275)",3,,,,,,
14528425,14528429,0,8000752,,True,Avenida Almirante Blanco Encalada,primary,171.322,"LINESTRING (-70.66830969999999 -33.4578392, -70.6665045 -33.4575142)",3,,,,,,
14528429,3301484075,0,596638046,,True,Avenida Almirante Blanco Encalada,primary,9.958,"LINESTRING (-70.6665045 -33.4575142, -70.6663994 -33.457496)",3,60,,,,,
14760679,386344,0,175111023,,True,Agustinas,secondary,54.07,"LINESTRING (-70.65971469999999 -33.441613, -70.6591324 -33.4415942)",3,,,,,,
14760679,6214699473,0,278765387,,True,Avenida Manuel Rodríguez Norte,primary,25.581,"LINESTRING (-70.65971469999999 -33.441613, -70.659655 -33.4413884)",3,,,,,,
14804998,330384329,0,39874505,,True,Autopista Central,motorway,74.816,"LINESTRING (-70.6553857 -33.4729816, -70.654996 -33.4735707)",3,80,,,,,5
14804999,560073574,0,39874505,,True,Autopista Central,motorway,31.884,"LINESTRING (-70.6545861 -33.4752357, -70.654636 -33.4755194)",3,80,,,,,5
14805013,4401747419,0,8000998,,True,Exposición,primary,16.595,"LINESTRING (-70.6778302 -33.4507047, -70.6778101 -33.450853)",2,,,,,,
14805013,250932441,0,555872711,,True,Avenida Libertador Bernardo O'Higgins,primary,31.511,"LINESTRING (-70.6778302 -33.4507047, -70.6775028 -33.4506293)",4,,,,,,
14805040,6097099577,0,23321898,,True,San Francisco,secondary,54.083,"LINESTRING (-70.64708950000001 -33.4454802, -70.6471001 -33.4459665)",2,,,,,,
14805040,252524626,0,649278312,,True,Alonso de Ovalle,primary,141.869,"LINESTRING (-70.64708950000001 -33.4454802, -70.6456014 -33.4451869)",2,,,,,,
14805063,102381375,0,121815661,,True,Enrique Mac Iver,secondary,133.126,"LINESTRING (-70.6462763 -33.4427577, -70.64648 -33.4415726)",2,,,,,,
14805063,4441209557,0,121815662,,True,Avenida Libertador Bernardo O'Higgins,primary,30.519,"LINESTRING (-70.6462763 -33.4427577, -70.6465939 -33.4428291)",2,,,,,,
14839551,265688323,0,646137970,,True,Avenida Libertador Bernardo O'Higgins,primary,26.173,"LINESTRING (-70.66823960000001 -33.4481353, -70.66797 -33.448066)",4,,,,,,
15092689,4399294078,0,626756852,,True,Avenida Tupper,primary,4.864,"LINESTRING (-70.65772010000001 -33.4601816, -70.65770000000001 -33.460222)",3,60,,,,,
15092693,265673128,0,215339437,,True,Santa Elena,tertiary,104.169,"LINESTRING (-70.63132090000001 -33.4557133, -70.631574 -33.4548006)",2,,,,,,
15092693,265665361,0,447077625,,True,Avenida Manuel Antonio Matta,primary,82.02,"LINESTRING (-70.63132090000001 -33.4557133, -70.632177 -33.4558975)",3,60,,,,,
15092695,4399989417,0,242669471,,True,Avenida Manuel Antonio Matta,primary,9.81,"LINESTRING (-70.649187 -33.459481, -70.6492796 -33.4595236)",3,60,,,,,
15092695,15754708,0,627916819,,True,San Diego,primary,89.509,"LINESTRING (-70.649187 -33.459481, -70.64931989999999 -33.4586837)",3,40,,,,,
15092719,3301484072,0,442511193,,True,Avenida Almirante Blanco Encalada,primary,85.817,"LINESTRING (-70.6640191 -33.4569642, -70.66493819999999 -33.4570516)",3,60,,,,,
15092719,609286216,0,446171069,,True,Almirante Latorre,secondary,79.284,"LINESTRING (-70.6640191 -33.4569642, -70.66410140000001 -33.4562545)",1,60,,,,,
15272984,6939842059,0,447719401,,True,Merced,tertiary,7.964,"LINESTRING (-70.6410753 -33.4371689, -70.6409941 -33.4371457)",2,,,,,,
15272987,16106554,0,679088077,,True,Ismael Valdés Vergara,residential,18.97,"LINESTRING (-70.64060120000001 -33.4366902, -70.6406006 -33.4368608)",2,,,,,,
15275306,2970880246,0,32839917,,True,Autopista Central,motorway,13.315,"LINESTRING (-70.6595269 -33.4397108, -70.65953089999999 -33.4395911)",3,80,,,,,5
15275314,7570208857,0,628446441,,True,Enrique Mac Iver,secondary,127.134,"LINESTRING (-70.6466515 -33.4404547, -70.64682999999999 -33.4393211)",2,,,,,,
15275314,2412473648,0,628446442,,True,Agustinas,secondary,53.525,"LINESTRING (-70.6466515 -33.4404547, -70.64607719999999 -33.4404095)",3,,,,,,
15275319,7570208858,0,628446441,,True,Enrique Mac Iver,secondary,9.27,"LINESTRING (-70.6468457 -33.4392171, -70.64685830000001 -33.4391344)",2,,,,,,
15542069,478371558,0,208499130,,True,Manuel Rodríguez Sur,primary,73.108,"LINESTRING (-70.6606977 -33.446534, -70.6606049 -33.4471869)",3,,,,,,
15542069,369950565,0,444936869,,True,Avenida Libertador Bernardo O'Higgins,primary,10.155,"LINESTRING (-70.6606977 -33.446534, -70.6605924 -33.4465091)",4,,,,,,
15542079,369952705,0,445519010,,True,Manuel Rodríguez Sur,primary,94.571,"LINESTRING (-70.65964940000001 -33.4504539, -70.65941599999999 -33.4512818)",2,,,,,,
15754708,663092793,0,23401453,,True,Aconcagua,residential,70.291,"LINESTRING (-70.64931989999999 -33.4586837, -70.6500776 -33.4586848)",,,,,,,
15754708,6240218397,0,627916819,,True,San Diego,primary,196.634,"LINESTRING (-70.64931989999999 -33.4586837, -70.6495951 -33.4569303)",3,40,,,,,
15754713,253366629,0,242669471,,True,Avenida Manuel Antonio Matta,primary,96.093,"LINESTRING (-70.6554603 -33.4602485, -70.6564857 -33.460371)",3,60,,,,,
15754713,253359447,0,442925220,,False,San Ignacio,tertiary,173.249,"LINESTRING (-70.6554603 -33.4602485, -70.6556047 -33.4586951)",2,,,,,,
15754713,157021341,0,448858064,,False,San Ignacio,tertiary,18.657,"LINESTRING (-70.6554603 -33.4602485, -70.6554421 -33.4604156)",2,60,,,,,
16106543,5375628069,0,121815663,,True,Avenida Libertador Bernardo O'Higgins,primary,5.798,"LINESTRING (-70.63523429999999 -33.4371106, -70.63529200000001 -33.4371306)",3,,,,,,
16106543,13884934,0,446595216,,True,Avenida Vicuña Mackenna,primary,32.803,"LINESTRING (-70.63523429999999 -33.4371106, -70.63533289999999 -33.4368273)",3,,,,,,
16106554,5262599211,0,679088058,,True,Monjitas,secondary,127.354,"LINESTRING (-70.6406006 -33.4368608, -70.64196130000001 -33.4367111)",2,,,,,,
16107322,6100770222,0,331303477,,True,Toesca,secondary,59.773,"LINESTRING (-70.66432709999999 -33.4539656, -70.6637022 -33.4538347)",3,60,,,,,
16107322,141061128,0,446171069,,True,Almirante Latorre,secondary,134.172,"LINESTRING (-70.66432709999999 -33.4539656, -70.6644297 -33.452762)",1,60,,,,,
83325520,315022426,0,11490168,,True,Huérfanos,unclassified,144.469,"LINESTRING (-70.6439354 -33.4389804, -70.64548859999999 -33.4390706)",,,,,,,
83325520,102397642,0,629313159,,True,Santa Lucía,primary,84.237,"LINESTRING (-70.6439354 -33.4389804, -70.644312 -33.4396697)",4,,,,,,
83325723,7570208837,0,450426788,,True,Santo Domingo,unclassified,12.775,"LINESTRING (-70.64998919999999 -33.4360434, -70.6501258 -33.4360577)",2,,,,,,
83325724,4439778485,0,450426788,,True,Santo Domingo,unclassified,41.241,"LINESTRING (-70.64872250000001 -33.4359267, -70.6491643 -33.4359671)",2,,,,,,
83325724,3946851700,0,629313157,,True,San Antonio,secondary,55.311,"LINESTRING (-70.64872250000001 -33.4359267, -70.64864590000001 -33.43642)",2,,,,,,
83325725,83325724,0,450426788,,True,Santo Domingo,unclassified,126.941,"LINESTRING (-70.6473627 -33.4358018, -70.64872250000001 -33.4359267)",2,,,,,,
83325725,386323,0,654043666,,True,Enrique Mac Iver,secondary,130.922,"LINESTRING (-70.6473627 -33.4358018, -70.6475197 -33.4346317)",2,,,,,,
83325726,6670563257,0,232928445,,True,Miraflores,unclassified,66.519,"LINESTRING (-70.6459207 -33.4356339, -70.6459837 -33.435038)",2,,,,,,
83325726,83325725,0,450426788,,True,Santo Domingo,unclassified,135.103,"LINESTRING (-70.6459207 -33.4356339, -70.6473627 -33.4358018)",2,,,,,,
102381375,15275314,0,121815661,,True,Enrique Mac Iver,secondary,125.319,"LINESTRING (-70.64648 -33.4415726, -70.6466515 -33.4404547)",2,,,,,,
102381375,4441209556,0,448533600,,True,Moneda,unclassified,31.102,"LINESTRING (-70.64648 -33.4415726, -70.6468129 -33.4416053)",,,,,,,
102381378,102381375,0,448533600,,True,Moneda,unclassified,125.675,"LINESTRING (-70.64513820000001 -33.4414185, -70.64648 -33.4415726)",,,,,,,
102381378,386259,0,628446440,,True,Miraflores,unclassified,120.152,"LINESTRING (-70.64513820000001 -33.4414185, -70.6452989 -33.4403463)",2,,,,,,
102385322,6100923815,0,11490169,,False,Máximo Humbser,unclassified,13.021,"LINESTRING (-70.6454246 -33.4395385, -70.6452843 -33.4395361)",,,,,,,
102385322,315022426,0,628446440,,True,Miraflores,unclassified,52.366,"LINESTRING (-70.6454246 -33.4395385, -70.64548859999999 -33.4390706)",2,,,,,,
102397642,6100847009,0,11490169,,False,Máximo Humbser,unclassified,80.232,"LINESTRING (-70.644312 -33.4396697, -70.6451629 -33.4395414)",,,,,,,
102397642,5873610985,0,629313159,,True,Santa Lucía,primary,65.474,"LINESTRING (-70.644312 -33.4396697, -70.64458689999999 -33.440212)",4,,,,,,
130019111,4390487092,0,41203238,,True,Victoria Subercaseaux,primary,7.972,"LINESTRING (-70.64221209999999 -33.4408263, -70.6422542 -33.4407638)",3,,,,,,
130019129,1841288591,0,518061195,,True,José Victorino Lastarria,residential,14.849,"LINESTRING (-70.6411379 -33.4390202, -70.6411342 -33.4388867)",2,30,,,,,
130019135,7608250559,0,13858436,,True,Rosal,residential,7.141,"LINESTRING (-70.6410558 -33.4378934, -70.64111219999999 -33.4378497)",2,,,,,,
130019145,3738224943,0,13858436,,True,Rosal,residential,88.591,"LINESTRING (-70.64179470000001 -33.4380946, -70.64266430000001 -33.4384235)",2,,,,,,
130019145,130019158,0,13858437,,False,Rosal,residential,48.537,"LINESTRING (-70.64179470000001 -33.4380946, -70.6416535 -33.4385149)",,,,,,,
130019158,130019145,0,13858437,,False,Rosal,residential,48.537,"LINESTRING (-70.6416535 -33.4385149, -70.64179470000001 -33.4380946)",,,,,,,
130019545,997735357,0,13858447,,False,Villavicencio,residential,83.587,"LINESTRING (-70.64108640000001 -33.4382161, -70.64018609999999 -33.4382416)",,,,,,,
130019545,130019135,0,518061195,,True,José Victorino Lastarria,residential,35.995,"LINESTRING (-70.64108640000001 -33.4382161, -70.6410558 -33.4378934)",2,30,,,,,
130019549,130019550,0,8000987,,False,Paulino Alfonso,residential,5.656,"LINESTRING (-70.6398149 -33.4374073, -70.63986749999999 -33.437433)",,,,,,,
130019549,4393741800,0,8000987,,False,Paulino Alfonso,residential,5.815,"LINESTRING (-70.6398149 -33.4374073, -70.63976220000001 -33.437379)",,,,,,,
130019550,997735309,0,8000987,,False,Paulino Alfonso,residential,7.641,"LINESTRING (-70.63986749999999 -33.437433, -70.63994270000001 -33.437461)",,,,,,,
130019550,130019549,0,8000987,,False,Paulino Alfonso,residential,5.656,"LINESTRING (-70.63986749999999 -33.437433, -70.6398149 -33.4374073)",,,,,,,
130071492,1070152544,0,449283226,,True,Avenida Santa Rosa,secondary,14.517,"LINESTRING (-70.64325049999999 -33.4584523, -70.64326610000001 -33.4583224)",3,50,,,,,
130071492,265666791,0,449283227,,True,Avenida Manuel Antonio Matta,primary,110.913,"LINESTRING (-70.64325049999999 -33.4584523, -70.6420928 -33.4582032)",3,60,,,,,
130071493,253359440,0,23401446,,True,Copiapó,tertiary,91.382,"LINESTRING (-70.64383789999999 -33.4544379, -70.6428744 -33.4542671)",2,,,,,,
130071493,149809080,0,449283359,,True,Avenida Santa Rosa,secondary,127.245,"LINESTRING (-70.64383789999999 -33.4544379, -70.64399299999999 -33.4533009)",2,50,,,,,
130117161,4453930835,0,32865023,,True,Lira,secondary,9.962,"LINESTRING (-70.63805840000001 -33.4521819, -70.6380916 -33.4520967)",2,,,,,,
130117161,373502887,0,448396053,,True,Avenida Diez de Julio Huamachuco,secondary,45.311,"LINESTRING (-70.63805840000001 -33.4521819, -70.6385327 -33.4522791)",3,,,,,,
130117162,265666651,0,32865023,,True,Lira,secondary,104.732,"LINESTRING (-70.63695439999999 -33.4569196, -70.63718280000001 -33.4559972)",2,,,,,,
130117162,265673169,0,242669472,,True,Avenida Manuel Antonio Matta,primary,70.733,"LINESTRING (-70.63695439999999 -33.4569196, -70.6376933 -33.4570765)",3,60,,,,,
130334553,223895418,0,121815630,,True,Avenida Vicuña Mackenna,primary,48.444,"LINESTRING (-70.63454659999999 -33.4395169, -70.6346849 -33.4390968)",3,,,,,,
130334585,1262182617,0,231355413,,True,Avenida Vicuña Mackenna,primary,11.604,"LINESTRING (-70.6299595 -33.4554304, -70.62993729999999 -33.4555331)",,60,,,,,
130334585,15092693,0,447077625,,True,Avenida Manuel Antonio Matta,primary,130.158,"LINESTRING (-70.6299595 -33.4554304, -70.63132090000001 -33.4557133)",3,60,,,,,
130334604,710722670,0,215936722,,True,Diagonal Paraguay,primary,10.677,"LINESTRING (-70.6339947 -33.4418732, -70.63388399999999 -33.441847)",4,,,,,,
130334604,616733420,0,215936724,,True,Avenida Vicuña Mackenna Poniente,primary,29.413,"LINESTRING (-70.6339947 -33.4418732, -70.6339227 -33.4421308)",3,50,,,,,
130334612,7005326650,0,595883552,,True,Doctor Ramón Corvalán,primary,10.874,"LINESTRING (-70.6357593 -33.4400233, -70.6356981 -33.4401067)",2,,,,,,
130334625,5678109596,0,146983135,,True,Doctor Ramón Corvalán,primary,18.484,"LINESTRING (-70.6365292 -33.4376534, -70.63644360000001 -33.4378035)",2,,,,,,
130334625,4393649858,0,170945231,,True,Avenida Libertador Bernardo O'Higgins,primary,18.858,"LINESTRING (-70.6365292 -33.4376534, -70.6363399 -33.4375917)",2,,,,,,
130334634,4393650016,0,8001098,,False,Carabineros de Chile,residential,12.748,"LINESTRING (-70.6361843 -33.4387607, -70.6363126 -33.4388017)",,,,,,,
130334634,4393650022,0,595883552,,True,Doctor Ramón Corvalán,primary,13.37,"LINESTRING (-70.6361843 -33.4387607, -70.6361806 -33.4388809)",2,,,,,,
130334676,7005397323,0,108834521,,True,Carabineros de Chile,residential,111.19,"LINESTRING (-70.63493990000001 -33.4383821, -70.6360665 -33.4387228)",,,,,,,
130334676,605184098,0,207815533,,True,Avenida Vicuña Mackenna,primary,54.63,"LINESTRING (-70.63493990000001 -33.4383821, -70.63508520000001 -33.437906)",3,,,,,,
130334716,1799818575,0,121815630,,True,Avenida Vicuña Mackenna,primary,13.202,"LINESTRING (-70.63484870000001 -33.4386216, -70.63484200000001 -33.438503)",3,,,,,,
130334716,130334676,0,207815533,,True,Avenida Vicuña Mackenna,primary,27.943,"LINESTRING (-70.63484870000001 -33.4386216, -70.63493990000001 -33.4383821)",3,,,,,,
130334771,997735305,0,8000987,,False,Paulino Alfonso,residential,26.097,"LINESTRING (-70.6396969 -33.4368895, -70.639689 -33.4371241)",,,,,,,
130334771,5375628051,0,557385129,,False,Merced,secondary,14.204,"LINESTRING (-70.6396969 -33.4368895, -70.6398499 -33.4368856)",5,,,,,,
130334771,5642850209,0,557385129,,False,Merced,secondary,25.392,"LINESTRING (-70.6396969 -33.4368895, -70.6394234 -33.4368821)",5,,,,,,
130334876,436064315,0,7981159,,True,Irene Morales,secondary,14.756,"LINESTRING (-70.6367774 -33.4370127, -70.63674109999999 -33.4371419)",3,,,,,,
130334912,6700501106,0,629942301,,True,Merced,tertiary,58.334,"LINESTRING (-70.644221 -33.4378241, -70.6435955 -33.4377715)",1,,,,,,
136444793,141061147,0,197934865,,True,Avenida Libertador Bernardo O'Higgins,primary,91.853,"LINESTRING (-70.6625081 -33.4469359, -70.6615487 -33.4467321)",4,,,,,,
136444793,626082070,0,448564070,,True,Vergara,residential,44.124,"LINESTRING (-70.6625081 -33.4469359, -70.6626061 -33.4465476)",2,,,,,,
141061147,6100960888,0,445511087,,True,Ejército Libertador,residential,17.855,"LINESTRING (-70.6615487 -33.4467321, -70.6614903 -33.4468851)",2,,,,,,
141061147,4452607410,0,445511088,,True,Avenida Libertador Bernardo O'Higgins,primary,8.671,"LINESTRING (-70.6615487 -33.4467321, -70.66145880000001 -33.4467108)",4,,,,,,
141061181,5683395361,0,331303477,,True,Toesca,secondary,24.272,"LINESTRING (-70.66152959999999 -33.4533577, -70.6612739 -33.4533115)",3,60,,,,,
141061181,6100770235,0,448560504,,True,Vergara,residential,66.19,"LINESTRING (-70.66152959999999 -33.4533577, -70.6616064 -33.4527659)",2,,,,,,
141061197,663095030,0,442511193,,True,Avenida Almirante Blanco Encalada,primary,97.291,"LINESTRING (-70.660977 -33.4567053, -70.66202 -33.4567966)",3,60,,,,,
141061197,5727070944,0,448573382,,True,Vergara,residential,7.12,"LINESTRING (-70.660977 -33.4567053, -70.6609859 -33.4566417)",2,60,,,,,
141061240,4399457854,0,445545294,,True,Manuel Rodríguez Sur,primary,27.124,"LINESTRING (-70.6586478 -33.4540084, -70.65858009999999 -33.4542457)",3,60,,,,,
141061240,5853714525,0,795027665,,False,Claudio Gay,residential,61.826,"LINESTRING (-70.6586478 -33.4540084, -70.6592952 -33.4541403)",2,60,,,,,
141061251,141061325,0,619441096,,True,Ejército Libertador,residential,127.866,"LINESTRING (-70.66007070000001 -33.4542935, -70.6598516 -33.4554288)",2,,,,,,
141061251,141061257,0,641964326,,True,Claudio Gay,residential,115.559,"LINESTRING (-70.66007070000001 -33.4542935, -70.6612808 -33.4545399)",2,60,,,,,
141061251,5853714525,0,795027665,,False,Claudio Gay,residential,73.935,"LINESTRING (-70.66007070000001 -33.4542935, -70.6592952 -33.4541403)",2,60,,,,,
141061257,5750950032,0,448573382,,True,Vergara,residential,10.041,"LINESTRING (-70.6612808 -33.4545399, -70.6612933 -33.4544502)",2,60,,,,,
141061257,6045033500,0,641964326,,True,Claudio Gay,residential,140.757,"LINESTRING (-70.6612808 -33.4545399, -70.6627577 -33.4548298)",2,60,,,,,
141061274,609286600,0,446171069,,True,Almirante Latorre,secondary,65.36,"LINESTRING (-70.6642032 -33.4551178, -70.664264 -33.4545322)",1,60,,,,,
141061274,6044687500,0,641964326,,True,Claudio Gay,residential,75.407,"LINESTRING (-70.6642032 -33.4551178, -70.6649938 -33.4552753)",2,60,,,,,
141061302,250932052,0,179550212,,True,Claudio Gay,residential,334.846,"LINESTRING (-70.668733 -33.4560248, -70.67224520000001 -33.4567189)",2,60,,,,,
141061302,370168926,0,447744766,,True,Avenida España,residential,116.317,"LINESTRING (-70.668733 -33.4560248, -70.6684935 -33.4570516)",3,,,,,,
141061307,141061731,0,32840493,,True,Manuel Rodríguez,residential,151.056,"LINESTRING (-70.6582009 -33.455107, -70.6578231 -33.4564284)",1,60,,,,,
141061325,141061307,0,306409389,,True,Domeyko,residential,157.264,"LINESTRING (-70.6598516 -33.4554288, -70.6582009 -33.455107)",1,60,,,,,
141061325,4399386073,0,619441096,,True,Ejército Libertador,residential,123.205,"LINESTRING (-70.6598516 -33.4554288, -70.6596744 -33.4565269)",2,,,,,,
141061339,141061325,0,306409389,,True,Domeyko,residential,120.953,"LINESTRING (-70.6611214 -33.4556755, -70.6598516 -33.4554288)",1,60,,,,,
141061339,5644249345,0,448573382,,True,Vergara,residential,108.876,"LINESTRING (-70.6611214 -33.4556755, -70.6612579 -33.454703)",2,60,,,,,
141061393,136444793,0,445511084,,True,Avenida Libertador Bernardo O'Higgins,primary,123.456,"LINESTRING (-70.6637976 -33.4472098, -70.6625081 -33.4469359)",4,,,,,,
141061408,13877039,0,331303475,,True,Sazié,secondary,102.502,"LINESTRING (-70.66339739999999 -33.4500339, -70.66446999999999 -33.4502549)",2,60,,,,,
141061408,1899268043,0,447749549,,True,José Miguel Carrera,residential,225.745,"LINESTRING (-70.66339739999999 -33.4500339, -70.6635854 -33.4480098)",3,,,,,,
141061439,609286224,0,14421611,,True,José Miguel Carrera,residential,98.5,"LINESTRING (-70.6624899 -33.4568377, -70.6626073 -33.4559573)",2,,,,,,
141061439,15092719,0,442511193,,True,Avenida Almirante Blanco Encalada,primary,142.56,"LINESTRING (-70.6624899 -33.4568377, -70.6640191 -33.4569642)",3,60,,,,,
141061460,141061686,0,14421613,,True,Abdón Cifuentes,residential,198.298,"LINESTRING (-70.66594790000001 -33.4476416, -70.66571159999999 -33.449414)",2,,,,,,
