u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,junction,width,bridge,access,tunnel,ref,service,area
32176135,417304513,0,29878919,Route Dauphine,cycleway,,True,61.938,"LINESTRING (2.4410113 48.8259771, 2.4408117 48.8265184)",,,,,,,,,
32176138,1774584903,0,29878919,Route Dauphine,cycleway,,True,344.696,"LINESTRING (2.4403141 48.8278681, 2.4392426 48.8308867)",,,,,,,,,
32176140,32176144,0,29878919,Route Dauphine,cycleway,,True,212.265,"LINESTRING (2.4386277 48.8326213, 2.4379067 48.8344703)",,,,,,,,,
32176144,1968450068,0,35607258,Route Royale de Beauté,cycleway,,True,10.02,"LINESTRING (2.4379067 48.8344703, 2.4378746 48.8345579)",,,,,,,,,
34818779,5649161962,0,591762894,,cycleway,,False,20.18,"LINESTRING (2.2595582 48.848125, 2.259527 48.8482035, 2.2595496 48.8482329, 2.259554 48.8482578, 2.2595063 48.8482862)",,,,,,,,,
34818783,5536693293,0,577580915,Allée des Fortifications,cycleway,,True,22.211000000000002,"LINESTRING (2.2578728 48.8485257, 2.2579462 48.8486121, 2.2579583 48.8486382, 2.2579585 48.8486673, 2.2579546 48.8487116)",,,,,,,,,
34909185,7839918176,0,840173087,Rue de Vaugirard,cycleway,,False,462.14000000000004,"LINESTRING (2.3123884 48.8428604, 2.3123217 48.8428715, 2.3118704 48.8427243, 2.3110453 48.8424799, 2.3105499 48.8423274, 2.3101013 48.842193, 2.3096059 48.8420381, 2.3091241 48.8418902, 2.308474 48.8416868, 2.3079096 48.8415097, 2.3071711 48.841299, 2.3066501 48.8411505)",,,,,,,,,
34909185,5708499452,0,"[542935688, 621494042, 83126750]",Boulevard Pasteur,secondary,50,True,322.062,"LINESTRING (2.3123884 48.8428604, 2.3124518 48.8427771, 2.3126664 48.8425083, 2.3129266 48.8421801, 2.3129594 48.8421387, 2.3130042 48.8420802, 2.3130826 48.8419837, 2.3131332 48.84192, 2.3133571 48.8416384, 2.3135276 48.841469, 2.3135728 48.8414241, 2.3136564 48.8413488, 2.3137849 48.8412283, 2.3139151 48.8411079, 2.3145172 48.8405551, 2.3145437 48.8405307, 2.3145739 48.840504, 2.3146928 48.8404011)",,,,,,,,,
34909843,6490857707,0,52511409,Boulevard du Général Martial Valin,cycleway,,True,210.45100000000002,"LINESTRING (2.2715241 48.8378347, 2.2716314 48.837773, 2.2719673 48.8376529, 2.2724593 48.8374782, 2.2729625 48.8373122, 2.2732829 48.8372132, 2.2736283 48.8371065, 2.274037 48.8369764, 2.2740724 48.8369651)",,,,,,,,,
36470367,5551438291,0,579722479,Rue du Cotentin,cycleway,,True,31.009,"LINESTRING (2.3145718 48.8386563, 2.3145884 48.8386285, 2.3146435 48.8386014, 2.3149501 48.8386294)",,,,,,,,,
36472069,5905841574,0,625511734,Rue Roger,cycleway,,False,3.811,"LINESTRING (2.327225 48.8361558, 2.3272472 48.8361868)",,,,,,,,,
36472070,5905841573,0,625511733,,cycleway,,False,3.697,"LINESTRING (2.3266162 48.8363607, 2.3266417 48.8363894)",,,,,,,,,
36472071,5905841572,0,625511732,,cycleway,,False,3.602,"LINESTRING (2.3258462 48.8366188, 2.3258696 48.8366473)",,,,,,,,,
36472072,5905841571,0,625511731,,cycleway,,False,3.941,"LINESTRING (2.324019 48.8372285, 2.3240564 48.837254)",,,,,,,,,
36472843,5905841577,0,630589557,,cycleway,,False,8.747,"LINESTRING (2.3299977 48.835165, 2.3301171 48.8351617)",,,,,,,,,
36483364,6007271882,0,690212293,Rue Charles Lecocq,cycleway,,False,3.373,"LINESTRING (2.2951703 48.8402767, 2.2951904 48.8402494)",,,,,,,,,
54775311,655293831,0,725117771,Boulevard Barbès,cycleway,,True,122.49000000000001,"LINESTRING (2.3496042 48.8915753, 2.3494944 48.8914727, 2.3494848 48.8904966)",,,,,,,,,
54775311,60766874,0,"[25474248, 517784076, 197513494, 197510651, 197510652]",Boulevard Ornano,primary,50,False,756.2129999999999,"LINESTRING (2.3496042 48.8915753, 2.349577 48.8916826, 2.3494998 48.8917994, 2.3492677 48.8920697, 2.3491197 48.8922526, 2.3490288 48.8923679, 2.3488069 48.8926205, 2.3486759 48.8927718, 2.3482627 48.8932791, 2.3480804 48.8934898, 2.3479382 48.893652, 2.3477594 48.8938651, 2.3474292 48.8942588, 2.3473625 48.894346, 2.3471463 48.8946283, 2.347032 48.894766, 2.3469383 48.8948789, 2.3465707 48.8953257, 2.3464797 48.8954397, 2.3463597 48.8955821, 2.3463293 48.8956182, 2.3459939 48.8960248, 2.3459457 48.8960784, 2.3456627 48.8964152, 2.3450202 48.8971559, 2.3448325 48.8973872, 2.3446898 48.8975513)",,,,,,,,,
60913462,654572259,0,"[51316684, 606749581]",Rue Jean-Pierre Timbaud,cycleway,30,True,87.28099999999999,"LINESTRING (2.3785633 48.8679934, 2.3786586 48.8679991, 2.3789192 48.8680843, 2.3792622 48.8681985, 2.3795813 48.8683803)",,,,,,,,,
60913510,654572259,0,51316687,,cycleway,30,False,3.497,"LINESTRING (2.3795529 48.8684056, 2.3795813 48.8683803)",,,,,,,,,
88201209,1777319566,0,166273072,Boulevard Lefebvre,cycleway,,True,8.013,"LINESTRING (2.3052254 48.8278042, 2.3052328 48.8278761)",,,,,,,,,
94109380,6398004877,0,683072558,Rue Chaudron,cycleway,,False,3.679,"LINESTRING (2.3642975 48.8837865, 2.364256 48.8838052)",,,,,,,,,
94111397,6352693558,0,678453336,,cycleway,,False,4.947,"LINESTRING (2.3630516 48.8818232, 2.3629989 48.8818511)",,,,,,,,,
94111828,7006806851,0,749271899,Rue Louis Blanc,cycleway,,True,52.765,"LINESTRING (2.3622011 48.8827142, 2.362206 48.8827513, 2.3617609 48.8829908, 2.3616718 48.8829984)",,,,yes,,,,,
94111829,7006806844,0,"[752743442, 749271898]",Rue Louis Blanc,cycleway,,True,127.227,"LINESTRING (2.3618291 48.8829144, 2.361846 48.8828598, 2.3621814 48.88269, 2.3622483 48.882653, 2.3630732 48.8822113, 2.3631201 48.8821681)",,,,yes,,,,,
94113740,5495986271,0,"[228993011, 357222780, 571987163, 571987159]",Avenue Jean Jaurès,cycleway,,True,812.654,"LINESTRING (2.3714466 48.883094, 2.3715945 48.883079, 2.3721118 48.8832125, 2.3721574 48.8832511, 2.373108 48.8834984, 2.3731874 48.8834908, 2.3733353 48.8835347, 2.3734244 48.8835567, 2.3734714 48.8835694, 2.3758751 48.8842206, 2.3759379 48.8842376, 2.3759918 48.8842522, 2.3770739 48.8845458, 2.3771457 48.8845655, 2.3771944 48.8845787, 2.3791657 48.8850559, 2.3793045 48.8850849, 2.3793436 48.8851235, 2.3793631 48.885175, 2.3790932 48.8851754, 2.3787392 48.8850831, 2.3786844 48.8850714, 2.3776285 48.8847902, 2.3770215 48.8846346)",,,,,,,,,
94118486,6397971939,0,511768077,Boulevard Sérurier,cycleway,,True,200.223,"LINESTRING (2.3943304 48.8865172, 2.3943918 48.8866077, 2.3943871 48.8866959, 2.3943842 48.8867793, 2.3945384 48.8869593, 2.3948373 48.8872949, 2.3952252 48.8877419, 2.3954722 48.8880157, 2.3955201 48.8880933, 2.3955349 48.888108)",,,,,,,,,
94120406,3647346783,0,665450614,Boulevard Sérurier,cycleway,,True,183.182,"LINESTRING (2.3966895 48.8813283, 2.3966602 48.8812502, 2.3967853 48.8811413, 2.3970746 48.880963, 2.3971271 48.8809305, 2.3973685 48.8807858, 2.3974999 48.8807012, 2.3983662 48.8802549, 2.3984616 48.8802591)",,,,,,,,,
94126798,94193348,0,35630040,Rue Édouard Pailleron,cycleway,,False,418.854,"LINESTRING (2.3809187 48.8815729, 2.3807228 48.8815423, 2.3778806 48.8810596, 2.3772003 48.880782, 2.3765369 48.8805265, 2.3758176 48.8802446, 2.3757002 48.8801511)",,,,,,,,,
94134793,268673031,0,39481621,,cycleway,,False,9.699,"LINESTRING (2.4102403 48.8733666, 2.4103604 48.8733296)",,,,,,,,,
94159491,1351239124,0,120519178,,cycleway,,False,5.672,"LINESTRING (2.3455815 48.8763077, 2.3455503 48.8763544)",,,,,,,,,
94160057,1351239125,0,120519179,,cycleway,,False,5.231,"LINESTRING (2.3445179 48.8760313, 2.3444903 48.8760747)",,,,,,,,,
94161174,7653304753,0,"[25897088, 747320102]",Rue de Provence,cycleway,,False,42.855000000000004,"LINESTRING (2.3380849 48.8741531, 2.3376516 48.874164, 2.3376065 48.8742096, 2.337559 48.8742431)",,,,,,,,,
94168454,6399476459,0,683238071,,cycleway,,False,12.794,"LINESTRING (2.3561613 48.8765952, 2.3560874 48.8765708, 2.3560434 48.8765562, 2.356005 48.8765435)",,,,,,,,,
94173335,7679407163,0,822452767,,cycleway,,False,4.942,"LINESTRING (2.3397888 48.8747843, 2.339765 48.8748259)",,,,,,,,,
94182914,6932803069,0,286479206,Rue Philippe de Girard,cycleway,,True,14.578000000000001,"LINESTRING (2.3615417 48.8841431, 2.3615777 48.8841436, 2.3615749 48.8842119, 2.3615737 48.8842399, 2.3615699 48.8842507)",,,,,,,,,
94184179,1484630050,0,"[742614919, 683304588, 700280085, 757932024, 757932025]","['Rue Ordener', 'Rue Riquet']",cycleway,,False,374.79299999999995,"LINESTRING (2.3601966 48.8901818, 2.3601735 48.8901439, 2.3601394 48.8901311, 2.3600316 48.8901262, 2.3599178 48.8901669, 2.3597696 48.8902173, 2.3596855 48.890225, 2.3584812 48.8902506, 2.3583051 48.8902505, 2.3581918 48.89025, 2.357883 48.8902514, 2.3563173 48.8903039, 2.3561514 48.8903123, 2.3559988 48.8903194, 2.3558308 48.8903213, 2.3557856 48.8903249, 2.3552283 48.8903687, 2.3551589 48.8903604)",2,,,yes,,,,,
94185776,883295063,0,"[37189043, 43092204]","['Rue Riquet', 'Rue de Tanger']",cycleway,,True,576.421,"LINESTRING (2.3681053 48.8896841, 2.368191 48.8896253, 2.369161 48.8895042, 2.369252 48.889492, 2.3698101 48.8894169, 2.3709344 48.8892513, 2.3709835 48.8892609, 2.3710774 48.889248, 2.3711803 48.889247, 2.3713185 48.8892514, 2.3711516 48.8891511, 2.3707507 48.8885027, 2.3707636 48.8884729, 2.370625 48.8882452, 2.3703242 48.8877603, 2.3702882 48.8877022, 2.3701323 48.8874363, 2.3693612 48.8867257, 2.3693193 48.8866819, 2.3692888 48.8866754, 2.3693024 48.8866134)",,,,,,,,,
94189165,2258450461,0,216508856,,cycleway,,False,3.376,"LINESTRING (2.3718384 48.8853232, 2.3718758 48.8853054)",,,,,,,,,
94189169,2258450464,0,216508857,,cycleway,,False,3.482,"LINESTRING (2.3772367 48.8879985, 2.3772673 48.8879745)",,,,,,,,,
94191164,26551740,0,37190916,Avenue de Laumière,cycleway,,True,277.935,"LINESTRING (2.3817129 48.8825305, 2.3817003 48.8826758, 2.3812738 48.8831368, 2.3811585 48.8832614, 2.3799676 48.8845737, 2.3798078 48.8846667)",,,,,,,,,
94193348,94126798,0,35630040,Rue Édouard Pailleron,cycleway,,False,418.854,"LINESTRING (2.3757002 48.8801511, 2.3758176 48.8802446, 2.3765369 48.8805265, 2.3772003 48.880782, 2.3778806 48.8810596, 2.3807228 48.8815423, 2.3809187 48.8815729)",,,,,,,,,
94196984,5677833168,0,595838404,Rue Rébeval,cycleway,30,True,117.632,"LINESTRING (2.3811094 48.8746813, 2.3809644 48.874709, 2.3806265 48.8747588, 2.3805739 48.8747658, 2.3805145 48.87477, 2.3797569 48.8748016, 2.3796159 48.8748021, 2.3795184 48.8747986)",,,,,,,,,
94197384,5677833168,0,10816878,Rue Rampal,cycleway,30,False,5.473,"LINESTRING (2.3795742 48.8747658, 2.3795184 48.8747986)",,,,,,,,,
94262351,264987828,0,819117272,Rue de Sèvres,cycleway,,False,387.52599999999995,"LINESTRING (2.3117972 48.845342, 2.3119388 48.8454224, 2.3133979 48.8458721, 2.3134942 48.8459187, 2.313846 48.8460143, 2.3142196 48.8461209, 2.3153445 48.8464741, 2.3163944 48.846801, 2.3165444 48.8468693)",,,,,,,,,
94262351,202771066,0,84686445,Rue de Sèvres,secondary,50,True,24.851,"LINESTRING (2.3117972 48.845342, 2.3116085 48.8453286, 2.3115684 48.8453179, 2.3114708 48.8452898)",2,,,,,,,,
94268321,6431721946,0,694769034,Rue du Docteur Finlay,cycleway,,False,4.728,"LINESTRING (2.2865617 48.8528906, 2.286505 48.852911)",,,,,,,,,
96141927,5677833160,0,661605394,,cycleway,30,False,5.79,"LINESTRING (2.3773896 48.8742039, 2.3773589 48.8742519)",,,,,,,,,
100288010,1836650598,0,721762819,Rue de la Poterne des Peupliers,cycleway,,True,72.86800000000001,"LINESTRING (2.3525683 48.820812, 2.3525199 48.8207215, 2.3525153 48.820676, 2.3527184 48.8203153, 2.3527506 48.8202641, 2.3528455 48.8202251)",,,,,,,,,
108270264,7840906817,0,840286524,Rue Gallieni,cycleway,,False,6.484,"LINESTRING (2.2524299 48.8381616, 2.2525164 48.8381742)",,,,,,,,,
110567078,6776739668,0,722462183,Rue Jean Daudin,cycleway,,False,4.385,"LINESTRING (2.3081976 48.8442425, 2.308224 48.8442071)",,,,,,,,,
110571443,6776739669,0,722462184,Rue François Bonvin,cycleway,,False,4.112,"LINESTRING (2.3065428 48.8437592, 2.3065666 48.8437257)",,,,,,,,,
112017916,6776739660,0,722462182,Villa Poirier,cycleway,,False,4.708,"LINESTRING (2.3046007 48.8431921, 2.304625 48.8431529)",,,,,,,,,
113494619,7839920385,0,840173085,,cycleway,,False,4.453,"LINESTRING (2.3000665 48.8391291, 2.3000217 48.8391562)",,,,,,,,,
116109852,7839918177,0,840173084,,cycleway,,False,4.576,"LINESTRING (2.3049699 48.840624, 2.3049416 48.8406607)",,,,,,,,,
116110299,7839920401,0,840173083,,cycleway,,False,3.636,"LINESTRING (2.3058827 48.8408972, 2.3058589 48.8409259)",,,,,,,,,
116111865,7839918176,0,840173082,,cycleway,,False,3.479,"LINESTRING (2.3066683 48.8411216, 2.3066501 48.8411505)",,,,,,,,,
116120352,6249946819,0,742810955,Rue Leblanc,cycleway,,True,44.516,"LINESTRING (2.2805733 48.8363903, 2.2806059 48.8363307, 2.2809735 48.8362471, 2.2810847 48.8362124)",,,,,,,,,
116122967,6477578212,0,690434063,,cycleway,,False,2.61,"LINESTRING (2.2876752 48.8381365, 2.2876868 48.8381143)",,,,,,,,,
116146083,6477578210,0,690434061,,cycleway,,False,2.111,"LINESTRING (2.2889877 48.8384754, 2.2889999 48.8384582)",,,,,,,,,
116147457,7839918161,0,840173081,Rue Lacretelle,cycleway,,False,6.048,"LINESTRING (2.2904974 48.8340772, 2.2904348 48.8341127)",,,,,,,,,
122628005,6282803707,0,"[224868784, 224868787]","['Boulevard de la Chapelle', 'Boulevard de la Villette']",cycleway,,True,155.974,"LINESTRING (2.3668555 48.8843361, 2.3667927 48.8843802, 2.3650609 48.8844932, 2.3650195 48.884496, 2.3648168 48.8845099, 2.3647614 48.8845125)",,,,,,,,,
122628005,7006834851,0,606425900,,cycleway,,True,35.754999999999995,"LINESTRING (2.3668555 48.8843361, 2.3668021 48.8842948, 2.3667855 48.8841924, 2.3668218 48.8841371, 2.3669416 48.884069)",,,,,,,,,
123255453,6368984230,0,680211089,,cycleway,,False,6.754,"LINESTRING (2.3613693 48.8774323, 2.3612844 48.8774562)",,,,,,,,,
123526863,707940855,0,682936834,Boulevard de Picpus,cycleway,,True,380.668,"LINESTRING (2.4023276 48.8451549, 2.4022839 48.8452538, 2.3995237 48.847119, 2.3991936 48.8473447, 2.3991503 48.8474077, 2.3991311 48.8474509, 2.3991627 48.8476324, 2.3991413 48.8476446, 2.3991484 48.8476869, 2.3991029 48.8477213)",,,,,,,,,
123532939,1835293744,0,"[152338320, 739119858, 739119859, 152338322, 152338326, 152338328, 152338329]",Boulevard de Bercy,cycleway,,True,668.902,"LINESTRING (2.3792248 48.8402583, 2.3793245 48.8402569, 2.3795224 48.8403413, 2.3796121 48.8403543, 2.3797039 48.8403522, 2.3801021 48.8402803, 2.3805416 48.8402043, 2.3820911 48.8399373, 2.3821288 48.8399271, 2.3822747 48.8398871, 2.3823199 48.8398748, 2.38241 48.8398513, 2.3825461 48.8398133, 2.3832297 48.8396856, 2.384281 48.8395086, 2.3855456 48.8392951, 2.3871667 48.8390163, 2.3880155 48.8388579)",,,,,,yes,,,
125393728,164348046,0,663536541,Avenue de la Porte de Châtillon,cycleway,,True,53.51,"LINESTRING (2.3147048 48.8226503, 2.3145243 48.8226409, 2.3141825 48.8224595, 2.314187 48.8223866)",,,,yes,,,,,
134607235,7786436938,0,37190351,,cycleway,,False,5.9,"LINESTRING (2.2712243 48.8402545, 2.2712163 48.8403073)",,,,,,,,,
139248385,7839918178,0,840173086,,cycleway,,False,3.953,"LINESTRING (2.2974005 48.8377508, 2.2973635 48.8377767)",,,,,,,,,
139257828,5551438291,0,579722477,,cycleway,,True,47.038000000000004,"LINESTRING (2.3145114 48.8383249, 2.3146153 48.8383676, 2.3146965 48.8384383, 2.3149361 48.8386173, 2.3149501 48.8386294)",,,,,,,,,
139266047,7840906819,0,840286525,Rue du Chemin Vert,cycleway,,False,4.93,"LINESTRING (2.2531234 48.8373554, 2.2531818 48.8373775)",,,,,,,,,
139270002,7840906822,0,840286527,Avenue Ferdinand Buisson,cycleway,,False,18.466,"LINESTRING (2.2551291 48.8349813, 2.2551101 48.8351469)",,,,,,,,,
139270183,7840906820,0,840286526,Rue Marcel Dassault,cycleway,,False,6.842,"LINESTRING (2.2542974 48.8359601, 2.2543778 48.8359915)",,,,,,,,,
140107707,6575397620,0,700203173,Quai André Citroën,cycleway,,False,6.415,"LINESTRING (2.2788464 48.8474061, 2.2787767 48.8474411)",,,,,,,,,
141571829,2477310482,0,700203174,,cycleway,,True,44.16,"LINESTRING (2.2782478 48.8461595, 2.2781655 48.8461732, 2.2780807 48.846176, 2.2780004 48.8461723, 2.2776481 48.8461558)",,,,,,,,,
141603796,5736700953,0,605250745,Rue du Général Séré de Rivières,cycleway,,False,4.938,"LINESTRING (2.3117329 48.8254665, 2.3117812 48.8254355)",,,,,,,,,
151353976,6665117713,0,740818881,Boulevard Richard-Lenoir,cycleway,,True,14.668,"LINESTRING (2.3695697 48.8534627, 2.3695155 48.8535897)",,,,,,,,,
151357908,151357502,0,48801173,,cycleway,,True,35.431,"LINESTRING (2.3703509 48.8658892, 2.3704324 48.8658641, 2.3705117 48.8658727, 2.3707122 48.8659261, 2.3707264 48.8659897)",,,,,,,,,
151358219,4028707800,0,47354826,Rue de Crussol,cycleway,,False,6.369,"LINESTRING (2.3701149 48.8647166, 2.3701962 48.8647371)",,,,,,,,,
151361175,5749702240,0,606430531,Rue Saint-Ambroise,cycleway,,True,6.601,"LINESTRING (2.3747721 48.8609866, 2.3747024 48.8609489)",,,,,,,,,
152739326,6327399722,0,791140081,,cycleway,,False,7.144,"LINESTRING (2.370479 48.8568158, 2.3705287 48.8567605)",,,,,,,,,
153492915,5971534051,0,"[169045459, 632440460, 632440463]",Quai de Jemmapes,cycleway,,True,565.0260000000001,"LINESTRING (2.3653832 48.8716924, 2.3653188 48.8718136, 2.3653028 48.8718743, 2.3644979 48.8729085, 2.3642284 48.8732548, 2.3636963 48.8739422, 2.3636891 48.8739524, 2.3636312 48.8740344, 2.3635988 48.8740799, 2.3635529 48.8742174, 2.3635364 48.8743368, 2.3635156 48.8743593, 2.363517 48.8744391, 2.3635411 48.8745586, 2.3635914 48.8746817, 2.3636974 48.8748453, 2.3637309 48.874855, 2.3639937 48.8751505, 2.3643 48.8755166, 2.3646742 48.875951, 2.3648889 48.8761966, 2.3648819 48.8762542)",,,,,,,,,
153501216,6550225144,0,729400668,,cycleway,,False,9.305,"LINESTRING (2.3698901 48.8514362, 2.3698195 48.8513666)",,,,,,,,,
153515015,6148480560,0,660694339,,cycleway,,False,6.457,"LINESTRING (2.3833433 48.8558802, 2.3834036 48.8559226)",,,,,,,,,
159666147,6954105209,0,742859254,,cycleway,,False,11.003,"LINESTRING (2.4023073 48.841089, 2.4023005 48.8410364, 2.4023024 48.841006, 2.4023086 48.8409908)",,,,,,,,,
159671404,6954105217,0,742859253,,cycleway,,False,9.442,"LINESTRING (2.4023447 48.8408382, 2.4023343 48.8409003, 2.4023269 48.8409222)",,,,,,,,,
159676393,6828182417,0,728815841,Rue de Tahiti,cycleway,,False,2.555,"LINESTRING (2.4004133 48.8405003, 2.4004482 48.8405007)",,,,,,,,,
166297605,5904187192,0,"[625299985, 625299981]",Avenue de la Porte d'Italie,cycleway,,True,73.246,"LINESTRING (2.3601652 48.8165991, 2.360067 48.8164727, 2.3600066 48.816448, 2.3599189 48.8164316, 2.3599263 48.8163909, 2.3599406 48.8163444, 2.3600364 48.8160292)",,,,yes,,,,,
166334075,24912958,0,16290794,,cycleway,30,False,20.355,"LINESTRING (2.3341749 48.8299058, 2.334114 48.8298715, 2.3340379 48.8298286, 2.3339636 48.8297868)",,,,,,,,,
174996906,123455097,0,"[48964115, 52719989]","['Quai de Jemmapes', 'Boulevard de la Villette']",cycleway,,True,616.153,"LINESTRING (2.3680526 48.8795072, 2.3681807 48.8795567, 2.3697801 48.8814074, 2.3698359 48.8814307, 2.3699079 48.881439, 2.3700578 48.8814944, 2.3700059 48.8814043, 2.3700105 48.880291, 2.3700322 48.8786089, 2.370039 48.8783906)",,,,,,,,,
175016228,4603914575,0,228253041,Boulevard de Magenta,cycleway,,False,13.065999999999999,"LINESTRING (2.3629955 48.8684669, 2.3628741 48.8685156, 2.3628545 48.8685358)",,,,,,,,,
175019359,6781539309,0,722993463,,cycleway,,False,10.515,"LINESTRING (2.3522815 48.8697507, 2.35226 48.8696572)",,,,,,,,,
175037090,6369010741,0,722176955,,cycleway,,False,6.639,"LINESTRING (2.3536226 48.8681806, 2.3535365 48.8681995)",,,,,,,,,
175042544,6369004482,0,680213116,,cycleway,,False,4.125,"LINESTRING (2.3568879 48.865642, 2.356907 48.8656071)",,,,,,,,,
175078338,7873381789,0,844039614,Rue Firmin Gillot,cycleway,,False,3.204,"LINESTRING (2.289441 48.8334051, 2.2894092 48.8334249)",,,,,,,,,
176934169,664748901,0,52194681,,cycleway,,False,13.836,"LINESTRING (2.2811861 48.8758738, 2.2811607 48.8759971)",,,,,,,,,
178764245,7679473594,0,822454697,Rue de Castellane,cycleway,,False,6.44,"LINESTRING (2.3259555 48.8720709, 2.3260341 48.8720448)",,,,,,,,,
178764471,7690653662,0,823709488,Rue de l'Isly,cycleway,,False,3.834,"LINESTRING (2.3267713 48.8748291, 2.3268237 48.87483)",,,,,,,,,
180275016,7786436894,0,834107884,Quai d'Issy-les-Moulineaux,cycleway,,True,4.887,"LINESTRING (2.2695812 48.8385963, 2.269578 48.8385524)",,,,,,,,,
185868716,5021625339,0,834174464,,cycleway,,False,3.591,"LINESTRING (2.2727753 48.8451898, 2.2728208 48.8451777)",,,,,,,,,
185869720,5882075571,0,17953215,Rampe Van Loo,cycleway,,False,111.094,"LINESTRING (2.2682241 48.8407145, 2.2683007 48.8407126, 2.2684685 48.8408021, 2.2689096 48.8412471, 2.2690764 48.8414162, 2.2691453 48.8414264, 2.2691846 48.8414184)",,,,,,,,,
192451190,6360182431,0,365319129,Mail Bréchet,cycleway,,True,240.58700000000002,"LINESTRING (2.329477 48.8989992, 2.3292688 48.8990776, 2.3291546 48.8990886, 2.3289684 48.8990868, 2.3287462 48.8990819, 2.3264332 48.8990341, 2.3263402 48.8989693, 2.32629 48.8989303)",,,,,,,,,
192451190,5568702215,0,653965121,Avenue de la Porte de Saint-Ouen,primary,50,False,145.06799999999998,"LINESTRING (2.329477 48.8989992, 2.3294366 48.8988839, 2.3292348 48.8983146, 2.3291874 48.8981878, 2.3291595 48.8980987, 2.3291002 48.8979392, 2.3290583 48.8978441, 2.3289669 48.8977437)",6,,,,,,,,
192451190,2268003733,0,"[196820523, 674044027]",Avenue de la Porte de Saint-Ouen,primary,,True,149.53999999999996,"LINESTRING (2.329477 48.8989992, 2.3297303 48.8991556, 2.3297617 48.8992569, 2.3298531 48.8995514, 2.3299587 48.8998668, 2.3300354 48.9000529, 2.3300879 48.90021, 2.3301027 48.9002445)",3,,,,,,,,
201647682,7015486840,0,750283348,,cycleway,,False,4.836,"LINESTRING (2.3765114 48.8905874, 2.3765757 48.8905772)",,,,,,,,,
201980257,2258450462,0,216508858,,cycleway,,False,4.045,"LINESTRING (2.3745418 48.8866744, 2.3745827 48.8866499)",,,,,,,,,
201987686,2258450463,0,216508859,,cycleway,,False,4.103,"LINESTRING (2.3754844 48.8871328, 2.3755362 48.8871186)",,,,,,,,,
202047327,541077285,0,43184561,,cycleway,,False,4.254,"LINESTRING (2.3809452 48.8894061, 2.3809917 48.8893831)",,,,,,,,,
202117298,541077287,0,43184562,,cycleway,,False,4.104,"LINESTRING (2.3822139 48.8900473, 2.3822434 48.8900159)",,,,,,,,,
202117375,541077288,0,43184563,,cycleway,,False,3.501,"LINESTRING (2.3831484 48.890513, 2.3831745 48.8904866)",,,,,,,,,
202117746,541077291,0,43184564,,cycleway,,False,3.956,"LINESTRING (2.3838773 48.8908791, 2.3839071 48.8908494)",,,,,,,,,
202805712,277588438,0,173485755,,cycleway,,False,5.096,"LINESTRING (2.3695457 48.8928959, 2.3694814 48.8929136)",,,,,,,,,
209141187,1271166818,0,19922683,,cycleway,,False,7.754,"LINESTRING (2.3740627 48.8997712, 2.374054 48.8998407)",,,,,,,,,
209142439,6030462930,0,675974619,Place de Skanderbeg,cycleway,,True,9.464,"LINESTRING (2.3703232 48.9009292, 2.3702192 48.9008785)",,,,,,,,,
209142453,6030462945,0,642290654,Place de Skanderbeg,cycleway,,False,7.872,"LINESTRING (2.3714784 48.9003936, 2.3715643 48.9003509)",,,,,,,,,
209143764,6030462930,0,"[640112941, 675974622, 640112942]",Place Skanderbeg,cycleway,,True,152.374,"LINESTRING (2.3717047 48.9010254, 2.3716736 48.9010799, 2.3716147 48.9011244, 2.3715596 48.9011632, 2.3714888 48.901173, 2.3713396 48.9012205, 2.3711747 48.9012699, 2.3709749 48.9012928, 2.3707482 48.9013043, 2.3706168 48.9013281, 2.3705858 48.9012791, 2.3705504 48.9012091, 2.3704726 48.9011623, 2.3704022 48.9011103, 2.3703032 48.9010262, 2.3702118 48.900986, 2.3702171 48.9009303, 2.3702192 48.9008785)",,,,,,,,,
212523881,6263794050,0,678627549,Rue Maître Albert,cycleway,,False,3.771,"LINESTRING (2.350421 48.8514343, 2.3504456 48.8514641)",,,,,,,,,
216033654,270234472,0,51312071,,cycleway,,False,4.052,"LINESTRING (2.385432 48.8923408, 2.3854741 48.8923171)",,,,,,,,,
218140339,693515526,0,569946818,Rue Cloche Perce,path,,False,5.45,"LINESTRING (2.3571162 48.8561483, 2.3571435 48.8561939)",,,,,,,,,
218140339,5092153454,0,569946818,Rue Cloche Perce,path,,False,2.773,"LINESTRING (2.3571162 48.8561483, 2.3571019 48.8561252)",,,,,,,,,
218140339,25554707,0,4527645,Rue de Rivoli,cycleway,50,True,167.297,"LINESTRING (2.3571162 48.8561483, 2.3567021 48.8562529, 2.3565987 48.8562773, 2.3564991 48.856303, 2.3558019 48.8564691, 2.3554271 48.8565537, 2.355356 48.8565697, 2.354968 48.8566636)",1,,,,,,,,
225741028,558442588,0,54147330,Boulevard Kellermann,cycleway,,True,101.345,"LINESTRING (2.3579684 48.8190984, 2.358099 48.8190223, 2.3581975 48.8189926, 2.3583862 48.8189481, 2.3586197 48.8189125, 2.3592749 48.8188532)",,,,,,,,,
243892647,1082065987,0,93327246,,cycleway,,False,11.538,"LINESTRING (2.4233455 48.8428238, 2.4231974 48.8427882)",,,,,,,,,
