u,v,key,osmid,highway,oneway,length,geometry,bridge,name,maxspeed,service,lanes,access,width
6769481203,6769481202,0,721631637,pedestrian,False,3.532,"LINESTRING (-6.8672477 33.9756238, -6.8672651 33.9755955)",,veto_route,20,,,,
6769481204,6769481200,0,721631637,pedestrian,False,3.111,"LINESTRING (-6.8672651 33.9754809, -6.8672577 33.9755082)",,veto_route,20,,,,
6769481204,6769481205,0,721631637,pedestrian,False,6.318,"LINESTRING (-6.8672651 33.9754809, -6.8673 33.975432)",,veto_route,20,,,,
6769481205,6769481204,0,721631637,pedestrian,False,6.318,"LINESTRING (-6.8673 33.975432, -6.8672651 33.9754809)",,veto_route,20,,,,
6769481205,6769481206,0,721631637,pedestrian,False,7.729,"LINESTRING (-6.8673 33.975432, -6.8673503 33.9753764)",,veto_route,20,,,,
6769481206,6769481205,0,721631637,pedestrian,False,7.729,"LINESTRING (-6.8673503 33.9753764, -6.8673 33.975432)",,veto_route,20,,,,
6769481206,6769481207,0,721631637,pedestrian,False,13.313,"LINESTRING (-6.8673503 33.9753764, -6.8674388 33.9752818)",,veto_route,20,,,,
6769481207,6769481206,0,721631637,pedestrian,False,13.313,"LINESTRING (-6.8674388 33.9752818, -6.8673503 33.9753764)",,veto_route,20,,,,
6769481207,6769481196,0,721631637,pedestrian,False,31.294,"LINESTRING (-6.8674388 33.9752818, -6.8676527 33.9750633)",,veto_route,20,,,,
6769481208,6769481194,0,721631637,pedestrian,False,19.579,"LINESTRING (-6.8664095 33.9768616, -6.8665181 33.9770129)",,veto_route,20,,,,
6769481208,6769481217,0,721631637,pedestrian,False,13.034,"LINESTRING (-6.8664095 33.9768616, -6.8663572 33.9767527)",,veto_route,20,,,,
6769481209,6769481217,0,721631637,pedestrian,False,8.224,"LINESTRING (-6.8663384 33.9766804, -6.8663572 33.9767527)",,veto_route,20,,,,
6769481209,6769481210,0,721631637,pedestrian,False,7.118,"LINESTRING (-6.8663384 33.9766804, -6.8663491 33.976617)",,veto_route,20,,,,
6769481210,6769481209,0,721631637,pedestrian,False,7.118,"LINESTRING (-6.8663491 33.976617, -6.8663384 33.9766804)",,veto_route,20,,,,
6769481210,6769481211,0,721631637,pedestrian,False,6.773,"LINESTRING (-6.8663491 33.976617, -6.8663719 33.9765591)",,veto_route,20,,,,
6769481211,6769481210,0,721631637,pedestrian,False,6.773,"LINESTRING (-6.8663719 33.9765591, -6.8663491 33.976617)",,veto_route,20,,,,
6769481211,6769481212,0,721631637,pedestrian,False,12.858,"LINESTRING (-6.8663719 33.9765591, -6.8664417 33.976459)",,veto_route,20,,,,
6769481212,6769481211,0,721631637,pedestrian,False,12.858,"LINESTRING (-6.8664417 33.976459, -6.8663719 33.9765591)",,veto_route,20,,,,
6769481212,7068175050,0,721631637,pedestrian,False,6.598,"LINESTRING (-6.8664417 33.976459, -6.8664831 33.9764106)",,veto_route,20,,,,
6769481213,7068175050,0,721631637,pedestrian,False,7.501,"LINESTRING (-6.8665302 33.9763556, -6.8664831 33.9764106)",,veto_route,20,,,,
6769481213,6769481214,0,721631637,pedestrian,False,21.091,"LINESTRING (-6.8665302 33.9763556, -6.8666683 33.9762044)",,veto_route,20,,,,
6769481214,6769481213,0,721631637,pedestrian,False,21.091,"LINESTRING (-6.8666683 33.9762044, -6.8665302 33.9763556)",,veto_route,20,,,,
6769481214,6769481215,0,721631637,pedestrian,False,26.305,"LINESTRING (-6.8666683 33.9762044, -6.8668467 33.9760198)",,veto_route,20,,,,
6769481215,6769481214,0,721631637,pedestrian,False,26.305,"LINESTRING (-6.8668467 33.9760198, -6.8666683 33.9762044)",,veto_route,20,,,,
6769481215,6769481197,0,721631637,pedestrian,False,12.309,"LINESTRING (-6.8668467 33.9760198, -6.8669312 33.9759341)",,veto_route,20,,,,
6769481216,6769481197,0,721631637,pedestrian,False,17.438,"LINESTRING (-6.8670559 33.9758162, -6.8669312 33.9759341)",,veto_route,20,,,,
6769481216,6769481198,0,721631637,pedestrian,False,15.157,"LINESTRING (-6.8670559 33.9758162, -6.8671565 33.9757084)",,veto_route,20,,,,
6769481217,6769481208,0,721631637,pedestrian,False,13.034,"LINESTRING (-6.8663572 33.9767527, -6.8664095 33.9768616)",,veto_route,20,,,,
6769481217,6769481209,0,721631637,pedestrian,False,8.224,"LINESTRING (-6.8663572 33.9767527, -6.8663384 33.9766804)",,veto_route,20,,,,
6769481218,6769481220,0,721631637,pedestrian,False,30.922,"LINESTRING (-6.8669043 33.9775612, -6.867071 33.9778025)",,veto_route,20,,,,
6769481218,6769481219,0,721631637,pedestrian,False,29.72,"LINESTRING (-6.8669043 33.9775612, -6.8667501 33.9773265)",,veto_route,20,,,,
6769481219,6769481218,0,721631637,pedestrian,False,29.72,"LINESTRING (-6.8667501 33.9773265, -6.8669043 33.9775612)",,veto_route,20,,,,
6769481219,6769481194,0,721631637,pedestrian,False,40.91,"LINESTRING (-6.8667501 33.9773265, -6.8665181 33.9770129)",,veto_route,20,,,,
6769481220,6769481218,0,721631637,pedestrian,False,30.922,"LINESTRING (-6.867071 33.9778025, -6.8669043 33.9775612)",,veto_route,20,,,,
6770127105,6769303593,0,208636990,unclassified,False,2.096,"LINESTRING (-6.8639254 33.9812653, -6.8639291 33.9812839)",,Accès principal,20,,1,,
6770127105,6769303594,0,208636990,unclassified,False,2.272,"LINESTRING (-6.8639254 33.9812653, -6.8639298 33.9812452)",,Accès principal,20,,1,,
6774211908,896417755,0,75923998,pedestrian,False,13.679,"LINESTRING (-6.8304685 34.0258263, -6.8303337 34.0258778)",,Rue du Mellah زنقة الملاح,20,,,,
6774211908,6774211912,0,75923998,pedestrian,False,12.914,"LINESTRING (-6.8304685 34.0258263, -6.8305503 34.0259206)",,Rue du Mellah زنقة الملاح,20,,,,
6774211912,6774211908,0,75923998,pedestrian,False,12.914,"LINESTRING (-6.8305503 34.0259206, -6.8304685 34.0258263)",,Rue du Mellah زنقة الملاح,20,,,,
6774211912,896422133,0,75923998,pedestrian,False,14.611,"LINESTRING (-6.8305503 34.0259206, -6.8306786 34.0258434)",,Rue du Mellah زنقة الملاح,20,,,,
6774211913,6958844612,0,279226507,living_street,False,17.897,"LINESTRING (-6.8332609 34.0272641, -6.8331338 34.0271424)",,Rue des Consuls شارع القناصل,20,,,,
6774211913,2610947146,0,279226507,living_street,False,28.31,"LINESTRING (-6.8332609 34.0272641, -6.8334587 34.0274589)",,Rue des Consuls شارع القناصل,20,,,,
6774211914,2610947146,0,279226507,living_street,False,27.313,"LINESTRING (-6.8336503 34.0276463, -6.8334587 34.0274589)",,Rue des Consuls شارع القناصل,20,,,,
6774211914,2610947145,0,279226507,living_street,False,30.256,"LINESTRING (-6.8336503 34.0276463, -6.8338677 34.0278502)",,Rue des Consuls شارع القناصل,20,,,,
6775179269,5790236003,0,240002999,residential,True,28.364,"LINESTRING (-6.8857187 33.9570038, -6.8859148 33.9568073)",,,30,,1,destination,
6775179270,5790236005,0,240002999,residential,True,41.595,"LINESTRING (-6.8860198 33.9566958, -6.8862957 33.9563999)",,,30,,1,destination,
6775179271,6775179274,0,240002999,residential,True,14.44,"LINESTRING (-6.8863839 33.9563137, -6.8864811 33.9562119)",,,30,,1,destination,
6775179272,6775179273,0,240002999,residential,True,8.482,"LINESTRING (-6.8865522 33.9561363, -6.8866079 33.9560756)",,,30,,1,destination,
6775179273,5790236007,0,240002999,residential,True,9.728,"LINESTRING (-6.8866079 33.9560756, -6.8866729 33.9560067)",,,30,,1,destination,
6775179274,6775179272,0,240002999,residential,True,10.662,"LINESTRING (-6.8864811 33.9562119, -6.8865522 33.9561363)",,,30,,1,destination,
6775201989,6769436482,0,240002999,residential,True,3.514,"LINESTRING (-6.8851284 33.9574884, -6.8851578 33.9574683)",,,30,,1,destination,
6775201990,6775201991,0,240002999,residential,True,11.2,"LINESTRING (-6.8853526 33.957326, -6.8854414 33.9572573)",,,30,,1,destination,
6775201991,2477699045,0,240002999,residential,True,20.299,"LINESTRING (-6.8854414 33.9572573, -6.885597 33.9571282)",,,30,,1,destination,
6800103856,2477699048,0,240002999,residential,True,2.424,"LINESTRING (-6.8867105 33.9559616, -6.8867215 33.9559418)",,,30,,1,destination,
6800135690,405933226,0,240002999,residential,True,12.945,"LINESTRING (-6.8849382 33.9575192, -6.8850785 33.957516)",,,30,,1,destination,
6840277725,6840277726,0,101917979,service,True,26.683,"LINESTRING (-6.8551905 34.0021822, -6.8553973 34.0020143)",,,30,driveway,,,
6840277726,6840277727,0,101917979,service,True,2.872,"LINESTRING (-6.8553973 34.0020143, -6.8554151 34.0019931)",,,30,driveway,,,
6840277727,21070193,0,101917979,service,True,3.311,"LINESTRING (-6.8554151 34.0019931, -6.8554094 34.0019637)",,,30,driveway,,,
6850964650,3312042371,0,324493907,living_street,False,5.531,"LINESTRING (-6.8347115 34.0263917, -6.8346937 34.0263442)",,Derb El Fassi,20,,,,8
6850964650,3312042370,0,324493907,living_street,False,6.162,"LINESTRING (-6.8347115 34.0263917, -6.8347365 34.0264431)",,Derb El Fassi,20,,,,8
6850964658,6850964659,0,255400674,living_street,False,2.981,"LINESTRING (-6.8352296 34.0292291, -6.8352208 34.0292033)",,Rue des Consuls شارع القناصل,20,,,,
6850964658,2610928464,0,255400674,living_street,False,3.782,"LINESTRING (-6.8352296 34.0292291, -6.8352342 34.0292629)",,Rue des Consuls شارع القناصل,20,,,,
6850964659,6958844005,0,255400674,living_street,False,39.712,"LINESTRING (-6.8352208 34.0292033, -6.8349885 34.0289025)",,Rue des Consuls شارع القناصل,20,,,,
6850964659,6850964658,0,255400674,living_street,False,2.981,"LINESTRING (-6.8352208 34.0292033, -6.8352296 34.0292291)",,Rue des Consuls شارع القناصل,20,,,,
6850964671,6958844606,0,255405180,living_street,False,7.344,"LINESTRING (-6.8349676 34.0269775, -6.8349351 34.0269172)",,Rue Porte Maoun,20,,,,
6850964671,6850964672,0,255405180,living_street,False,7.426,"LINESTRING (-6.8349676 34.0269775, -6.8350092 34.0270347)",,Rue Porte Maoun,20,,,,
6850964672,6850964671,0,255405180,living_street,False,7.426,"LINESTRING (-6.8350092 34.0270347, -6.8349676 34.0269775)",,Rue Porte Maoun,20,,,,
6850964672,2610951213,0,255405180,living_street,False,2.135,"LINESTRING (-6.8350092 34.0270347, -6.8350302 34.0270266)",,Rue Porte Maoun,20,,,,
6850964674,2610975346,0,255405180,living_street,False,5.421,"LINESTRING (-6.8351003 34.0272306, -6.8351523 34.0272078)",,Rue Porte Maoun,20,,,,
6850964674,6958844607,0,255405180,living_street,False,14.544,"LINESTRING (-6.8351003 34.0272306, -6.8351631 34.0273506)",,Rue Porte Maoun,20,,,,
6925637362,2189092203,0,208636990,unclassified,False,16.988,"LINESTRING (-6.8641438 33.9810041, -6.8640284 33.9811232)",,Accès principal,20,,1,,
6925637362,6769303589,0,208636990,unclassified,False,13.707,"LINESTRING (-6.8641438 33.9810041, -6.8642369 33.980908)",,Accès principal,20,,1,,
6925637362,6925637363,0,739669222,service,False,10.356,"LINESTRING (-6.8641438 33.9810041, -6.8640438 33.9810465)",,Parking_etudiant,20,,,,
6925637363,6925637362,0,739669222,service,False,10.356,"LINESTRING (-6.8640438 33.9810465, -6.8641438 33.9810041)",,Parking_etudiant,20,,,,
6925637363,6925637364,0,739669222,service,False,6.146,"LINESTRING (-6.8640438 33.9810465, -6.8639807 33.9810643)",,Parking_etudiant,20,,,,
6925637364,6925637363,0,739669222,service,False,6.146,"LINESTRING (-6.8639807 33.9810643, -6.8640438 33.9810465)",,Parking_etudiant,20,,,,
6925637364,6925637365,0,739669222,service,False,7.049,"LINESTRING (-6.8639807 33.9810643, -6.8639043 33.981062)",,Parking_etudiant,20,,,,
6925637365,6925637364,0,739669222,service,False,7.049,"LINESTRING (-6.8639043 33.981062, -6.8639807 33.9810643)",,Parking_etudiant,20,,,,
6925637365,6925637366,0,739669222,service,False,53.345,"LINESTRING (-6.8639043 33.981062, -6.8634416 33.980774)",,Parking_etudiant,20,,,,
6925637366,6925637365,0,739669222,service,False,53.345,"LINESTRING (-6.8634416 33.980774, -6.8639043 33.981062)",,Parking_etudiant,20,,,,
6925637366,6925637367,0,739669222,service,False,9.508,"LINESTRING (-6.8634416 33.980774, -6.8633491 33.9807362)",,Parking_etudiant,20,,,,
6925637367,6925637366,0,739669222,service,False,9.508,"LINESTRING (-6.8633491 33.9807362, -6.8634416 33.980774)",,Parking_etudiant,20,,,,
6925637367,6925637368,0,739669222,service,False,4.717,"LINESTRING (-6.8633491 33.9807362, -6.8632981 33.9807329)",,Parking_etudiant,20,,,,
6925637368,6925637367,0,739669222,service,False,4.717,"LINESTRING (-6.8632981 33.9807329, -6.8633491 33.9807362)",,Parking_etudiant,20,,,,
6925637368,6925637369,0,739669222,service,False,3.559,"LINESTRING (-6.8632981 33.9807329, -6.8632619 33.980744)",,Parking_etudiant,20,,,,
6925637369,6925637368,0,739669222,service,False,3.559,"LINESTRING (-6.8632619 33.980744, -6.8632981 33.9807329)",,Parking_etudiant,20,,,,
6925637369,6925637370,0,739669222,service,False,4.736,"LINESTRING (-6.8632619 33.980744, -6.8632337 33.9807796)",,Parking_etudiant,20,,,,
6925637370,6925637369,0,739669222,service,False,4.736,"LINESTRING (-6.8632337 33.9807796, -6.8632619 33.980744)",,Parking_etudiant,20,,,,
6925637370,6925637371,0,739669222,service,False,5.671,"LINESTRING (-6.8632337 33.9807796, -6.8632458 33.9808296)",,Parking_etudiant,20,,,,
6925637371,6925637370,0,739669222,service,False,5.671,"LINESTRING (-6.8632458 33.9808296, -6.8632337 33.9807796)",,Parking_etudiant,20,,,,
6925637371,6925637372,0,739669222,service,False,37.97,"LINESTRING (-6.8632458 33.9808296, -6.8635744 33.9810354)",,Parking_etudiant,20,,,,
6925637372,6925637371,0,739669222,service,False,37.97,"LINESTRING (-6.8635744 33.9810354, -6.8632458 33.9808296)",,Parking_etudiant,20,,,,
6925637372,6769303593,0,739669222,service,False,42.815,"LINESTRING (-6.8635744 33.9810354, -6.8639291 33.9812839)",,Parking_etudiant,20,,,,
6958844005,3314747532,0,255400674,living_street,False,34.77,"LINESTRING (-6.8349885 34.0289025, -6.8347831 34.0286402)",,Rue des Consuls شارع القناصل,20,,,,
6958844005,6850964659,0,255400674,living_street,False,39.712,"LINESTRING (-6.8349885 34.0289025, -6.8352208 34.0292033)",,Rue des Consuls شارع القناصل,20,,,,
6958844591,896412494,0,324493907,living_street,False,10.177,"LINESTRING (-6.834584 34.0261339, -6.8345214 34.0260585)",,Derb El Fassi,20,,,,8
6958844591,3314827261,0,324493907,living_street,False,10.911,"LINESTRING (-6.834584 34.0261339, -6.8346421 34.0262194)",,Derb El Fassi,20,,,,8
6958844594,896413590,0,324493907,living_street,False,6.314,"LINESTRING (-6.8346789 34.0263022, -6.8346581 34.0262481)",,Derb El Fassi,20,,,,8
6958844594,3312042371,0,324493907,living_street,False,4.865,"LINESTRING (-6.8346789 34.0263022, -6.8346937 34.0263442)",,Derb El Fassi,20,,,,8
6958844598,896416284,0,324493907,living_street,False,17.003,"LINESTRING (-6.8348506 34.0266259, -6.8347651 34.0264904)",,Derb El Fassi,20,,,,8
6958844598,486077546,0,324493907,living_street,False,8.373,"LINESTRING (-6.8348506 34.0266259, -6.8348847 34.0266957)",,Derb El Fassi,20,,,,8
6958844603,2610975349,0,255405180,living_street,False,5.138,"LINESTRING (-6.8349043 34.0267665, -6.8348927 34.0267213)",,Rue Porte Maoun,20,,,,
6958844603,6958844604,0,255405180,living_street,False,5.053,"LINESTRING (-6.8349043 34.0267665, -6.834911 34.0268116)",,Rue Porte Maoun,20,,,,
6958844604,6958844603,0,255405180,living_street,False,5.053,"LINESTRING (-6.834911 34.0268116, -6.8349043 34.0267665)",,Rue Porte Maoun,20,,,,
6958844604,6958844605,0,255405180,living_street,False,6.16,"LINESTRING (-6.834911 34.0268116, -6.834919 34.0268666)",,Rue Porte Maoun,20,,,,
6958844605,6958844604,0,255405180,living_street,False,6.16,"LINESTRING (-6.834919 34.0268666, -6.834911 34.0268116)",,Rue Porte Maoun,20,,,,
6958844605,6958844606,0,255405180,living_street,False,5.819,"LINESTRING (-6.834919 34.0268666, -6.8349351 34.0269172)",,Rue Porte Maoun,20,,,,
6958844606,6958844605,0,255405180,living_street,False,5.819,"LINESTRING (-6.8349351 34.0269172, -6.834919 34.0268666)",,Rue Porte Maoun,20,,,,
6958844606,6850964671,0,255405180,living_street,False,7.344,"LINESTRING (-6.8349351 34.0269172, -6.8349676 34.0269775)",,Rue Porte Maoun,20,,,,
6958844607,6850964674,0,255405180,living_street,False,14.544,"LINESTRING (-6.8351631 34.0273506, -6.8351003 34.0272306)",,Rue Porte Maoun,20,,,,
6958844607,486077520,0,255405180,living_street,False,16.293,"LINESTRING (-6.8351631 34.0273506, -6.8352449 34.0274805)",,Rue Porte Maoun,20,,,,
6958844608,6958844609,0,255400674,living_street,False,12.808,"LINESTRING (-6.8343743 34.0281867, -6.8342679 34.0281126)",,Rue des Consuls شارع القناصل,20,,,,
6958844608,2610928465,0,255400674,living_street,False,11.709,"LINESTRING (-6.8343743 34.0281867, -6.8344625 34.0282625)",,Rue des Consuls شارع القناصل,20,,,,
6958844609,486077522,0,255400674,living_street,False,8.279,"LINESTRING (-6.8342679 34.0281126, -6.8341943 34.0280699)",,Rue des Consuls شارع القناصل,20,,,,
6958844609,6958844608,0,255400674,living_street,False,12.808,"LINESTRING (-6.8342679 34.0281126, -6.8343743 34.0281867)",,Rue des Consuls شارع القناصل,20,,,,
6958844610,3315216439,0,279226506,living_street,False,12.502,"LINESTRING (-6.8340773 34.0279997, -6.8339731 34.0279277)",,Rue des Consuls شارع القناصل,20,,,,
6958844610,486077522,0,279226506,living_street,False,13.311,"LINESTRING (-6.8340773 34.0279997, -6.8341943 34.0280699)",,Rue des Consuls شارع القناصل,20,,,,
6958844612,2697105809,0,279226507,living_street,False,5.4,"LINESTRING (-6.8331338 34.0271424, -6.8330957 34.0271055)",,Rue des Consuls شارع القناصل,20,,,,
6958844612,6774211913,0,279226507,living_street,False,17.897,"LINESTRING (-6.8331338 34.0271424, -6.8332609 34.0272641)",,Rue des Consuls شارع القناصل,20,,,,
6958844642,896423529,0,75923998,pedestrian,False,4.274,"LINESTRING (-6.8290271 34.0263416, -6.8289843 34.0263564)",,Rue du Mellah زنقة الملاح,20,,,,
6958844642,896423384,0,75923998,pedestrian,False,24.741,"LINESTRING (-6.8290271 34.0263416, -6.8292749 34.026256)",,Rue du Mellah زنقة الملاح,20,,,,
6958844650,896423384,0,75923998,pedestrian,False,2.516,"LINESTRING (-6.8292999 34.0262469, -6.8292749 34.026256)",,Rue du Mellah زنقة الملاح,20,,,,
6958844650,896423248,0,75923998,pedestrian,False,26.206,"LINESTRING (-6.8292999 34.0262469, -6.8295604 34.0261524)",,Rue du Mellah زنقة الملاح,20,,,,
6958844662,896423611,0,75923998,pedestrian,False,5.696,"LINESTRING (-6.8287718 34.0264276, -6.8287145 34.0264468)",,Rue du Mellah زنقة الملاح,20,,,,
6958844662,896423529,0,75923998,pedestrian,False,21.123,"LINESTRING (-6.8287718 34.0264276, -6.8289843 34.0263564)",,Rue du Mellah زنقة الملاح,20,,,,
6958844684,896423248,0,75923998,pedestrian,False,4.585,"LINESTRING (-6.8296063 34.0261365, -6.8295604 34.0261524)",,Rue du Mellah زنقة الملاح,20,,,,
6958844684,896423004,0,75923998,pedestrian,False,20.488,"LINESTRING (-6.8296063 34.0261365, -6.8298113 34.0260652)",,Rue du Mellah زنقة الملاح,20,,,,
6958844685,896422133,0,75923998,pedestrian,False,7.227,"LINESTRING (-6.8307424 34.0258056, -6.8306786 34.0258434)",,Rue du Mellah زنقة الملاح,20,,,,
6958844685,3315212021,0,75923998,pedestrian,False,4.831,"LINESTRING (-6.8307424 34.0258056, -6.8307776 34.0257734)",,Rue du Mellah زنقة الملاح,20,,,,
6958844686,3315212021,0,75923998,pedestrian,False,7.137,"LINESTRING (-6.8308286 34.0257251, -6.8307776 34.0257734)",,Rue du Mellah زنقة الملاح,20,,,,
6958844686,896422214,0,75923998,pedestrian,False,8.335,"LINESTRING (-6.8308286 34.0257251, -6.8308833 34.0256654)",,Rue du Mellah زنقة الملاح,20,,,,
6969816730,5771399829,0,609299334,tertiary,False,7.919,"LINESTRING (-6.851399 33.9935075, -6.851397 33.9935787)",,Avenue Ibn Sina شارع ابن سينا,20,,4,,
6969816730,2423964909,0,609299334,tertiary,False,14.315,"LINESTRING (-6.851399 33.9935075, -6.8514026 33.9933788)",,Avenue Ibn Sina شارع ابن سينا,20,,4,,
7042486050,6769303591,0,208636990,unclassified,False,2.706,"LINESTRING (-6.8639831 33.981328, -6.8640063 33.9813429)",,Accès principal,20,,1,,
7042486050,6769303592,0,208636990,unclassified,False,4.353,"LINESTRING (-6.8639831 33.981328, -6.8639459 33.9813039)",,Accès principal,20,,1,,
7068175050,6769481212,0,721631637,pedestrian,False,6.598,"LINESTRING (-6.8664831 33.9764106, -6.8664417 33.976459)",,veto_route,20,,,,
7068175050,6769481213,0,721631637,pedestrian,False,7.501,"LINESTRING (-6.8664831 33.9764106, -6.8665302 33.9763556)",,veto_route,20,,,,
7068175066,7068175067,0,756777857,service,False,4.31,"LINESTRING (-6.8669346 33.9740112, -6.8668879 33.9740127)",,Route_Sport,20,parking_aisle,,,
7068175067,7068175068,0,756777857,service,False,2.969,"LINESTRING (-6.8668879 33.9740127, -6.8668557 33.9740127)",,Route_Sport,20,parking_aisle,,,
7068175067,7068175066,0,756777857,service,False,4.31,"LINESTRING (-6.8668879 33.9740127, -6.8669346 33.9740112)",,Route_Sport,20,parking_aisle,,,
7068175068,7068175069,0,756777857,service,False,3.002,"LINESTRING (-6.8668557 33.9740127, -6.8668236 33.9740082)",,Route_Sport,20,parking_aisle,,,
7068175068,7068175067,0,756777857,service,False,2.969,"LINESTRING (-6.8668557 33.9740127, -6.8668879 33.9740127)",,Route_Sport,20,parking_aisle,,,
7068175069,7068175070,0,756777857,service,False,2.888,"LINESTRING (-6.8668236 33.9740082, -6.8667967 33.9739949)",,Route_Sport,20,parking_aisle,,,
7068175069,7068175068,0,756777857,service,False,3.002,"LINESTRING (-6.8668236 33.9740082, -6.8668557 33.9740127)",,Route_Sport,20,parking_aisle,,,
7068175070,7068175071,0,756777857,service,False,5.878,"LINESTRING (-6.8667967 33.9739949, -6.8667377 33.9739749)",,Route_Sport,20,parking_aisle,,,
7068175070,7068175069,0,756777857,service,False,2.888,"LINESTRING (-6.8667967 33.9739949, -6.8668236 33.9740082)",,Route_Sport,20,parking_aisle,,,
7068175071,7068175072,0,756777857,service,False,4.372,"LINESTRING (-6.8667377 33.9739749, -6.8667029 33.9739482)",,Route_Sport,20,parking_aisle,,,
7068175071,7068175070,0,756777857,service,False,5.878,"LINESTRING (-6.8667377 33.9739749, -6.8667967 33.9739949)",,Route_Sport,20,parking_aisle,,,
7068175072,7068175073,0,756777857,service,False,4.063,"LINESTRING (-6.8667029 33.9739482, -6.866668 33.9739259)",,Route_Sport,20,parking_aisle,,,
7068175072,7068175071,0,756777857,service,False,4.372,"LINESTRING (-6.8667029 33.9739482, -6.8667377 33.9739749)",,Route_Sport,20,parking_aisle,,,
7068175073,7068175074,0,756777857,service,False,7.432,"LINESTRING (-6.866668 33.9739259, -6.8666385 33.9738637)",,Route_Sport,20,parking_aisle,,,
7068175073,7068175072,0,756777857,service,False,4.063,"LINESTRING (-6.866668 33.9739259, -6.8667029 33.9739482)",,Route_Sport,20,parking_aisle,,,
7068175074,7068175075,0,756777857,service,False,4.0,"LINESTRING (-6.8666385 33.9738637, -6.8666224 33.9738303)",,Route_Sport,20,parking_aisle,,,
7068175074,7068175073,0,756777857,service,False,7.432,"LINESTRING (-6.8666385 33.9738637, -6.866668 33.9739259)",,Route_Sport,20,parking_aisle,,,
7068175075,7068175076,0,756777857,service,False,5.973,"LINESTRING (-6.8666224 33.9738303, -6.8665956 33.9737814)",,Route_Sport,20,parking_aisle,,,
7068175075,7068175074,0,756777857,service,False,4.0,"LINESTRING (-6.8666224 33.9738303, -6.8666385 33.9738637)",,Route_Sport,20,parking_aisle,,,
7068175076,7068175077,0,756777857,service,False,6.876,"LINESTRING (-6.8665956 33.9737814, -6.866558 33.973728)",,Route_Sport,20,parking_aisle,,,
7068175076,7068175075,0,756777857,service,False,5.973,"LINESTRING (-6.8665956 33.9737814, -6.8666224 33.9738303)",,Route_Sport,20,parking_aisle,,,
7068175077,7068175078,0,756777857,service,False,9.897,"LINESTRING (-6.866558 33.973728, -6.8664936 33.9736568)",,Route_Sport,20,parking_aisle,,,
7068175077,7068175076,0,756777857,service,False,6.876,"LINESTRING (-6.866558 33.973728, -6.8665956 33.9737814)",,Route_Sport,20,parking_aisle,,,
7068175078,7068175079,0,756777857,service,False,6.649,"LINESTRING (-6.8664936 33.9736568, -6.86644 33.9736168)",,Route_Sport,20,parking_aisle,,,
7068175078,7068175077,0,756777857,service,False,9.897,"LINESTRING (-6.8664936 33.9736568, -6.866558 33.973728)",,Route_Sport,20,parking_aisle,,,
7068175079,7068175080,0,756777857,service,False,5.426,"LINESTRING (-6.86644 33.9736168, -6.8663971 33.9735834)",,Route_Sport,20,parking_aisle,,,
7068175079,7068175078,0,756777857,service,False,6.649,"LINESTRING (-6.86644 33.9736168, -6.8664936 33.9736568)",,Route_Sport,20,parking_aisle,,,
7068175080,7068175081,0,756777857,service,False,4.757,"LINESTRING (-6.8663971 33.9735834, -6.8663568 33.9735567)",,Route_Sport,20,parking_aisle,,,
7068175080,7068175079,0,756777857,service,False,5.426,"LINESTRING (-6.8663971 33.9735834, -6.86644 33.9736168)",,Route_Sport,20,parking_aisle,,,
7068175081,7068175082,0,756777857,service,False,4.4,"LINESTRING (-6.8663568 33.9735567, -6.8663273 33.9735256)",,Route_Sport,20,parking_aisle,,,
7068175081,7068175080,0,756777857,service,False,4.757,"LINESTRING (-6.8663568 33.9735567, -6.8663971 33.9735834)",,Route_Sport,20,parking_aisle,,,
7068175082,7068175083,0,756777857,service,False,3.681,"LINESTRING (-6.8663273 33.9735256, -6.8662978 33.9735033)",,Route_Sport,20,parking_aisle,,,
7068175082,7068175081,0,756777857,service,False,4.4,"LINESTRING (-6.8663273 33.9735256, -6.8663568 33.9735567)",,Route_Sport,20,parking_aisle,,,
7068175083,7068175084,0,756777857,service,False,3.565,"LINESTRING (-6.8662978 33.9735033, -6.8662764 33.9734766)",,Route_Sport,20,parking_aisle,,,
7068175083,7068175082,0,756777857,service,False,3.681,"LINESTRING (-6.8662978 33.9735033, -6.8663273 33.9735256)",,Route_Sport,20,parking_aisle,,,
7068175084,7068187985,0,756777857,service,False,6.018,"LINESTRING (-6.8662764 33.9734766, -6.8662549 33.9734255)",,Route_Sport,20,parking_aisle,,,
7068175084,7068175083,0,756777857,service,False,3.565,"LINESTRING (-6.8662764 33.9734766, -6.8662978 33.9735033)",,Route_Sport,20,parking_aisle,,,
7068187985,7068187986,0,756777857,service,False,4.847,"LINESTRING (-6.8662549 33.9734255, -6.8662273 33.9733884)",,Route_Sport,20,parking_aisle,,,
7068187985,7068175084,0,756777857,service,False,6.018,"LINESTRING (-6.8662549 33.9734255, -6.8662764 33.9734766)",,Route_Sport,20,parking_aisle,,,
7068187986,7068187987,0,756777857,service,False,3.673,"LINESTRING (-6.8662273 33.9733884, -6.8662217 33.9733557)",,Route_Sport,20,parking_aisle,,,
7068187986,7068187985,0,756777857,service,False,4.847,"LINESTRING (-6.8662273 33.9733884, -6.8662549 33.9734255)",,Route_Sport,20,parking_aisle,,,
7068187987,7068187988,0,756777857,service,False,4.257,"LINESTRING (-6.8662217 33.9733557, -6.866231 33.9733182)",,Route_Sport,20,parking_aisle,,,
