u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,bridge,access,width,tunnel,area,junction,service
260697818,263777256,0,89574425,True,2,Calle 32,secondary,168.142,"LINESTRING (-74.0703037 4.6204403, -74.0703561 4.6204731, -74.07037510000001 4.620485, -74.07038180000001 4.6204892, -74.0704648 4.620537, -74.0706507 4.6206344, -74.0708941 4.6207615, -74.07103859999999 4.6208186, -74.0711501 4.6208599, -74.0714239 4.6209279, -74.0717097 4.6209601)",,,,,,,,
260697848,264154063,0,"[89716890, 89725261]",True,"['1', '2']",Calle 36,tertiary,123.298,"LINESTRING (-74.0689928 4.6245993, -74.0690439 4.6246136, -74.0691279 4.6246257, -74.0691877 4.6246376, -74.0692652 4.6246499, -74.06964840000001 4.6247109, -74.07008980000001 4.6247812)",,,,,,,,
260697848,3894445382,0,89716887,True,2,Avenida Carrera 14,trunk,360.511,"LINESTRING (-74.0689928 4.6245993, -74.0688469 4.6253556, -74.0687578 4.6258368, -74.0686923 4.6261871, -74.0684284 4.627703, -74.0684117 4.6277892)",30,,,,,,,
260697850,264154086,0,"[375276904, 89716908]",True,"['1', '2']",Diagonal 40A,tertiary,262.89000000000004,"LINESTRING (-74.0683956 4.6279203, -74.068455 4.6279678, -74.06854559999999 4.6280351, -74.0686043 4.628082, -74.0686347 4.6281067, -74.0686534 4.6281218, -74.0695185 4.6288229, -74.0701779 4.6293656, -74.0702351 4.6294127)",30,,,,,,,
260697850,264153866,0,89716896,True,2,Avenida Carrera 14,trunk,133.35399999999998,"LINESTRING (-74.0683956 4.6279203, -74.0683834 4.6280026, -74.0682937 4.6286095, -74.068197 4.6291028)",30,,,,,,,
261817152,312656482,0,"[655514737, 89875093]",True,2,Calle 66,"['tertiary', 'secondary']",89.494,"LINESTRING (-74.0707598 4.6573861, -74.0707283 4.657287, -74.0706962 4.657235, -74.070678 4.6572126, -74.0701937 4.656838)",,,,,,,,
261817152,903701496,0,89878137,True,3,Avenida Carrera 24,secondary,156.257,"LINESTRING (-74.0707598 4.6573861, -74.0713114 4.6565499, -74.0714479 4.6563355, -74.07151949999999 4.6562029)",30,,,,,,,
261817156,261817158,0,655514737,True,2,Calle 66,tertiary,102.651,"LINESTRING (-74.06844169999999 4.6555961, -74.0676749 4.6550783)",,,,,,,,
261817156,253762143,0,89890128,True,2,Carrera 20,tertiary,155.789,"LINESTRING (-74.06844169999999 4.6555961, -74.0676916 4.656781)",30,,,,,,,
261817158,310666531,0,734633047,True,3,Carrera 19,residential,110.057,"LINESTRING (-74.0676749 4.6550783, -74.0682168 4.6542489)",,,,,,,,
261817158,283255669,0,655514737,True,2,Calle 66,tertiary,112.196,"LINESTRING (-74.0676749 4.6550783, -74.06712899999999 4.6547451, -74.0668015 4.6545688)",,,,,,,,
261817164,3236651040,0,"[655514737, 89626707, 638336486]",True,2,Calle 66,"['tertiary', 'residential']",397.196,"LINESTRING (-74.06500870000001 4.6536541, -74.06407299999999 4.653176, -74.0640246 4.6531513, -74.06395449999999 4.6531171, -74.0638604 4.6530711, -74.06381639999999 4.6530496, -74.06377980000001 4.6530318, -74.0630006 4.6526513, -74.0622832 4.652271, -74.0618219 4.6520208)",,,,,,,,
261817164,312655769,0,734633052,True,2,Carrera 15,residential,77.872,"LINESTRING (-74.06500870000001 4.6536541, -74.0650904 4.6531933, -74.0651282 4.652964)",30,,,,,,,
262567507,260697848,0,24350403,True,1,Calle 36,residential,145.166,"LINESTRING (-74.06770229999999 4.6243767, -74.0683626 4.6244983, -74.06892569999999 4.6245886, -74.0689928 4.6245993)",,,,,,,,
263369125,263732254,0,533689873,True,2,Calle 52,residential,61.664,"LINESTRING (-74.07002249999999 4.6400363, -74.0694747 4.6399393)",30,,,,,,,
263369128,263369125,0,533689872,True,2,Calle 52,residential,13.528,"LINESTRING (-74.070143 4.6400557, -74.07002249999999 4.6400363)",30,,,,,,,
263369128,263732284,0,89759991,True,2,Carrera 18,tertiary,111.761,"LINESTRING (-74.070143 4.6400557, -74.0703058 4.6390638)",30,,,,,,,
263544125,263544306,0,534582386,True,2,Calle 53B,footway,56.807,"LINESTRING (-74.07372789999999 4.6430911, -74.073234 4.6429545)",30,,,,,,,
263544125,5173740016,0,375279810,False,2,Carrera 24,tertiary,39.311,"LINESTRING (-74.07372789999999 4.6430911, -74.0737249 4.6431072, -74.0736912 4.6432481, -74.0736514 4.6433326, -74.0735931 4.6434127)",30,,,,,,,
263544136,264153902,0,343709216,True,2,Carrera 24,tertiary,166.421,"LINESTRING (-74.0748349 4.6263145, -74.07487690000001 4.6263853, -74.0749448 4.6265002, -74.0750001 4.6266147, -74.0750492 4.6267597, -74.07508559999999 4.6268836, -74.0751204 4.627046, -74.0751497 4.6272853, -74.0751648 4.6275193, -74.0751684 4.627642, -74.07516990000001 4.6276773, -74.07517230000001 4.6277494)",,,,,,,,
263544144,6313488092,0,"[89748763, 674159031]",True,2,Carrera 24,"['tertiary', 'cycleway']",164.23799999999997,"LINESTRING (-74.0749185 4.632458, -74.0749232 4.6324933, -74.07496020000001 4.6326989, -74.0751109 4.6333064, -74.0752715 4.6333628, -74.0752856 4.6333712, -74.07530180000001 4.633382, -74.0753292 4.6334122, -74.07535729999999 4.6334517, -74.0753746 4.6335048, -74.0753811 4.6335666, -74.0753812 4.6336257, -74.0753843 4.6336822, -74.07539749999999 4.6337595)",,,,,,,,
263544149,263544151,0,"[89725097, 89725276]",True,2,"['Carrera 24 (Parkway)', 'Carrera 24']",tertiary,280.931,"LINESTRING (-74.07526590000001 4.6303114, -74.0753725 4.6292288, -74.0753746 4.6292119, -74.07537809999999 4.6291727, -74.0753832 4.6291249, -74.07538529999999 4.6291087, -74.0754894 4.6280341, -74.0755016 4.6278559, -74.0755027 4.6278436, -74.075504 4.6277963)",,,,,,,,
263544149,264153892,0,24350394,False,2,Calle 40,residential,97.12899999999999,"LINESTRING (-74.07526590000001 4.6303114, -74.07533530000001 4.6303189, -74.07613929999999 4.6303828)",30,,,,,,,
263544151,4004473097,0,147216656,True,2,Carrera 24,tertiary,104.27,"LINESTRING (-74.075504 4.6277963, -74.07550209999999 4.6277053, -74.07547700000001 4.6272501, -74.07545260000001 4.6270824, -74.07540400000001 4.6268664)",,,,,,,,
263544151,264154390,0,89574226,True,2,Calle 39,residential,88.30900000000001,"LINESTRING (-74.075504 4.6277963, -74.07556169999999 4.6278008, -74.07630020000001 4.627825)",,,,,,,,
263732478,264157127,0,675557366,False,2,Carrera 26,residential,226.12900000000002,"LINESTRING (-74.0763378 4.6360819, -74.07613859999999 4.6371164, -74.0759824 4.6380842)",30,,,,,,,
263776814,2863283611,0,89725247,True,2,Transversal 17,tertiary,15.366,"LINESTRING (-74.0712066 4.6300918, -74.071113 4.6300759, -74.0710922 4.6300765, -74.0710713 4.6300858)",,,,,,,,
263776814,263776816,0,677989002,True,2,Diagonal 40A,tertiary,137.873,"LINESTRING (-74.0712066 4.6300918, -74.07084209999999 4.629771, -74.07026380000001 4.629283)",30,,,,,,,
263776874,263776959,0,89725279,True,2,Diagonal 40A Bis,tertiary,101.171,"LINESTRING (-74.07101919999999 4.6302341, -74.0701301 4.630028)",30,,,,,,,
263776874,263776877,0,"[814601052, 814601053, 89725231]",True,,Carrera 17,tertiary,18.786,"LINESTRING (-74.07101919999999 4.6302341, -74.07101350000001 4.6302569, -74.0709856 4.6303679, -74.0709781 4.630398)",30,yes,,,,,,
263776957,263776814,0,375277192,True,2,Diagonal 40A,tertiary,49.692,"LINESTRING (-74.0715122 4.6304188, -74.0712066 4.6300918)",30,,,,,,,
263776957,263776874,0,24324760,True,1,Diagonal 40A Bis,tertiary,58.678,"LINESTRING (-74.0715122 4.6304188, -74.0712643 4.6302972, -74.07101919999999 4.6302341)",,,,,,,,
263776990,264153912,0,24324768,True,2,Transversal 17A Bis,tertiary,106.529,"LINESTRING (-74.0722243 4.625174, -74.0725391 4.6260792)",30,,,,,,,
263776990,1039801519,0,677989004,True,2,Calle 36,tertiary,131.35000000000002,"LINESTRING (-74.0722243 4.625174, -74.0727476 4.6252732, -74.07339229999999 4.625373)",30,,,,,,,
263777109,264154378,0,375277192,True,2,Diagonal 40A,tertiary,75.186,"LINESTRING (-74.0723012 4.6311081, -74.071793 4.6306602)",30,,,,,,,
263777109,263777113,0,"[814601048, 89748954, 814252355]",True,2,Carrera 19,tertiary,27.031,"LINESTRING (-74.0723012 4.6311081, -74.0722931 4.6311426, -74.0722827 4.631187, -74.0722547 4.631302, -74.0722444 4.6313445)",30,yes,,,,,,
263777256,263777145,0,89574425,True,2,Calle 32,secondary,291.971,"LINESTRING (-74.0717097 4.6209601, -74.0719149 4.6209538, -74.07212869999999 4.6209259, -74.0721952 4.6209105, -74.0723105 4.6208839, -74.07241260000001 4.6208602, -74.0726782 4.620792, -74.0735694 4.620571, -74.0742769 4.6203946)",,,,,,,,
263777256,264153975,0,89527076,True,2,Carrera 16,residential,67.057,"LINESTRING (-74.0717097 4.6209601, -74.07165329999999 4.6212792, -74.07160469999999 4.621554)",30,,,,,,,
264153893,263544144,0,"[89724961, 394984074]",True,2,Carrera 24,tertiary,227.093,"LINESTRING (-74.0749235 4.6304222, -74.0749079 4.6306085, -74.07487159999999 4.6310575, -74.0748475 4.6313888, -74.07484940000001 4.6314598, -74.0748498 4.6315395, -74.074859 4.6319375, -74.0749052 4.6323602, -74.0749185 4.632458)",,,,,,,,
264153893,263777034,0,89725218,False,2,Calle 40,residential,264.81600000000003,"LINESTRING (-74.0749235 4.6304222, -74.0743693 4.6303397, -74.07388640000001 4.6302442, -74.0732467 4.6301183, -74.07264240000001 4.6300206, -74.0725709 4.630009)",30,,,,,,,
264153902,264153893,0,"[89724961, 89724959]",True,2,"['Carrera 24 (Parkway)', 'Carrera 24']",tertiary,298.528,"LINESTRING (-74.07517230000001 4.6277494, -74.0751731 4.627821, -74.0750819 4.6287231, -74.0750714 4.6288592, -74.0750462 4.6291146, -74.07504369999999 4.6291356, -74.07504110000001 4.6291607, -74.0750156 4.6294395, -74.0750067 4.6295332, -74.0749235 4.6304222)",30,,,,,,,
264153902,264154300,0,658185537,False,3,Calle 39,residential,162.33100000000002,"LINESTRING (-74.07517230000001 4.6277494, -74.0751234 4.627742, -74.0750999 4.6277385, -74.0743781 4.6276297, -74.073724 4.6275319)",,,,,,,,
264153902,263544151,0,778332455,True,3,Calle 39,residential,37.14,"LINESTRING (-74.07517230000001 4.6277494, -74.0754621 4.6277929, -74.075504 4.6277963)",,,,,,,,
264154063,264154097,0,532379051,True,2,Calle 36,tertiary,102.402,"LINESTRING (-74.07008980000001 4.6247812, -74.0709974 4.6249536)",30,,,,,,,
264154063,264154059,0,89725194,True,2,Carrera 15,residential,183.84,"LINESTRING (-74.07008980000001 4.6247812, -74.07013190000001 4.6245451, -74.07024199999999 4.6239251, -74.0703438 4.6233518, -74.07037889999999 4.6231532)",30,,,,,,,
264154086,2863283611,0,89716908,True,2,Diagonal 40A,tertiary,119.126,"LINESTRING (-74.0702351 4.6294127, -74.0710713 4.6300858)",30,,,,,,,
264154086,263776959,0,89720050,True,2,Carrera 16,residential,69.401,"LINESTRING (-74.0702351 4.6294127, -74.0701301 4.630028)",30,,,,,,,
264154097,263776990,0,677989004,True,2,Calle 36,tertiary,138.176,"LINESTRING (-74.0709974 4.6249536, -74.0719101 4.6251219, -74.0722243 4.625174)",30,,,,,,,
264154097,264153917,0,677989003,True,2,Carrera 16,residential,119.679,"LINESTRING (-74.0709974 4.6249536, -74.0708128 4.6259315, -74.0707981 4.6260114)",35,,,,,,,
264154378,263776957,0,375277192,True,2,Diagonal 40A,tertiary,41.098,"LINESTRING (-74.071793 4.6306602, -74.0715122 4.6304188)",30,,,,,,,
264154378,264154374,0,89725224,False,2,Carrera 18A,residential,374.64500000000004,"LINESTRING (-74.071793 4.6306602, -74.0719314 4.6299125, -74.0720973 4.6290522, -74.07226420000001 4.628265, -74.07242479999999 4.6273506)",30,,,,,,,
264157127,263369459,0,675557365,True,2,Calle 49,residential,69.337,"LINESTRING (-74.0759824 4.6380842, -74.0765969 4.6382012)",,,,,,,,
264157127,263732478,0,675557366,False,2,Carrera 26,residential,226.12900000000002,"LINESTRING (-74.0759824 4.6380842, -74.07613859999999 4.6371164, -74.0763378 4.6360819)",30,,,,,,,
264157127,264157125,0,89759390,False,2,Carrera 26,residential,213.845,"LINESTRING (-74.0759824 4.6380842, -74.07581380000001 4.6390059, -74.0756382 4.6399765)",30,,,,,,,
283255669,310666620,0,655514737,True,2,Calle 66,tertiary,104.296,"LINESTRING (-74.0668015 4.6545688, -74.0659629 4.6541432)",,,,,,,,
283255669,283255690,0,89868262,True,3,Avenida Carrera 17,tertiary,153.125,"LINESTRING (-74.0668015 4.6545688, -74.0667636 4.6546446, -74.06644729999999 4.655162, -74.0660815 4.6557437)",30,,,,,,,
310666620,261817164,0,655514737,True,2,Calle 66,tertiary,118.918,"LINESTRING (-74.0659629 4.6541432, -74.06500870000001 4.6536541)",,,,,,,,
310666620,310666622,0,675560588,True,2,Carrera 16,residential,155.536,"LINESTRING (-74.0659629 4.6541432, -74.06592310000001 4.6541924, -74.0658148 4.6542542, -74.06576630000001 4.6543044, -74.06575220000001 4.6543514, -74.06570189999999 4.6546266, -74.0656886 4.6547287, -74.0655837 4.6554307)",30,,,,,,,
312655767,310666622,0,89874714,False,2,Calle 67,tertiary,104.068,"LINESTRING (-74.0647819 4.6549436, -74.0655837 4.6554307)",30,,,,,,,
312655767,261817164,0,89874769,True,2,Carrera 15,residential,145.59,"LINESTRING (-74.0647819 4.6549436, -74.0649009 4.654209, -74.06500870000001 4.6536541)",30,,,,,,,
312655767,312655765,0,89875176,True,2,Carrera 15,residential,208.642,"LINESTRING (-74.0647819 4.6549436, -74.0646745 4.6556579, -74.0646387 4.6557412, -74.0646083 4.6558144, -74.0645214 4.6559376, -74.0640983 4.6566567)",30,,,,,,,
312655767,678455710,0,439831819,False,2,Calle 67,tertiary,137.625,"LINESTRING (-74.0647819 4.6549436, -74.0640504 4.6544604, -74.0637411 4.6542687)",30,,,,,,,
312656482,261817156,0,655514737,True,2,Calle 66,tertiary,238.291,"LINESTRING (-74.0701937 4.656838, -74.0696342 4.656442, -74.0693481 4.6562378, -74.0690527 4.6560408, -74.06844169999999 4.6555961)",,,,,,,,
312656482,312656480,0,89878223,True,2,Carrera 23,residential,148.29,"LINESTRING (-74.0701937 4.656838, -74.069834 4.6573148, -74.0694204 4.6579258)",30,,,,,,,
871073017,1833722136,0,28299065,False,,Calle 150A,tertiary,9.882,"LINESTRING (-74.0945222 4.7494759, -74.09460300000001 4.7495135)",,,,,,,,
871073017,6016105185,0,545717038,False,,,cycleway,5.702,"LINESTRING (-74.0945222 4.7494759, -74.09454390000001 4.7494294)",,,,,,,,
871073017,4913349660,0,28299065,False,,Calle 150A,tertiary,192.50900000000001,"LINESTRING (-74.0945222 4.7494759, -74.09418239999999 4.7493175, -74.0936442 4.7490666, -74.092947 4.7487458)",,,,,,,,
871073017,1340736338,0,545717038,False,,,cycleway,1147.848,"LINESTRING (-74.0945222 4.7494759, -74.09437010000001 4.7497676, -74.0942446 4.7500085, -74.0941184 4.7502513, -74.0939128 4.7506459, -74.09375559999999 4.7509437, -74.09363310000001 4.7511852, -74.09353729999999 4.751374, -74.0934415 4.751557, -74.09327380000001 4.7518691, -74.0930779 4.7522336, -74.0926468 4.7530606, -74.09246690000001 4.7533984, -74.0923968 4.7535174, -74.09223540000001 4.7537815, -74.09209869999999 4.7540173, -74.092055 4.7540577, -74.09199719999999 4.7540946, -74.09201210000001 4.7541243, -74.0920363 4.7541562, -74.0920112 4.7542323, -74.0919727 4.7543341, -74.0919279 4.7543342, -74.0918807 4.7543402, -74.0918944 4.7544485, -74.0918853 4.7545172, -74.0915919 4.7550667, -74.0915126 4.755219, -74.0912599 4.7556895, -74.0910334 4.7561438, -74.09095019999999 4.7563086, -74.0907978 4.7566104, -74.0904728 4.7572047, -74.0902936 4.7575042, -74.0901703 4.7577591, -74.08990060000001 4.7582836, -74.0897397 4.7584915)",,,,,,,,
891288251,260697850,0,675552252,True,2,Diagonal 40A,tertiary,156.714,"LINESTRING (-74.067144 4.6273217, -74.0672119 4.6273248, -74.0673822 4.6273443, -74.0674922 4.6273726, -74.0676622 4.6274437, -74.0679105 4.6275832, -74.0681304 4.6277259, -74.06835270000001 4.6278888, -74.0683956 4.6279203)",,,,,,,,
891288251,4898195178,0,75498314,False,,,cycleway,534.331,"LINESTRING (-74.067144 4.6273217, -74.0670744 4.627741, -74.0670128 4.6281391, -74.0668814 4.6289882, -74.0667407 4.6297799, -74.0666538 4.6302681, -74.0666425 4.6303404, -74.06656220000001 4.6308543, -74.0664616 4.6314029, -74.06635319999999 4.6320617)",,,,,,,,
891288251,5103638523,0,675552249,False,,,cycleway,786.9559999999999,"LINESTRING (-74.067144 4.6273217, -74.06717070000001 4.6271245, -74.067385 4.6259422, -74.0675414 4.6250876, -74.06758619999999 4.6248094, -74.0676066 4.6246665, -74.0676536 4.6243868, -74.0677063 4.6240566, -74.067896 4.6228826, -74.06805540000001 4.6219397, -74.0683093 4.6205412, -74.0683446 4.6203468)",,,,,,,,
1039801519,6320139535,0,677989006,True,2,Calle 36,tertiary,81.413,"LINESTRING (-74.07339229999999 4.625373, -74.0741156 4.6255007)",,,,,,,,
1039801519,263544160,0,677989005,True,2,Carrera 19,tertiary,71.29599999999999,"LINESTRING (-74.07339229999999 4.625373, -74.0734734 4.6249269, -74.07349019999999 4.6248345, -74.07350700000001 4.6247421)",30,,,,,,,
1833722136,871073017,0,28299065,False,,Calle 150A,tertiary,9.882,"LINESTRING (-74.09460300000001 4.7495135, -74.0945222 4.7494759)",,,,,,,,
2863283593,6353007658,0,"[147216656, 675557370, 397668604]",True,2,"['Diagonal 36 Bis', 'Carrera 24']","['tertiary', 'cycleway']",188.11700000000002,"LINESTRING (-74.07531539999999 4.6265427, -74.0752813 4.6264744, -74.0751863 4.6263044, -74.0751252 4.6262137, -74.0750785 4.6261433, -74.07503060000001 4.6260895, -74.07491659999999 4.6259615, -74.07479859999999 4.6258377, -74.0747413 4.6257899, -74.07467029999999 4.6257239, -74.0744608 4.6255521, -74.07432489999999 4.6254504, -74.07412669999999 4.6254942)",,,,,,,,
2863283611,263776874,0,675552245,True,2,Transversal 17,tertiary,17.472,"LINESTRING (-74.0710713 4.6300858, -74.07101919999999 4.6302341)",,,,,,,,
3236651040,3236651039,0,317405829,False,,,cycleway,93.198,"LINESTRING (-74.0618219 4.6520208, -74.0614849 4.6527887)",,,no,,,,,
3236651040,3236651042,0,675560590,False,,,cycleway,202.389,"LINESTRING (-74.0618219 4.6520208, -74.0621981 4.6512251, -74.0625545 4.6504813, -74.0625718 4.6504494, -74.0626065 4.6503773)",,,no,,,,,
3757633741,476899004,0,748793154,False,2,Carrera 88C,tertiary,118.485,"LINESTRING (-74.1785952 4.631673, -74.177627 4.6321248)",30,,,,,,,
3757633741,6061573415,0,648658788,False,,Calle 49 Sur,tertiary,146.296,"LINESTRING (-74.1785952 4.631673, -74.178473 4.6314095, -74.17836 4.6311661, -74.17823610000001 4.6308988, -74.1781549 4.6307219, -74.17803910000001 4.6304798)",,,,,,,,
3757633741,7002636504,0,"[748793154, 644545946]",False,2,Carrera 88C,tertiary,1611.5179999999996,"LINESTRING (-74.1785952 4.631673, -74.1788956 4.6315396, -74.17916080000001 4.6314226, -74.1793954 4.6313192, -74.1794343 4.631302, -74.1799468 4.631076, -74.1801677 4.6309785, -74.1802747 4.6309313, -74.1805993 4.6307882, -74.1810996 4.6305634, -74.1813022 4.6304781, -74.18157619999999 4.6303572, -74.1818581 4.6302327, -74.1819521 4.6301912, -74.18233189999999 4.6300235, -74.18278119999999 4.6298251, -74.18297560000001 4.6297393, -74.1831686 4.6296508, -74.18339810000001 4.6295456, -74.1835633 4.6294698, -74.1838173 4.6293533, -74.1845647 4.629005, -74.1852501 4.6286768, -74.1854259 4.6285899, -74.18560239999999 4.6285026, -74.1865727 4.6280269, -74.1873317 4.6276909, -74.1874971 4.6276183, -74.1882708 4.6272788, -74.1883646 4.6272377, -74.1886787 4.6271148, -74.1889456 4.6270105, -74.1891608 4.6269263, -74.18922329999999 4.6269018, -74.1896718 4.6267264, -74.18995169999999 4.6266169, -74.19040889999999 4.62644, -74.19051020000001 4.6264012, -74.19083139999999 4.6262782, -74.1911652 4.6261503, -74.19153590000001 4.6260021, -74.1917667 4.6259098, -74.1919046 4.625851)",30,,,,,,,
3784643494,6061573415,0,648658788,False,,Calle 49 Sur,tertiary,56.84499999999999,"LINESTRING (-74.1778175 4.6300188, -74.17794000000001 4.6302668, -74.17802570000001 4.6304515, -74.17803910000001 4.6304798)",,,,,,,,
4004473097,2863283593,0,147216656,True,2,Carrera 24,tertiary,37.309,"LINESTRING (-74.07540400000001 4.6268664, -74.07531539999999 4.6265427)",,,,,,,,
4004473097,4004473089,0,89574341,True,,Carrera 24,residential,33.362,"LINESTRING (-74.07540400000001 4.6268664, -74.07544249999999 4.6266249, -74.0754513 4.6265701)",30,,,,,,,
4913349660,871073017,0,28299065,False,,Calle 150A,tertiary,192.50900000000001,"LINESTRING (-74.092947 4.7487458, -74.0936442 4.7490666, -74.09418239999999 4.7493175, -74.0945222 4.7494759)",,,,,,,,
5550520051,6397142938,0,"[88893504, 231047525, 597171711]",True,3,Avenida Carrera 7,"['tertiary', 'primary']",434.55999999999995,"LINESTRING (-74.0701777 4.6100053, -74.0700981 4.6102054, -74.0700722 4.6102886, -74.07005239999999 4.6103625, -74.0699627 4.6107927, -74.06990140000001 4.6110869, -74.06988200000001 4.6111796, -74.06987220000001 4.6112267, -74.0697984 4.6115347, -74.0697692 4.6116522, -74.0697418 4.6117649, -74.0696767 4.6121111, -74.0696657 4.6121618, -74.0696228 4.6123465, -74.0696195 4.6124081, -74.06951530000001 4.6129105, -74.06940299999999 4.6135499, -74.06938719999999 4.6136836, -74.0693838 4.6138243)",30,yes,,,,,,
6061573415,3784643494,0,648658788,False,,Calle 49 Sur,tertiary,56.845,"LINESTRING (-74.17803910000001 4.6304798, -74.17802570000001 4.6304515, -74.17794000000001 4.6302668, -74.1778175 4.6300188)",,,,,,,,
6061573415,3757633741,0,648658788,False,,Calle 49 Sur,tertiary,146.296,"LINESTRING (-74.17803910000001 4.6304798, -74.1781549 4.6307219, -74.17823610000001 4.6308988, -74.17836 4.6311661, -74.178473 4.6314095, -74.1785952 4.631673)",,,,,,,,
6061573415,6061531438,0,643149003,False,,,cycleway,254.587,"LINESTRING (-74.17803910000001 4.6304798, -74.1780116 4.6304935, -74.1782211 4.6309511, -74.1785015 4.6315653, -74.17850919999999 4.631593, -74.1785122 4.6316191, -74.17850610000001 4.6316452, -74.1784845 4.6316682, -74.17780519999999 4.6319976, -74.17760850000001 4.6320855)",,,,,,,,
6061573415,6089562958,0,643149003,False,,,cycleway,902.7549999999999,"LINESTRING (-74.17803910000001 4.6304798, -74.1783192 4.6303412, -74.17856620000001 4.6302193, -74.1788516 4.630083, -74.1796459 4.6297108, -74.1805222 4.6292939, -74.18056919999999 4.6292201, -74.18136269999999 4.6288718, -74.1821832 4.6284929, -74.1832708 4.6280373, -74.1837979 4.6277474, -74.1839226 4.6276735, -74.1840596 4.6275908, -74.184174 4.6275279, -74.184333 4.6274523, -74.184557 4.6273487, -74.18476649999999 4.6272595, -74.18537000000001 4.6269832)",,,,,,,,
6313418584,263544125,0,675557361,True,2,Calle 53B,residential,547.852,"LINESTRING (-74.0785805 4.6440283, -74.07828360000001 4.6439767, -74.0780594 4.643937, -74.0776554 4.6438657, -74.0775405 4.6438454, -74.07708839999999 4.6437655, -74.0766375 4.6436752, -74.076351 4.6436179, -74.0761554 4.6435788, -74.075667 4.643481, -74.0754039 4.6434283, -74.0746139 4.6432716, -74.0738892 4.6431237, -74.07372789999999 4.6430911)",30,,,,,,,
6313418584,983036608,0,"[675557360, 58294899, 58293679]",False,,,cycleway,1104.5120000000002,"LINESTRING (-74.0785805 4.6440283, -74.0785755 4.6440536, -74.07855669999999 4.6441814, -74.0785515 4.6443202, -74.0785501 4.6443664, -74.0785509 4.6444616, -74.07855170000001 4.6445469, -74.07854519999999 4.6447502, -74.0784824 4.6448222, -74.0783862 4.6462352, -74.07837929999999 4.646419, -74.0783697 4.6467226, -74.0783429 4.6470942, -74.0782865 4.6471637, -74.0782842 4.6472511, -74.0782785 4.6473001, -74.0782878 4.6473781, -74.0782378 4.6480393, -74.07820220000001 4.6484858, -74.0781953 4.648578, -74.0781181 4.6493526, -74.07807510000001 4.649936, -74.0780512 4.6502942, -74.0780425 4.6504065, -74.0780127 4.6507244, -74.0780022 4.6508557, -74.07798080000001 4.6510936, -74.07796070000001 4.6512141, -74.0779083 4.651377, -74.0778858 4.6516823, -74.0778801 4.6517649, -74.0778722 4.6518782, -74.0778936 4.6520467, -74.0778509 4.6520979, -74.07783689999999 4.6521241, -74.0779007 4.6521894, -74.0779422 4.652263, -74.0779617 4.6523278, -74.0779057 4.6528714, -74.07792329999999 4.6529404, -74.07792569999999 4.6529954, -74.07784770000001 4.6538182)",,,,,,,,
6313418584,6313420785,0,675557363,False,,,cycleway,642.529,"LINESTRING (-74.0785805 4.6440283, -74.078586 4.6440009, -74.0786088 4.6438304, -74.0786365 4.6435295, -74.0786841 4.6428075, -74.0786885 4.6427386, -74.0787026 4.6425152, -74.0787047 4.6424814, -74.0787387 4.641858, -74.0787955 4.6411847, -74.07882789999999 4.6406018, -74.07883409999999 4.6404911, -74.0788371 4.6404366, -74.07891170000001 4.6393128, -74.0789307 4.6390106, -74.0789778 4.6384317, -74.0789825 4.6382944, -74.07898350000001 4.6382649)",,,,,,,,
6313487668,263732478,0,89759289,True,1,Transversal 25A,residential,193.236,"LINESTRING (-74.0755449 4.6345461, -74.0759642 4.6353053, -74.07603880000001 4.6354303, -74.07622360000001 4.635742, -74.0763347 4.6359886, -74.0763378 4.6360819)",,,,,,,,
6313487668,6326464008,0,"[533629011, 674159028]",False,,,cycleway,97.055,"LINESTRING (-74.0755449 4.6345461, -74.0754201 4.6343442, -74.0754089 4.6343122, -74.0754122 4.6342719, -74.07542460000001 4.6342451, -74.07544780000001 4.6342148, -74.07548970000001 4.6341699, -74.07554399999999 4.6341127, -74.0756061 4.6340251, -74.0756629 4.6339209, -74.0757019 4.6338446, -74.0757203 4.6338066)",,,,,,,,
6320139535,263544136,0,89725253,True,2,Diagonal 36 Bis,tertiary,121.94500000000001,"LINESTRING (-74.0741156 4.6255007, -74.0741756 4.6255262, -74.0743367 4.6256702, -74.07444150000001 4.6257797, -74.0744766 4.6258188, -74.0746224 4.6259974, -74.0747598 4.6261838, -74.0747945 4.626244, -74.0748349 4.6263145)",,,,,,,,
6320139535,264154300,0,89720066,True,2,Carrera 20,residential,229.995,"LINESTRING (-74.0741156 4.6255007, -74.0739543 4.6263062, -74.073724 4.6275319)",30,,,,,,,
6397142938,6635750663,0,682980660,False,,,cycleway,2.487,"LINESTRING (-74.0693838 4.6138243, -74.06940350000001 4.613835)",,,,,,,,
