u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,access,bridge,junction,area,service,width,tunnel
253761985,264154273,0,67287311,True,2,Calle 33,residential,30,148.39000000000001,"LINESTRING (-74.0677141 4.6200653, -74.0677924 4.6201028, -74.06824640000001 4.6203201, -74.068313 4.6203437, -74.0683446 4.6203468, -74.0683908 4.6203406, -74.068451 4.6203151, -74.0685055 4.6203067, -74.0685678 4.6203103, -74.0686236 4.6203351, -74.068904 4.6205525)",,,,,,,
253761985,5406620276,0,"[89718072, 311788188, 529509108]",True,"['3', '2']",Avenida Carrera 7,primary,30,376.546,"LINESTRING (-74.0677141 4.6200653, -74.0678484 4.6197567, -74.0679152 4.6196039, -74.06816430000001 4.6190776, -74.068327 4.618617, -74.0685118 4.6181171, -74.0685661 4.6179861, -74.0686676 4.6177466, -74.0687123 4.6176176, -74.0687355 4.6175561, -74.0687504 4.6175166, -74.0687564 4.6175002, -74.06883089999999 4.6173013, -74.0689038 4.6170587, -74.0689483 4.6169142)",,,,,,,
253762072,312644380,0,28457634,False,2,Carrera 19B,residential,30,114.602,"LINESTRING (-74.057789 4.6731292, -74.0573715 4.6740721)",,,,,,,
253762072,312644380,1,"[89580906, 28457627, 37319693]",False,2,"['Carrera 19C', 'Calle 87', 'Calle 86A']",residential,30,246.87099999999998,"LINESTRING (-74.057789 4.6731292, -74.0583429 4.6733639, -74.0578735 4.6743179, -74.0575046 4.6741463, -74.0573715 4.6740721)",,,,,,,
253762072,268083093,0,28457634,False,2,Carrera 19B,residential,30,175.784,"LINESTRING (-74.057789 4.6731292, -74.0578591 4.6729977, -74.0579771 4.6727673, -74.0584794 4.6717062)",,,,,,,
253762112,310914045,0,23430419,True,2,Calle 74,tertiary,30,53.756,"LINESTRING (-74.07210000000001 4.6689115, -74.07206480000001 4.6688809, -74.0717205 4.6686105)",,,,,,,
253762115,264718127,0,89616068,False,2,Carrera 13,residential,30,103.668,"LINESTRING (-74.0591622 4.6602465, -74.0596841 4.6594728)",,,,,,,
253762115,254347520,0,"[89616068, 639468918]",False,2,Carrera 13,residential,30,247.26000000000002,"LINESTRING (-74.0591622 4.6602465, -74.05851610000001 4.6611368, -74.0579977 4.6618946, -74.05788029999999 4.6620662)",,,,,,,
253762115,263470968,0,89616122,True,3,Calle 74,tertiary,30,227.302,"LINESTRING (-74.0591622 4.6602465, -74.05757370000001 4.6591512, -74.0575063 4.659053)",,,,,,,
253762143,312656480,0,89874997,False,2,Calle 67,tertiary,30,230.06599999999997,"LINESTRING (-74.0676916 4.656781, -74.06833930000001 4.6571896, -74.0688555 4.6575376, -74.0694204 4.6579258)",,,,,,,
253762143,283255690,0,"[89874714, 89874997]",False,2,Calle 67,tertiary,30,212.483,"LINESTRING (-74.0676916 4.656781, -74.06691669999999 4.656291, -74.0660815 4.6557437)",,,,,,,
253762143,976533136,0,89890128,True,2,Carrera 20,tertiary,30,198.13099999999997,"LINESTRING (-74.0676916 4.656781, -74.0672945 4.6573815, -74.06699279999999 4.6578529, -74.0667059 4.6582673)",,,,,,,
253762149,2807693387,0,89616129,True,2,Calle 77,residential,30,76.667,"LINESTRING (-74.0581846 4.6631389, -74.0576003 4.6627698)",,,,,,,
253762181,312649221,0,23502415,True,2,Carrera 23,residential,30,110.021,"LINESTRING (-74.06423770000001 4.6661331, -74.0645102 4.6657098, -74.06477169999999 4.665299)",,,,,,,
253762181,312649899,0,"[89901752, 734633051, 734633940, 89901652]",True,"['1', '4', '2']",Calle 76,tertiary,30,516.942,"LINESTRING (-74.06423770000001 4.6661331, -74.0647798 4.6664885, -74.0648085 4.666533, -74.0648182 4.6665724, -74.06482920000001 4.666621, -74.06484330000001 4.6667091, -74.06486339999999 4.6667385, -74.0655297 4.6671762, -74.06602700000001 4.6675076, -74.06654140000001 4.6678379, -74.06703539999999 4.6681618, -74.0673987 4.6684829, -74.0679366 4.6688668)",,,,,,,
253762292,263470965,0,89618028,True,3,Avenida Carrera 11,secondary,30,101.647,"LINESTRING (-74.0556818 4.661731, -74.05618920000001 4.6609695)",,,,,,,
253845435,267899265,0,24435327,True,2,Calle 82,tertiary,30,182.72199999999998,"LINESTRING (-74.05634860000001 4.6677915, -74.0558951 4.6675102, -74.055643 4.6673625, -74.05546560000001 4.6672582, -74.0549398 4.666938)",,,,,,,
253845435,265596965,0,89601066,True,3,Avenida Carrera 15,secondary,30,580.976,"LINESTRING (-74.05634860000001 4.6677915, -74.055948 4.6686123, -74.0558734 4.6687747, -74.0556867 4.6691816, -74.0556431 4.6692808, -74.05557109999999 4.6694311, -74.0553735 4.6698534, -74.05532460000001 4.669959, -74.0553037 4.6700041, -74.0552818 4.6700515, -74.0552574 4.6701042, -74.05522139999999 4.6701821, -74.0551734 4.6702857, -74.0549295 4.6707886, -74.0547964 4.6710499, -74.054125 4.67246, -74.05410209999999 4.6725119)",,,,,,,
254347517,267899323,0,89617622,True,2,Calle 76,tertiary,30,199.622,"LINESTRING (-74.0529196 4.6588075, -74.0529829 4.6588496, -74.0536276 4.6592779, -74.0540781 4.6595772, -74.05441829999999 4.6598033)",,,,,,,
254347520,267890881,0,639468916,False,2,Carrera 13,residential,30,82.345,"LINESTRING (-74.05788029999999 4.6620662, -74.0574726 4.6626853)",,,,,,,
254347520,262650525,0,"[639468913, 639468914]",True,2,Calle 76,tertiary,30,162.485,"LINESTRING (-74.05788029999999 4.6620662, -74.0580283 4.6621604, -74.05859700000001 4.6625224, -74.05911469999999 4.6628546)",,,,,,,
254347520,253762115,0,"[89616068, 639468918]",False,2,Carrera 13,residential,30,247.26,"LINESTRING (-74.05788029999999 4.6620662, -74.0579977 4.6618946, -74.05851610000001 4.6611368, -74.0591622 4.6602465)",,,,,,,
254347527,475150478,0,39637704,False,2,Calle 120A,residential,30,207.334,"LINESTRING (-74.0311852 4.6973482, -74.0312529 4.6973745, -74.0328569 4.6979977, -74.03292829999999 4.6980255)",,,,,,,
254530369,262545907,0,24249685,False,2,Calle 44C Bis,residential,30,110.613,"LINESTRING (-74.0885416 4.6437394, -74.0885784 4.6437992, -74.08909149999999 4.6445695)",,,,,,,
254530369,262419941,0,"[90654721, 608214171]",True,3,Avenida Carrera 50,primary,30,245.15300000000002,"LINESTRING (-74.0885416 4.6437394, -74.0890897 4.6433786, -74.08924639999999 4.6432789, -74.0903474 4.6425693, -74.0903962 4.6425379)",,,,,,,
255338653,262650266,0,389103406,True,2,Calle 90,residential,30,363.15,"LINESTRING (-74.0567606 4.6763621, -74.0560674 4.6760159, -74.0552687 4.6755903, -74.0545637 4.6752146, -74.0538545 4.6748537)",,,,,,,
255338653,5346478442,0,600876138,False,2,Calle 90,residential,30,197.326,"LINESTRING (-74.0567606 4.6763621, -74.0574759 4.6767394, -74.0581506 4.6770967, -74.05833560000001 4.6771897)",,,,,,,
255338671,475165036,0,"[525665515, 39639476, 28549325]",False,2,"['Carrera 8', 'Calle 128']",residential,30,675.1070000000001,"LINESTRING (-74.0320969 4.7045328, -74.032105 4.7048972, -74.0320943 4.7052391, -74.0320141 4.7077317, -74.0311485 4.7075744, -74.03051809999999 4.7074453, -74.0302461 4.7074071, -74.0300917 4.7073776, -74.0297961 4.7073325, -74.02918390000001 4.7072009)",,,,,,,
255470785,333614420,0,524463939,True,2,Avenida Carrera 68,primary,30,251.914,"LINESTRING (-74.1197086 4.6351829, -74.119387 4.6359373, -74.1193056 4.6360943, -74.1192535 4.6361792, -74.1191822 4.6362914, -74.1191038 4.6363945, -74.1190167 4.6365062, -74.1189418 4.6365898, -74.1188669 4.6366694, -74.1187183 4.6368113, -74.11857879999999 4.6369441, -74.1184736 4.6370476)",,,,,,,
255470886,312656406,0,89890856,True,2,Carrera 23,residential,30,416.015,"LINESTRING (-74.0665059 4.6625385, -74.06690570000001 4.6618617, -74.0673649 4.661116, -74.0676508 4.660683, -74.0679074 4.6602377, -74.0681967 4.6597913, -74.0684624 4.6593465)",,,,,,,
255471025,261830053,0,89759238,True,2,Carrera 20,tertiary,30,12.555,"LINESTRING (-74.070008 4.6505175, -74.0700093 4.6506304)",,,,,,,
255471025,263369165,0,89759865,True,3,Avenida Calle 63,primary,30,65.489,"LINESTRING (-74.070008 4.6505175, -74.0694264 4.6504134)",,,,,,,
255471027,1041714606,0,89874826,False,2,Calle 63D,residential,30,54.282,"LINESTRING (-74.0694075 4.6541112, -74.06989059999999 4.6541916)",,,,,,,
255471027,283342324,0,89890128,True,2,Carrera 20,tertiary,30,53.076,"LINESTRING (-74.0694075 4.6541112, -74.0693835 4.6541554, -74.06914879999999 4.6545127)",,,,,,,
255471027,268383664,0,533186939,False,2,Calle 63D,residential,30,59.730000000000004,"LINESTRING (-74.0694075 4.6541112, -74.0692487 4.6540767, -74.0688806 4.6539983)",,,,,,,
255471043,1041859337,0,23502415,True,2,Carrera 23,residential,30,92.69,"LINESTRING (-74.0653763 4.6643544, -74.0657957 4.6636332)",,,,,,,
255471043,354855992,0,76698968,True,2,Calle 74,tertiary,30,117.822,"LINESTRING (-74.0653763 4.6643544, -74.06448469999999 4.6637773)",,,,,,,
260480449,323926981,0,173374789,True,1,,trunk_link,30,237.226,"LINESTRING (-74.14579670000001 4.595034, -74.14572560000001 4.5950096, -74.1456613 4.5949767, -74.1456158 4.5949406, -74.1455771 4.5948929, -74.1455514 4.594842, -74.1455347 4.5947679, -74.145529 4.5946787, -74.1455177 4.5936993, -74.14551710000001 4.5936478, -74.1454531 4.5930373)",,,,,,,
260480471,310967403,0,90048198,False,2,Carrera 51B,residential,30,21.583,"LINESTRING (-74.13217059999999 4.5940335, -74.1321222 4.5941536, -74.132098 4.5942136)",,,,,,,
260480606,332383959,0,28118584,False,2,Calle 33 Sur,tertiary,30,71.384,"LINESTRING (-74.1206574 4.5943713, -74.12067589999999 4.5944693, -74.12077650000001 4.5950022)",,,,,,,
260480611,332015629,0,90058568,False,2,Calle 27B Sur,residential,30,71.482,"LINESTRING (-74.1152141 4.5956938, -74.1152463 4.5958041, -74.1153941 4.5963111)",,,,,,,
260480650,310984256,0,89985305,True,2,Calle 2,tertiary,30,519.729,"LINESTRING (-74.10189870000001 4.6020742, -74.10199590000001 4.6021293, -74.10210480000001 4.6021909, -74.1021954 4.6022422, -74.10226830000001 4.6022893, -74.1023142 4.6023189, -74.1025542 4.6024742, -74.1029928 4.602758, -74.1031875 4.602884, -74.10337560000001 4.6030126, -74.1037776 4.6032875, -74.1038152 4.6033132, -74.10442329999999 4.6037349, -74.10445900000001 4.6037536, -74.1044946 4.6037656, -74.1045451 4.6037823, -74.1045759 4.6037974, -74.1046 4.6038125, -74.1048961 4.6040265, -74.10518380000001 4.6042344, -74.105486 4.6044528, -74.1056378 4.6045625, -74.1057902 4.6046713)",,,,,,,
260480703,5228715604,0,24157130,True,2,,trunk_link,30,210.42399999999995,"LINESTRING (-74.0819951 4.6256166, -74.08186360000001 4.6257586, -74.08155960000001 4.6261361, -74.0815178 4.6261834, -74.0814649 4.6262236, -74.08141910000001 4.6262445, -74.08137809999999 4.626255, -74.0813229 4.6262615, -74.081157 4.626259, -74.08112300000001 4.6262567, -74.0809658 4.626241, -74.0808758 4.6262238, -74.0808031 4.6262067, -74.0807344 4.6261814, -74.0806657 4.626151, -74.08065790000001 4.6261458, -74.08057340000001 4.6260895, -74.0804507 4.6259915)",permissive,,,,,,
260487058,354856338,0,89901815,True,2,Calle 77,residential,30,103.148,"LINESTRING (-74.0611928 4.6653205, -74.06122910000001 4.6653432, -74.06198120000001 4.6658135)",,,,,,,
260627335,1041859381,0,"[89901713, 639468919]",True,4,Calle 76,tertiary,30,172.024,"LINESTRING (-74.0611723 4.6641659, -74.0612218 4.6641969, -74.0612292 4.6642016, -74.0617048 4.6644998, -74.0624773 4.6650034)",,,,,,,
260697697,260697716,0,"[89699502, 89696159]",True,2,Avenida Carrera 14,trunk,30,1392.3870000000002,"LINESTRING (-74.1190038 4.5759297, -74.1187755 4.5759721, -74.11857910000001 4.5760019, -74.1185129 4.5760099, -74.1183389 4.5760309, -74.11805769999999 4.5760637, -74.11789690000001 4.5760835, -74.1177533 4.5761032, -74.11752250000001 4.5761425, -74.11721729999999 4.5761944, -74.11700949999999 4.5762298, -74.1167954 4.5762662, -74.11648409999999 4.5763153, -74.1158052 4.5764224, -74.1153918 4.5764876, -74.1151559 4.5765248, -74.1149771 4.5765541, -74.1148937 4.5765704, -74.1148421 4.5765804, -74.1145633 4.5766406, -74.114373 4.5766872, -74.1139048 4.576804, -74.113617 4.5768835, -74.11340370000001 4.5769494, -74.11323230000001 4.5769995, -74.1130781 4.5770447, -74.1122634 4.5772933, -74.1115291 4.5775215, -74.11095659999999 4.5776921, -74.1108327 4.5777292, -74.11071819999999 4.5777634, -74.11063 4.5777897, -74.11053819999999 4.5778171, -74.11051019999999 4.5778255, -74.11043429999999 4.5778474, -74.1096151 4.5780841, -74.109292 4.5781774, -74.1089771 4.578265, -74.1087048 4.5783407, -74.1084675 4.578404, -74.1083663 4.578434, -74.1081484 4.5785027, -74.1080323 4.5785411, -74.10793099999999 4.5785746, -74.1077519 4.5786387, -74.1075483 4.5787179, -74.1073135 4.5788121, -74.1070859 4.5789097, -74.1069131 4.5789875, -74.106865 4.5790091)",,,,,,,
260697697,2419406365,0,739117938,False,2,Diagonal 38 Bis Sur,tertiary,30,113.81099999999999,"LINESTRING (-74.1190038 4.5759297, -74.11903909999999 4.5758775, -74.1190948 4.5757952, -74.11920430000001 4.5756425, -74.1192587 4.575569, -74.1193167 4.5755026, -74.1193779 4.5754464, -74.1194479 4.5753972, -74.11956619999999 4.5753377, -74.11962459999999 4.5753019, -74.119677 4.5752642, -74.1196956 4.5752412, -74.11971029999999 4.5752133)",,,,,,,
260697716,266529369,0,89696159,True,2,Avenida Carrera 14,trunk,30,12.847,"LINESTRING (-74.106865 4.5790091, -74.1067613 4.5790607)",,,,,,,
260697716,266529375,0,89481609,True,2,Calle 27 Sur,secondary,30,565.232,"LINESTRING (-74.106865 4.5790091, -74.1067991 4.5789558, -74.1065174 4.57872, -74.10631619999999 4.5785653, -74.1059269 4.5782493, -74.1055839 4.5779874, -74.105013 4.5775369, -74.10485319999999 4.5774108, -74.104676 4.5772709, -74.1041151 4.576828, -74.10377219999999 4.5765572, -74.1032009 4.576106, -74.10286739999999 4.5758537)",,,,,,,
260697728,316162250,0,89481753,True,2,Avenida Carrera 14,trunk,30,54.07,"LINESTRING (-74.0999094 4.5825737, -74.0994803 4.582805)",,,,,,,
260697728,501815185,0,89481273,False,2,Calle 18A Sur,residential,30,224.652,"LINESTRING (-74.0999094 4.5825737, -74.0998756 4.5825224, -74.0998262 4.5824473, -74.0998007 4.5824085, -74.0997519 4.5823438, -74.0996909 4.5822692, -74.0996408 4.5822161, -74.0995617 4.5821375, -74.0992744 4.5818802, -74.09846949999999 4.5811627)",,,,,,,
260697742,316161039,0,89481753,True,2,Avenida Carrera 14,trunk,30,224.791,"LINESTRING (-74.0983308 4.5835125, -74.0982846 4.5835437, -74.09793860000001 4.5837757, -74.0977819 4.5838821, -74.09762600000001 4.5839833, -74.097514 4.5840496, -74.0973927 4.5841159, -74.0972737 4.584177, -74.0969242 4.5843525, -74.09657780000001 4.5845219)",,,,,,,
260697748,5207118596,0,562364022,True,2,Avenida Carrera 14,trunk,30,10.185,"LINESTRING (-74.09447059999999 4.5856178, -74.0943994 4.5856757)",,,,,,,
260697748,316161126,0,89481483,True,2,Avenida Calle 11 Sur,secondary,30,270.458,"LINESTRING (-74.09447059999999 4.5856178, -74.09442900000001 4.5855657, -74.09416830000001 4.58524, -74.0940672 4.5851217, -74.09402369999999 4.5850745, -74.09397610000001 4.5850306, -74.0938118 4.5848832, -74.09345 4.5845588, -74.0931758 4.5843128, -74.0930884 4.5842367, -74.0927287 4.5839235)",,,,,,,
260697755,266678319,0,89083120,True,2,Avenida Carrera 14,trunk,30,191.921,"LINESTRING (-74.0888593 4.5918563, -74.0887942 4.5918959, -74.0887267 4.5919381, -74.08865160000001 4.5919936, -74.08857279999999 4.592061, -74.0885036 4.5921265, -74.0882081 4.5924778, -74.0876863 4.5931121)",,,,,,,
260697755,261993640,0,89613132,True,3,Avenida Calle 1,secondary,30,26.776000000000003,"LINESTRING (-74.0888593 4.5918563, -74.0889126 4.5918926, -74.089001 4.5919521, -74.0890615 4.5919879)",,,,,,,
260697765,261784159,0,"[89068925, 74773911]",True,2,Avenida Jiménez de Quesada,tertiary,30,112.43299999999999,"LINESTRING (-74.0798389 4.603504, -74.0798071 4.6034777, -74.0795182 4.6032383, -74.0790647 4.6028507)",,,,,,,
260697765,260697766,0,89068919,True,2,Avenida Carrera 14,trunk,30,29.166,"LINESTRING (-74.0798389 4.603504, -74.07980689999999 4.6035448, -74.07971879999999 4.6036573, -74.0796769 4.6037107)",,,,,,,
260697766,260697768,0,"[88894852, 89068916]",True,2,Avenida Carrera 14,trunk,30,665.2790000000001,"LINESTRING (-74.0796769 4.6037107, -74.0796304 4.603773, -74.0792065 4.6043401, -74.07863140000001 4.6051867, -74.07798289999999 4.6060916, -74.0779333 4.6061612, -74.0776005 4.6066244, -74.0773909 4.6069214, -74.0773617 4.6069621, -74.0767343 4.6078376, -74.076272 4.6085084, -74.076212 4.6085955)",,,,,,,
260697766,260697842,0,89581110,True,2,Avenida Calle 13,primary,30,23.256999999999998,"LINESTRING (-74.0796769 4.6037107, -74.0797223 4.6037484, -74.0797949 4.6038087, -74.0798381 4.6038446)",,,,,,,
260697769,264377552,0,88880332,True,2,Avenida Carrera 14,trunk,30,234.695,"LINESTRING (-74.0761353 4.6087099, -74.0760961 4.608781, -74.07567659999999 4.6095407, -74.07514449999999 4.610575)",,,,,,,
260697777,260697780,0,"[89574400, 89574307, 24038159]",True,2,Avenida Carrera 14,trunk,30,704.666,"LINESTRING (-74.07262179999999 4.6155384, -74.07250620000001 4.6157771, -74.0718612 4.6170226, -74.07176269999999 4.617208, -74.07168160000001 4.6173608, -74.0716481 4.6174239, -74.0715759 4.6175599, -74.0714146 4.6178439, -74.0712625 4.6181067, -74.07103530000001 4.6185954, -74.07059409999999 4.6194004, -74.0703704 4.6198464, -74.0701962 4.6201582, -74.0701555 4.6202311, -74.0701304 4.6202809, -74.0701131 4.620315, -74.0700765 4.6203936, -74.0697347 4.6211804)",,,,,,,
260697780,264154273,0,89527130,False,2,Calle 33,residential,30,115.55199999999999,"LINESTRING (-74.0697347 4.6211804, -74.0696939 4.6211489, -74.06951189999999 4.6210081, -74.068904 4.6205525)",,,,,,,
260697780,3894445382,0,"[23955616, 89574307, 89716887]",True,2,Avenida Carrera 14,trunk,30,750.0229999999999,"LINESTRING (-74.0697347 4.6211804, -74.0696014 4.6215696, -74.0694678 4.6220543, -74.06937569999999 4.6224722, -74.069363 4.6225625, -74.0693368 4.622685, -74.0689928 4.6245993, -74.0688469 4.6253556, -74.0687578 4.6258368, -74.0686923 4.6261871, -74.0684284 4.627703, -74.0684117 4.6277892)",,,,,,,
260697788,1038769063,0,"[89480482, 89481277, 89627375]",True,2,Avenida Carrera 14,trunk,30,794.8030000000001,"LINESTRING (-74.1005218 4.582474, -74.1006174 4.5824193, -74.1006671 4.5823908, -74.1009701 4.5822254, -74.1015045 4.5819347, -74.1017712 4.5817898, -74.10202 4.5816524, -74.10234440000001 4.5814684, -74.10248369999999 4.5813946, -74.1026341 4.5813148, -74.10285140000001 4.5811996, -74.10309479999999 4.5810739, -74.103416 4.5809164, -74.104095 4.5806052, -74.1041434 4.580583, -74.1055262 4.579908, -74.1061339 4.5796111, -74.1067785 4.5792961, -74.1069126 4.5792381)",,,,,,,
260697793,264153973,0,89527105,False,2,Calle 33A,residential,30,196.487,"LINESTRING (-74.0696851 4.6221545, -74.0697402 4.6221637, -74.07054220000001 4.6222974, -74.07143480000001 4.6224388)",,,,,,,
260697808,261993640,0,"[89120578, 89120585, 89120587, 89120591, 89120593, 89120595, 89120569, 89120601, 89120602]",True,2,Avenida Carrera 14,trunk,30,1643.3460000000002,"LINESTRING (-74.07999529999999 4.6036461, -74.0800449 4.6035762, -74.08055779999999 4.602854, -74.08110720000001 4.6020918, -74.0811513 4.6020305, -74.0817 4.6012692, -74.0817424 4.6012104, -74.0823726 4.6002919, -74.082454 4.6001728, -74.0829549 4.5994809, -74.0830935 4.5992829, -74.08334360000001 4.5989551, -74.0836431 4.5985694, -74.08387879999999 4.5982658, -74.0839309 4.5981987, -74.0845568 4.5973905, -74.08464429999999 4.5972795, -74.0847042 4.5972035, -74.08474870000001 4.5971384, -74.0848032 4.5970586, -74.08483649999999 4.5970098, -74.08491410000001 4.5969088, -74.0851519 4.5965992, -74.0859634 4.5955642, -74.0860129 4.5955007, -74.08614540000001 4.5953308, -74.0862655 4.5951769, -74.0864571 4.5949312, -74.08690540000001 4.5943623, -74.08732070000001 4.593882, -74.0874173 4.5937702, -74.0883207 4.5926706, -74.0886675 4.5922863, -74.0887927 4.5921645, -74.08887489999999 4.5921006, -74.0889341 4.5920619, -74.08898259999999 4.5920301, -74.0890615 4.5919879)",,,,,,,
260697808,260697765,0,89595243,True,2,Avenida Calle 13,primary,30,23.455999999999996,"LINESTRING (-74.07999529999999 4.6036461, -74.0799624 4.6036162, -74.0798892 4.6035496, -74.0798389 4.603504)",,,,,,,
260697816,264153973,0,89527136,False,2,Diagonal 33 Bis A,residential,30,208.401,"LINESTRING (-74.069928 4.6213186, -74.0699821 4.621361, -74.0706234 4.6218635, -74.07143480000001 4.6224388)",,,,,,,
260697826,260697842,0,"[89120586, 89120597, 89120605]",True,2,Avenida Carrera 14,trunk,30,663.8969999999999,"LINESTRING (-74.07637870000001 4.6087179, -74.0764423 4.6086356, -74.07659409999999 4.6084118, -74.0769442 4.6079475, -74.077549 4.6071011, -74.07757890000001 4.6070537, -74.07816529999999 4.6062287, -74.078795 4.6053049, -74.07939709999999 4.6044579, -74.0795109 4.6042996, -74.079795 4.6039045, -74.0798381 4.6038446)",,,,,,,
260697842,260697808,0,89120579,True,2,Avenida Carrera 14,trunk,30,28.121000000000002,"LINESTRING (-74.0798381 4.6038446, -74.0798844 4.6037861, -74.07995029999999 4.603703, -74.07999529999999 4.6036461)",,,,,,,
260697842,265297545,0,"[89581096, 89581038, 89581135, 89581172, 89580916]",True,"['3', '2']",Avenida Calle 13,primary,30,658.82,"LINESTRING (-74.0798381 4.6038446, -74.0798834 4.6038835, -74.08040819999999 4.6043343, -74.0813618 4.6051407, -74.0814427 4.6052091, -74.08231379999999 4.6059798, -74.0823985 4.6060548, -74.08321340000001 4.6067787, -74.08326940000001 4.6068271, -74.0836695 4.6071731, -74.08395109999999 4.6074261, -74.0842629 4.6077137, -74.08430509999999 4.6077527)",,,,,,,
260697850,264153866,0,89716896,True,2,Avenida Carrera 14,trunk,30,133.35399999999998,"LINESTRING (-74.0683956 4.6279203, -74.0683834 4.6280026, -74.0682937 4.6286095, -74.068197 4.6291028)",,,,,,,
260697865,262650172,0,89616122,True,3,Calle 74,tertiary,30,138.389,"LINESTRING (-74.0613795 4.6617656, -74.06132409999999 4.661727, -74.06035129999999 4.6610594)",,,,,,,
260697882,5171726923,0,89759472,True,2,Calle 60,tertiary,30,220.87900000000002,"LINESTRING (-74.06519780000001 4.6471357, -74.06527509999999 4.6471496, -74.0659687 4.6472742, -74.0666774 4.6474016, -74.0671578 4.6474953)",,,,,,,
261028764,601244761,0,"[24062728, 640071793, 375278988, 24234815]",True,2,Avenida Carrera 72,primary,30,3401.6910000000003,"LINESTRING (-74.1452577 4.5961761, -74.14524780000001 4.5964341, -74.14522580000001 4.5967549, -74.1452041 4.596987, -74.14518820000001 4.5971192, -74.1451763 4.5971988, -74.1451363 4.5974164, -74.145096 4.5975957, -74.1449982 4.5979999, -74.14488009999999 4.5984364, -74.14475520000001 4.5988718, -74.1447099 4.5990029, -74.1446567 4.5991404, -74.14455169999999 4.5994109, -74.1444077 4.5997898, -74.14417 4.6004272, -74.14391139999999 4.6011523, -74.14387929999999 4.6012388, -74.143773 4.6015239, -74.143647 4.601855, -74.1435037 4.6022245, -74.1434845 4.602274, -74.14329050000001 4.6028171, -74.143055 4.6034897, -74.1430158 4.6036013, -74.1429467 4.6038029, -74.1428599 4.6040461, -74.1428057 4.6041955, -74.1427494 4.6043325, -74.14266670000001 4.6045297, -74.14260090000001 4.6046893, -74.1425512 4.6048124, -74.1423592 4.6053307, -74.14214269999999 4.6059089, -74.1419671 4.606357, -74.1419353 4.606437, -74.14187 4.6066017, -74.14179350000001 4.6068161, -74.1416497 4.6072167, -74.141513 4.6076562, -74.1414347 4.6079141, -74.1414008 4.6080509, -74.14137150000001 4.6082124, -74.1413544 4.6083106, -74.14134660000001 4.6084041, -74.14133099999999 4.6086074, -74.1413077 4.6087821, -74.1412773 4.6089801, -74.1412546 4.6091201, -74.1412152 4.6093398, -74.1411866 4.6095914, -74.1411533 4.6098685, -74.1411169 4.6102693, -74.1410727 4.6106902, -74.1410552 4.6108416, -74.14103420000001 4.6109813, -74.14102680000001 4.6110369, -74.1410041 4.6111669, -74.14094729999999 4.6115176, -74.14087000000001 4.6119646, -74.14072059999999 4.6128126, -74.1406099 4.6134081, -74.1405938 4.6134908, -74.1404608 4.614151, -74.1404307 4.6143247, -74.14035749999999 4.6147355, -74.14027179999999 4.6152011, -74.1402159 4.6154866, -74.1401615 4.6157152, -74.14011910000001 4.615887, -74.14003719999999 4.6162186, -74.1399636 4.6164981, -74.1399088 4.6166993, -74.13969880000001 4.6174785, -74.1395028 4.6181948, -74.13918200000001 4.6194514, -74.13909169999999 4.6198056, -74.1389303 4.620449, -74.13885860000001 4.6207353, -74.1387922 4.6210189, -74.1387055 4.6214474, -74.1386177 4.6218935, -74.138572 4.6221573, -74.1385322 4.622433, -74.1385167 4.6225497, -74.13833169999999 4.6241316, -74.1382945 4.6244773, -74.1381591 4.6257036, -74.1381497 4.625796)",,,,,,,
261028776,310593973,0,90065571,False,2,Carrera 68L,tertiary,30,138.532,"LINESTRING (-74.1418512 4.6064056, -74.1417967 4.6063911, -74.1417647 4.6063826, -74.1417051 4.6063707, -74.1416408 4.6063634, -74.1411542 4.6063547, -74.1406061 4.6063454)",,,,,,,
261028995,292549624,0,585212194,True,2,Avenida Carrera 72,primary,30,735.4010000000001,"LINESTRING (-74.1130775 4.6645109, -74.11261399999999 4.6650776, -74.11247520000001 4.6652331, -74.11219 4.6655734, -74.1120549 4.6657266, -74.1119356 4.6658557, -74.11177669999999 4.6660142, -74.11126830000001 4.6665462, -74.1110249 4.666805, -74.11071579999999 4.6671704, -74.1104795 4.6674414, -74.1099883 4.6679465, -74.1096075 4.6683259, -74.1091433 4.6687852, -74.10889779999999 4.6690289, -74.108569 4.6693569)",,,,,,,
261029240,261029952,0,90647456,True,3,Avenida Carrera 70,secondary,30,441.46299999999997,"LINESTRING (-74.1104502 4.662241, -74.11078449999999 4.6618992, -74.1108454 4.6618434, -74.110901 4.6617957, -74.11109310000001 4.6616653, -74.11131020000001 4.6615262, -74.1117265 4.6612728, -74.112269 4.6609019, -74.11264370000001 4.6606535, -74.1128131 4.6605412, -74.1133019 4.6602172, -74.11360860000001 4.6600138, -74.1136946 4.6599568)",,,,,,,
261029249,267288385,0,532646547,True,1,,primary_link,30,252.38099999999994,"LINESTRING (-74.1076745 4.6649808, -74.1079072 4.6647844, -74.1080372 4.6646709, -74.1087725 4.6639948, -74.1090451 4.6637367, -74.1091261 4.6636663, -74.1091893 4.6636276, -74.10924230000001 4.6636198, -74.109315 4.6636307, -74.109324 4.663634, -74.1094222 4.6636704)",,,,,,,
261029249,292540714,0,745407761,True,2,Avenida Carrera 70,secondary,30,135.10199999999998,"LINESTRING (-74.1076745 4.6649808, -74.1079302 4.6646741, -74.1080656 4.664528, -74.10852370000001 4.6641125)",,,,,,,
