y,x,osmid,geometry
3.0739786,101.5504647,142382885,POINT (101.5504647 3.0739786)
3.0642259,101.5184749,249398997,POINT (101.5184749 3.0642259)
3.0631356,101.4998682,269289825,POINT (101.4998682 3.0631356)
3.0618034,101.5022697,276683133,POINT (101.5022697 3.0618034)
3.0160218,101.5371798,281136604,POINT (101.5371798 3.0160218)
3.0741747,101.5536159,299422035,POINT (101.5536159 3.0741747)
3.0744335,101.553741,299422072,POINT (101.553741 3.0744335)
3.0834779,101.5803322,664908083,POINT (101.5803322 3.0834779)
3.0137662,101.5355703,1555735677,POINT (101.5355703 3.0137662)
2.9864385,101.506022,1694461442,POINT (101.506022 2.9864385)
3.0046228,101.5276752,1749436758,POINT (101.5276752 3.0046228)
3.003521,101.5268447,1749436830,POINT (101.5268447 3.003521)
3.06094,101.48288,1791362530,POINT (101.48288 3.06094)
3.0809259,101.571972,2006090460,POINT (101.571972 3.0809259)
3.0817834,101.5736929,2006090537,POINT (101.5736929 3.0817834)
3.0643558,101.5185125,2110016829,POINT (101.5185125 3.0643558)
3.0122489,101.5354473,2165320803,POINT (101.5354473 3.0122489)
3.0620116,101.5566429,2688375579,POINT (101.5566429 3.0620116)
3.014709,101.5370103,3328158791,POINT (101.5370103 3.014709)
3.0165275,101.5384589,3669544852,POINT (101.5384589 3.0165275)
3.0172089,101.538266,4025322300,POINT (101.538266 3.0172089)
3.0134835,101.5353191,4025322317,POINT (101.5353191 3.0134835)
3.0174377,101.5361622,4025322348,POINT (101.5361622 3.0174377)
3.0178351,101.5385864,4025322355,POINT (101.5385864 3.0178351)
3.0142352,101.5367252,4025322390,POINT (101.5367252 3.0142352)
3.0136245,101.5362666,4025322398,POINT (101.5362666 3.0136245)
3.0068566,101.5303555,4025322439,POINT (101.5303555 3.0068566)
3.0026848,101.526793,4025322468,POINT (101.526793 3.0026848)
3.0032591,101.5273374,4025322469,POINT (101.5273374 3.0032591)
3.0031178,101.5265456,4025322505,POINT (101.5265456 3.0031178)
3.0061254,101.5288807,4025322540,POINT (101.5288807 3.0061254)
3.0076083,101.5303456,4025322563,POINT (101.5303456 3.0076083)
3.0079131,101.5303774,4025322564,POINT (101.5303774 3.0079131)
2.9890568,101.5137854,4025322567,POINT (101.5137854 2.9890568)
2.9886754,101.5138523,4025322576,POINT (101.5138523 2.9886754)
3.0840646,101.5833747,4081079217,POINT (101.5833747 3.0840646)
3.0398778,101.5568683,4123590863,POINT (101.5568683 3.0398778)
3.0395484,101.5566377,4123590864,POINT (101.5566377 3.0395484)
3.0328112,101.5526816,4123590998,POINT (101.5526816 3.0328112)
3.033362,101.5531314,4123591000,POINT (101.5531314 3.033362)
3.0257378,101.5449492,4123778643,POINT (101.5449492 3.0257378)
3.0253904,101.5445181,4123778644,POINT (101.5445181 3.0253904)
3.04063,101.557797,4123778672,POINT (101.557797 3.04063)
3.0329483,101.5534357,4123778893,POINT (101.5534357 3.0329483)
3.0332915,101.5535551,4123778901,POINT (101.5535551 3.0332915)
3.0607722,101.4805238,4559624893,POINT (101.4805238 3.0607722)
3.0680314,101.537443,4562907211,POINT (101.537443 3.0680314)
3.068077,101.5372566,4562907213,POINT (101.5372566 3.068077)
3.0667479,101.5328181,4562907260,POINT (101.5328181 3.0667479)
3.0668217,101.532808,4562907261,POINT (101.532808 3.0668217)
3.0782351,101.5665149,4562907271,POINT (101.5665149 3.0782351)
3.0820848,101.5771341,4562918051,POINT (101.5771341 3.0820848)
3.0821892,101.5781128,4562927796,POINT (101.5781128 3.0821892)
3.0848139,101.5897273,4700853023,POINT (101.5897273 3.0848139)
3.0829906,101.5826244,4700853039,POINT (101.5826244 3.0829906)
3.0827132,101.5816792,4700853042,POINT (101.5816792 3.0827132)
3.0390158,101.5569394,4749608102,POINT (101.5569394 3.0390158)
3.0384025,101.5565692,4749608106,POINT (101.5565692 3.0384025)
3.0169929,101.5388089,4749608107,POINT (101.5388089 3.0169929)
