u,v,key,osmid,oneway,name,highway,length,geometry,bridge,tunnel,service,maxspeed,lanes,ref
4897863944,4897863933,0,498339339,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,65.383,"LINESTRING (101.5410484 3.0703745, 101.5416048 3.070567)",,,,,,
4897863945,4897863923,0,498339341,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.63,"LINESTRING (101.5380974 3.0695855, 101.5382142 3.0696232)",,,,,,
4897863946,4897863816,0,498339337,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,40.081,"LINESTRING (101.5366785 3.0686162, 101.5370027 3.0687747)",,,,,,
4897863946,4897863947,0,498339343,True,,cycleway,25.813,"LINESTRING (101.5366785 3.0686162, 101.5369108 3.0686251)",,,,,,
4897863949,5267950163,0,297010921,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,15.824,"LINESTRING (101.5536158 3.0753125, 101.5537134 3.0754162)",,,,,,
4897863950,4897863951,0,160219265,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.415,"LINESTRING (101.5548896 3.0757687, 101.5549808 3.0757906)",,,,,,
4897863951,1722810087,0,160219265,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,21.263,"LINESTRING (101.5549808 3.0757906, 101.5551685 3.0758285)",,,,,,
4897863952,1722810064,0,160219261,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,59.947,"LINESTRING (101.5612271 3.0771408, 101.561745 3.0772931)",,,,,,
4898439111,1722810074,0,297010921,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,15.936,"LINESTRING (101.5532245 3.0748885, 101.5533463 3.0749643)",,,,,,
4898439111,4898439112,0,498405111,True,,cycleway,19.445,"LINESTRING (101.5532245 3.0748885, 101.5533845 3.0748174)",,,,,,
5267844111,5267844112,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,87.881,"LINESTRING (101.4865218 3.0620219, 101.485862 3.0615854)",,,,,,
