y,x,osmid,ref,highway,geometry
48.7004913,9.1822001,242410,,,POINT (9.182200099999999 48.7004913)
48.7008113,9.1811244,242411,,,POINT (9.1811244 48.7008113)
48.7026911,9.1775688,242413,,,POINT (9.1775688 48.7026911)
48.7055123,9.1698705,242414,,,POINT (9.1698705 48.7055123)
48.7064773,9.1631798,242416,,,POINT (9.1631798 48.7064773)
48.7053384,9.1699157,242417,,,POINT (9.169915700000001 48.7053384)
48.7043044,9.1733814,242418,,,POINT (9.1733814 48.7043044)
48.7037343,9.1748677,242419,53a,motorway_junction,POINT (9.1748677 48.7037343)
48.7267948,9.0690757,242465,,,POINT (9.069075700000001 48.7267948)
48.7264794,9.0681485,242466,,,POINT (9.0681485 48.7264794)
48.7000311,9.1831509,243640,,,POINT (9.183150899999999 48.7000311)
48.6979979,9.1873847,243641,,,POINT (9.187384700000001 48.6979979)
48.6956014,9.1928522,243642,,,POINT (9.192852200000001 48.6956014)
48.6995279,9.1838286,243643,,,POINT (9.1838286 48.6995279)
48.6978281,9.1873967,243644,,,POINT (9.187396700000001 48.6978281)
48.6953113,9.193233,243645,,,POINT (9.193232999999999 48.6953113)
48.6942116,9.1975596,243647,,,POINT (9.1975596 48.6942116)
48.694031,9.1994144,243648,53a,motorway_junction,POINT (9.1994144 48.694031)
48.6930056,9.2133528,243650,,,POINT (9.213352799999999 48.6930056)
48.6938532,9.1990291,243651,,,POINT (9.199029100000001 48.6938532)
48.6936693,9.2033452,243652,,,POINT (9.203345199999999 48.6936693)
48.6928555,9.2092325,243653,,,POINT (9.209232500000001 48.6928555)
48.6928567,9.2134252,243654,,,POINT (9.2134252 48.6928567)
48.6932929,9.2184708,243655,,,POINT (9.2184708 48.6932929)
48.6939061,9.2240516,243656,,,POINT (9.224051599999999 48.6939061)
48.6939553,9.2244159,243657,53b,motorway_junction,POINT (9.2244159 48.6939553)
48.6964928,9.2385619,243658,,,POINT (9.238561900000001 48.6964928)
48.6947415,9.2300747,243659,,,POINT (9.230074699999999 48.6947415)
48.6937863,9.224317,243660,,,POINT (9.224316999999999 48.6937863)
48.6931419,9.2184906,243661,,,POINT (9.218490600000001 48.6931419)
48.7256817,9.0710272,433559,,,POINT (9.0710272 48.7256817)
48.7267295,9.0711303,433560,,,POINT (9.0711303 48.7267295)
48.726979,9.0709621,433561,,,POINT (9.070962099999999 48.726979)
48.7274076,9.0703953,433562,,,POINT (9.070395299999999 48.7274076)
48.7277031,9.0687132,433563,,,POINT (9.068713199999999 48.7277031)
48.7276376,9.0675554,433564,,,POINT (9.0675554 48.7276376)
48.7271027,9.0649706,433567,,,POINT (9.064970600000001 48.7271027)
48.8210834,9.0888846,433862,,,POINT (9.0888846 48.8210834)
48.8219204,9.0849965,433863,,,POINT (9.084996500000001 48.8219204)
48.8213325,9.0915729,433908,,,POINT (9.091572899999999 48.8213325)
48.8224404,9.092757,433910,,,POINT (9.092757000000001 48.8224404)
48.8234279,9.0943289,433912,,,POINT (9.094328900000001 48.8234279)
48.8252278,9.0941703,433913,,,POINT (9.0941703 48.8252278)
48.8229418,9.0929511,433914,,,POINT (9.092951100000001 48.8229418)
48.8234391,9.09295,433918,,,POINT (9.09295 48.8234391)
48.8234081,9.0929032,433919,,,POINT (9.0929032 48.8234081)
48.8232977,9.0929043,433920,,,POINT (9.092904300000001 48.8232977)
48.8232583,9.0930887,433922,,,POINT (9.093088699999999 48.8232583)
48.8233088,9.0931728,433923,,,POINT (9.0931728 48.8233088)
48.8234118,9.0931607,433924,,,POINT (9.0931607 48.8234118)
48.8234528,9.0930683,433925,,,POINT (9.093068300000001 48.8234528)
48.8233804,9.0935259,433926,,,POINT (9.093525899999999 48.8233804)
48.831464,9.0869589,433928,,,POINT (9.086958900000001 48.831464)
48.8330946,9.0893772,433929,,,POINT (9.089377199999999 48.8330946)
48.8400334,9.1411107,434247,,,POINT (9.1411107 48.8400334)
48.839861,9.1424531,434248,,,POINT (9.142453100000001 48.839861)
48.840406,9.1535665,434253,,motorway_junction,POINT (9.1535665 48.840406)
48.8403976,9.1565652,434254,,,POINT (9.156565199999999 48.8403976)
48.8402112,9.1556584,434255,,,POINT (9.1556584 48.8402112)
48.8401565,9.1562313,434256,,,POINT (9.1562313 48.8401565)
48.8398578,9.1567508,434257,,,POINT (9.156750799999999 48.8398578)
48.8392747,9.1570758,434258,,,POINT (9.157075799999999 48.8392747)
48.839934,9.157208,434260,,,POINT (9.157208000000001 48.839934)
48.8401502,9.1573759,434261,,,POINT (9.1573759 48.8401502)
48.8402851,9.1577028,434262,,,POINT (9.157702799999999 48.8402851)
48.8405768,9.1598147,434263,,,POINT (9.1598147 48.8405768)
48.8426483,9.135682,434264,,,POINT (9.135681999999999 48.8426483)
48.8403091,9.140437,434267,,,POINT (9.140437 48.8403091)
48.839998,9.1421106,434268,,,POINT (9.142110600000001 48.839998)
48.8405129,9.1567038,434274,,,POINT (9.156703800000001 48.8405129)
48.8406124,9.1602252,434277,,,POINT (9.160225199999999 48.8406124)
48.8412737,9.164406,434278,,motorway_junction,POINT (9.164406 48.8412737)
48.8415169,9.1664727,434279,,,POINT (9.1664727 48.8415169)
48.8416539,9.1691451,434280,,,POINT (9.1691451 48.8416539)
48.84139,9.1716198,434281,,,POINT (9.1716198 48.84139)
48.8411262,9.1727396,434282,,,POINT (9.1727396 48.8411262)
48.8409122,9.1737378,434283,,,POINT (9.1737378 48.8409122)
48.8410004,9.1749002,434284,,,POINT (9.1749002 48.8410004)
48.8416004,9.1760456,434285,,,POINT (9.1760456 48.8416004)
48.8423344,9.1767849,434286,,,POINT (9.176784899999999 48.8423344)
48.8442976,9.1790015,434287,,motorway_junction,POINT (9.1790015 48.8442976)
48.845484,9.1800403,434288,,,POINT (9.1800403 48.845484)
48.8470166,9.1813795,434289,,,POINT (9.1813795 48.8470166)
48.8482258,9.1826582,434290,,,POINT (9.182658200000001 48.8482258)
48.8480163,9.1822333,434293,,,POINT (9.1822333 48.8480163)
48.8470773,9.1812361,434294,,,POINT (9.1812361 48.8470773)
48.845736,9.1800563,434295,,motorway_junction,POINT (9.1800563 48.845736)
48.8439992,9.1785212,434296,,,POINT (9.1785212 48.8439992)
48.8427542,9.1771114,434297,,motorway_junction,POINT (9.177111399999999 48.8427542)
48.8414441,9.1747367,434299,,,POINT (9.1747367 48.8414441)
48.8412118,9.1739262,434300,,,POINT (9.1739262 48.8412118)
48.8412235,9.1728145,434301,,,POINT (9.172814499999999 48.8412235)
48.8415024,9.1716129,434302,,,POINT (9.1716129 48.8415024)
48.841904,9.1700033,434303,,,POINT (9.170003299999999 48.841904)
48.8420645,9.1686504,434304,,,POINT (9.168650400000001 48.8420645)
48.8407297,9.1602136,434307,,,POINT (9.160213600000001 48.8407297)
48.7250727,9.1668208,483637,,,POINT (9.1668208 48.7250727)
48.7249393,9.1669314,483638,,,POINT (9.166931399999999 48.7249393)
48.7239615,9.1668772,483640,,,POINT (9.1668772 48.7239615)
48.7237491,9.166827,483641,,,POINT (9.166827 48.7237491)
48.7157444,9.163197,483664,,,POINT (9.163197 48.7157444)
48.7151571,9.1646847,483665,,,POINT (9.1646847 48.7151571)
48.7154273,9.1642911,483666,,,POINT (9.1642911 48.7154273)
48.7217562,9.1707978,483681,,,POINT (9.170797800000001 48.7217562)
48.721623,9.1728077,483682,,,POINT (9.1728077 48.721623)
48.7215918,9.1742792,483683,,,POINT (9.174279200000001 48.7215918)
48.7215902,9.1749421,483684,,,POINT (9.174942100000001 48.7215902)
48.7215933,9.1759954,483685,,,POINT (9.1759954 48.7215933)
48.7215906,9.1792028,483686,,,POINT (9.179202800000001 48.7215906)
48.7210597,9.1820669,483687,,,POINT (9.182066900000001 48.7210597)
48.7215661,9.1797217,483688,,,POINT (9.1797217 48.7215661)
48.7195189,9.1871414,483689,,,POINT (9.1871414 48.7195189)
48.7172441,9.194736,483748,,,POINT (9.194736000000001 48.7172441)
48.7171113,9.1949895,483749,,,POINT (9.1949895 48.7171113)
48.7169376,9.1952625,483750,,traffic_signals,POINT (9.1952625 48.7169376)
48.7161679,9.1957032,483751,,,POINT (9.195703200000001 48.7161679)
48.7143632,9.1960416,483752,,,POINT (9.196041599999999 48.7143632)
48.7141082,9.1960723,483753,,,POINT (9.196072300000001 48.7141082)
48.7137979,9.1961557,483754,,,POINT (9.1961557 48.7137979)
48.7132767,9.1967171,483756,,,POINT (9.196717100000001 48.7132767)
48.7134305,9.1964732,483757,,,POINT (9.1964732 48.7134305)
48.7130361,9.1975915,483759,,,POINT (9.1975915 48.7130361)
48.7131159,9.1988818,483760,,,POINT (9.198881800000001 48.7131159)
48.7129004,9.200031,483762,,,POINT (9.200030999999999 48.7129004)
48.7130522,9.1982645,483763,,,POINT (9.198264500000001 48.7130522)
48.7126954,9.2003353,483764,,,POINT (9.200335300000001 48.7126954)
48.7122431,9.2010301,483765,,,POINT (9.201030100000001 48.7122431)
48.7114361,9.2024479,483766,,,POINT (9.202447899999999 48.7114361)
48.7111597,9.2028751,483767,,,POINT (9.2028751 48.7111597)
48.7270154,9.1501071,483821,,,POINT (9.1501071 48.7270154)
48.7271584,9.1501039,483829,,,POINT (9.1501039 48.7271584)
48.7279937,9.1501046,483834,,,POINT (9.150104600000001 48.7279937)
48.7287095,9.1503839,483835,,,POINT (9.1503839 48.7287095)
48.7293683,9.1503585,483836,,,POINT (9.150358499999999 48.7293683)
48.7299028,9.1504702,483837,,,POINT (9.150470200000001 48.7299028)
48.730716,9.1507135,483838,,,POINT (9.1507135 48.730716)
48.7326032,9.150753,483842,,,POINT (9.150753 48.7326032)
48.733784,9.1509108,483856,,crossing,POINT (9.1509108 48.733784)
48.736868,9.1517313,483857,,,POINT (9.1517313 48.736868)
48.7396337,9.1524969,483858,,,POINT (9.152496899999999 48.7396337)
48.7403984,9.1528348,483859,,,POINT (9.152834800000001 48.7403984)
48.7355508,9.1513752,483860,,,POINT (9.1513752 48.7355508)
48.7149824,9.1648556,488102,,,POINT (9.164855599999999 48.7149824)
48.7146657,9.1650836,488103,,,POINT (9.165083600000001 48.7146657)
48.714104,9.165426,488104,,,POINT (9.165426 48.714104)
48.713934,9.1655758,488105,,,POINT (9.165575799999999 48.713934)
48.7123598,9.165419,488111,,,POINT (9.165419 48.7123598)
48.7124172,9.165554,488112,,,POINT (9.165554 48.7124172)
48.7125672,9.1663917,488113,,,POINT (9.1663917 48.7125672)
48.7125711,9.1669693,488115,,,POINT (9.1669693 48.7125711)
48.7137436,9.1661417,488120,,,POINT (9.166141700000001 48.7137436)
48.7139372,9.1659015,488121,,,POINT (9.1659015 48.7139372)
48.74443,9.1598954,490544,,,POINT (9.1598954 48.74443)
48.7455699,9.1586098,490547,,,POINT (9.158609800000001 48.7455699)
48.7467794,9.1571952,490548,,,POINT (9.1571952 48.7467794)
48.7487416,9.1567335,490550,,,POINT (9.1567335 48.7487416)
48.7492349,9.1566575,490551,,,POINT (9.1566575 48.7492349)
48.7493397,9.156421,490552,,traffic_signals,POINT (9.156421 48.7493397)
48.7494,9.1560586,490553,,,POINT (9.1560586 48.7494)
48.7494028,9.1549758,490554,,,POINT (9.154975800000001 48.7494028)
48.7493928,9.1537443,490555,,,POINT (9.1537443 48.7493928)
48.7494133,9.1517142,490556,,,POINT (9.151714200000001 48.7494133)
48.7495007,9.1508784,490557,,,POINT (9.1508784 48.7495007)
48.7500818,9.1503714,490559,,,POINT (9.150371399999999 48.7500818)
48.7503887,9.1513854,490560,,,POINT (9.151385400000001 48.7503887)
48.7504789,9.151603,490561,,,POINT (9.151603 48.7504789)
48.7502364,9.1508785,490562,,,POINT (9.150878499999999 48.7502364)
48.7508216,9.1518783,490563,,,POINT (9.1518783 48.7508216)
48.7528064,9.1525625,490566,,,POINT (9.1525625 48.7528064)
48.7521547,9.1524596,490567,,,POINT (9.1524596 48.7521547)
48.7532879,9.1517323,490568,,,POINT (9.151732300000001 48.7532879)
48.753115,9.1522438,490569,,,POINT (9.152243800000001 48.753115)
48.7532413,9.1519149,490573,,,POINT (9.1519149 48.7532413)
48.7535213,9.1507965,490574,,,POINT (9.1507965 48.7535213)
48.7534166,9.151174,490575,,,POINT (9.151173999999999 48.7534166)
48.7537996,9.1499237,490577,,,POINT (9.1499237 48.7537996)
48.7539896,9.149395,490578,,,POINT (9.149395 48.7539896)
48.7543458,9.1495088,490579,,,POINT (9.1495088 48.7543458)
48.7547129,9.1508376,490580,,,POINT (9.150837599999999 48.7547129)
48.7545787,9.1503985,490581,,,POINT (9.1503985 48.7545787)
48.7549781,9.1515171,490582,,,POINT (9.1515171 48.7549781)
48.7554956,9.1522762,490583,,,POINT (9.152276199999999 48.7554956)
48.7557685,9.1528318,490584,,,POINT (9.1528318 48.7557685)
48.7559156,9.1536308,490585,,,POINT (9.1536308 48.7559156)
48.756092,9.1542789,490586,,,POINT (9.1542789 48.756092)
48.7562803,9.1545066,490587,,,POINT (9.154506599999999 48.7562803)
48.7566013,9.1546452,490588,,,POINT (9.154645199999999 48.7566013)
48.7568458,9.1551216,490589,,,POINT (9.155121599999999 48.7568458)
48.7569277,9.1557404,490590,,,POINT (9.155740399999999 48.7569277)
48.7563974,9.1571302,490591,,,POINT (9.157130199999999 48.7563974)
48.756286,9.1575799,490592,,,POINT (9.1575799 48.756286)
48.756882,9.1561807,490593,,,POINT (9.1561807 48.756882)
48.7562281,9.1583699,490594,,,POINT (9.1583699 48.7562281)
48.7558096,9.1587902,490595,,,POINT (9.1587902 48.7558096)
48.7554239,9.1590629,490596,,emergency_bay,POINT (9.1590629 48.7554239)
48.7547633,9.1595282,490597,,,POINT (9.1595282 48.7547633)
48.7546521,9.1596075,490598,,,POINT (9.1596075 48.7546521)
48.7543445,9.1601682,490599,,,POINT (9.160168199999999 48.7543445)
48.7569974,9.1462695,490637,,,POINT (9.146269500000001 48.7569974)
48.7586279,9.1508029,490641,,,POINT (9.1508029 48.7586279)
48.7590926,9.1519579,490642,,,POINT (9.151957899999999 48.7590926)
48.7597369,9.1538086,490643,,crossing,POINT (9.1538086 48.7597369)
48.7594636,9.1595802,490645,,,POINT (9.159580200000001 48.7594636)
48.7566787,9.1441612,490646,,crossing,POINT (9.144161199999999 48.7566787)
48.7564429,9.1432489,490647,,crossing,POINT (9.1432489 48.7564429)
48.7562995,9.1427889,490648,,,POINT (9.142788899999999 48.7562995)
48.7554625,9.1409348,490649,,,POINT (9.1409348 48.7554625)
48.7600635,9.1566605,490651,,,POINT (9.156660499999999 48.7600635)
48.7602625,9.1581267,490652,,,POINT (9.1581267 48.7602625)
48.7606567,9.159674,490653,,,POINT (9.159674000000001 48.7606567)
48.7629637,9.1591549,490655,,,POINT (9.159154900000001 48.7629637)
48.7618961,9.1599642,490656,,,POINT (9.159964199999999 48.7618961)
48.7577123,9.1592582,490660,,,POINT (9.1592582 48.7577123)
48.7541367,9.1390104,490665,,crossing,POINT (9.1390104 48.7541367)
48.7547472,9.1397601,490666,,,POINT (9.1397601 48.7547472)
48.7539801,9.1389667,490667,,,POINT (9.138966699999999 48.7539801)
48.7525507,9.1377318,490668,,,POINT (9.137731799999999 48.7525507)
48.7656801,9.1606559,490690,,,POINT (9.1606559 48.7656801)
48.7660001,9.1612592,490691,,,POINT (9.1612592 48.7660001)
48.7652814,9.1597051,490692,,,POINT (9.1597051 48.7652814)
48.7661123,9.1612142,490693,,crossing,POINT (9.1612142 48.7661123)
48.7705732,9.1580411,490694,,,POINT (9.1580411 48.7705732)
48.7713949,9.1612556,490704,,,POINT (9.1612556 48.7713949)
48.7717142,9.1625278,490705,,,POINT (9.162527799999999 48.7717142)
48.7651799,9.1594991,490706,,,POINT (9.1594991 48.7651799)
48.7649927,9.1592639,490707,,,POINT (9.159263899999999 48.7649927)
48.7637909,9.1592076,490709,,,POINT (9.1592076 48.7637909)
48.7634855,9.1591608,490710,,,POINT (9.1591608 48.7634855)
48.7707745,9.1437792,490720,,,POINT (9.143779200000001 48.7707745)
48.7702048,9.1439189,490721,,traffic_signals,POINT (9.143918899999999 48.7702048)
48.770815,9.1438246,490722,,,POINT (9.1438246 48.770815)
48.7672302,9.1483722,490724,,,POINT (9.148372200000001 48.7672302)
48.767362,9.1481994,490725,,,POINT (9.148199399999999 48.767362)
48.7664468,9.148718,490726,,,POINT (9.148718000000001 48.7664468)
48.7660826,9.1484756,490727,,,POINT (9.148475599999999 48.7660826)
48.765895,9.147452,490728,,,POINT (9.147451999999999 48.765895)
48.7659681,9.1469893,490729,,,POINT (9.1469893 48.7659681)
48.7663219,9.1465242,490730,,,POINT (9.1465242 48.7663219)
48.7666993,9.1463792,490731,,,POINT (9.1463792 48.7666993)
48.7671261,9.1458568,490732,,,POINT (9.145856800000001 48.7671261)
48.767217,9.1455477,490733,,,POINT (9.1455477 48.767217)
48.767387,9.1436996,490734,,,POINT (9.1436996 48.767387)
48.7672674,9.143261,490735,,,POINT (9.143261000000001 48.7672674)
48.7668021,9.1425468,490736,,,POINT (9.1425468 48.7668021)
48.766153,9.141354,490737,,,POINT (9.141354 48.766153)
48.7652687,9.1372582,490739,,,POINT (9.1372582 48.7652687)
48.7648735,9.1358734,490740,,,POINT (9.135873399999999 48.7648735)
48.7719326,9.1632922,490813,,,POINT (9.163292200000001 48.7719326)
